ID	Phylum	Class	Order	Family	Genus	Species
Zotu4454	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured	uncultured Hyphomicrobiaceae bacterium
Zotu6052	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA
Zotu9186	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
Zotu15168	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured Rhizobiales bacterium
Zotu3233	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured Pedomicrobium sp.
Zotu2669	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured Rhizobiales bacterium
Zotu16383	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured Rhizobiales bacterium
Zotu17347	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA
Zotu14944	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured Pedomicrobium sp.
Zotu12913	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured Pedomicrobium sp.
Zotu19621	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured Pedomicrobium sp.
Zotu15750	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured Pedomicrobium sp.
Zotu14847	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
Zotu8722	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured	uncultured Hyphomicrobiaceae bacterium
Zotu8820	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured	uncultured Hyphomicrobiaceae bacterium
Zotu15285	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured	uncultured Hyphomicrobiaceae bacterium
Zotu13667	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA
Zotu18636	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA
Zotu3344	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA
Zotu7318	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA
Zotu13989	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
Zotu3356	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
Zotu14255	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
Zotu10386	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sulfonivorans
Zotu17712	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sulfonivorans
Zotu3888	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sulfonivorans
Zotu19124	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
Zotu4659	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
Zotu4237	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
Zotu11740	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
Zotu13054	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
Zotu1159	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
Zotu13064	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
Zotu3446	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
Zotu1855	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
Zotu7825	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
Zotu6770	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Ambiguous_taxa	Ambiguous_taxa
Zotu7642	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
Zotu9797	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
Zotu13360	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
Zotu9407	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured	Hyphomicrobium sp. WG6
Zotu3865	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	NA	NA
Zotu4382	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
Zotu3609	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu5175	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	uncultured soil bacterium
Zotu2636	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	uncultured soil bacterium
Zotu5139	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	NA
Zotu16408	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	NA
Zotu14624	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	NA
Zotu3245	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	NA
Zotu173	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	Nordella oligomobilis
Zotu684	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	Nordella oligomobilis
Zotu1676	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	Nordella oligomobilis
Zotu2864	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	NA
Zotu9351	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	uncultured Phyllobacteriaceae bacterium
Zotu3792	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	NA
Zotu12431	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	NA
Zotu19364	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
Zotu13410	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	uncultured	uncultured Rhizobiales bacterium
Zotu6614	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	uncultured	uncultured Rhizobiales bacterium
Zotu8359	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	uncultured	uncultured Rhizobiales bacterium
Zotu9422	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	uncultured	uncultured Rhizobiales bacterium
Zotu20677	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	uncultured	uncultured Rhizobiales bacterium
Zotu9525	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	uncultured	uncultured Rhizobiales bacterium
Zotu12276	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	uncultured	NA
Zotu12179	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	uncultured	uncultured Rhizobiales bacterium
Zotu5848	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu18639	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group	metagenome	NA
Zotu19487	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group	metagenome	NA
Zotu16137	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu16410	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu15739	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu4392	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	NA
Zotu20495	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu8512	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured alpha proteobacterium
Zotu15975	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	NA
Zotu14488	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	NA
Zotu19283	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	NA
Zotu11475	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured Caulobacterales bacterium
Zotu4523	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured Caulobacterales bacterium
Zotu4637	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured Caulobacterales bacterium
Zotu777	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured Caulobacterales bacterium
Zotu7077	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured Caulobacterales bacterium
Zotu4711	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured Caulobacterales bacterium
Zotu12218	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured Caulobacterales bacterium
Zotu7371	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured Caulobacterales bacterium
Zotu9666	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured Caulobacterales bacterium
Zotu14360	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	NA
Zotu3697	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured sludge bacterium S36
Zotu1446	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	alpha proteobacterium U9-1i
Zotu13964	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	alpha proteobacterium U9-1i
Zotu17979	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	alpha proteobacterium U9-1i
Zotu19004	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	alpha proteobacterium U9-1i
Zotu5697	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	NA
Zotu6058	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured sludge bacterium S36
Zotu18282	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured sludge bacterium S36
Zotu13454	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	NA
Zotu476	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured Caulobacterales bacterium
Zotu15332	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured sludge bacterium S36
Zotu4880	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured sludge bacterium S36
Zotu11676	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured sludge bacterium S36
Zotu11465	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured sludge bacterium S36
Zotu15444	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	NA
Zotu20346	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	NA
Zotu8531	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	uncultured Rhizobiaceae bacterium
Zotu7647	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	uncultured Rhizobiaceae bacterium
Zotu16907	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	uncultured Rhizobiaceae bacterium
Zotu1525	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	uncultured Rhizobiaceae bacterium
Zotu4317	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu12353	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu15678	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu13939	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	NA
Zotu4442	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu9962	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu8490	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu10440	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu17846	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu15513	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu18397	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu3291	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu2866	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu7100	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu3259	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	NA
Zotu5089	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu6773	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu16324	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sp. 16-62
Zotu11459	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu7359	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu14692	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu6449	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu5556	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
Zotu15876	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
Zotu20294	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
Zotu3674	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
Zotu9053	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
Zotu15237	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
Zotu15062	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
Zotu7704	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
Zotu9221	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
Zotu6113	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus sp. ZJHD2-58
Zotu2298	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
Zotu3320	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu3408	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu3844	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivita	NA
Zotu16390	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu10370	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	NA
Zotu3594	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu19913	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu5071	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu4851	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu8772	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu19032	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu5981	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured soil bacterium
Zotu12992	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured soil bacterium
Zotu11293	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu14965	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu17989	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Rubellimicrobium mesophilum DSM 19309
Zotu14405	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu12670	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu18386	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ahrensia	NA
Zotu10674	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Chthonobacter	NA
Zotu16425	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Pelagibacterium	Hyphomicrobiaceae bacterium M20
Zotu6532	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Chthonobacter	uncultured organism
Zotu8668	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Chthonobacter	uncultured organism
Zotu18495	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Chthonobacter	NA
Zotu15116	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Chthonobacter	uncultured organism
Zotu8423	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
Zotu16175	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Chthonobacter	NA
Zotu12216	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Chthonobacter	Scytonema tolypothrichoides VB-61278
Zotu778	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Pleomorphomonas	Pleomorphomonas diazotrophica
Zotu13339	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Pleomorphomonas	Pleomorphomonas diazotrophica
Zotu11970	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
Zotu15408	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
Zotu4563	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
Zotu17669	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured bacterium	NA	NA
Zotu19629	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured bacterium	NA	NA
Zotu18417	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	metagenome	NA
Zotu5636	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	metagenome	NA
Zotu10991	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	NA	NA
Zotu5128	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
Zotu11542	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
Zotu19858	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
Zotu5368	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu9767	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	metagenome	NA
Zotu16970	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	NA	NA
Zotu11437	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	NA	NA
Zotu19585	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	metagenome	NA
Zotu10191	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	uncultured Rhodobium sp.
Zotu13056	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	uncultured Rhodobium sp.
Zotu3867	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	uncultured Rhodobium sp.
Zotu12566	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	uncultured Rhodobium sp.
Zotu9226	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	alpha proteobacterium LS7-MT
Zotu17018	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	NA
Zotu16019	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	NA
Zotu1092	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	NA
Zotu2660	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	NA
Zotu6931	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	NA
Zotu4374	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	NA
Zotu3934	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	alpha proteobacterium LS7-MT
Zotu1820	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	NA
Zotu5548	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	NA
Zotu1014	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	alpha proteobacterium LS7-MT
Zotu1329	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	alpha proteobacterium LS7-MT
Zotu5101	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	alpha proteobacterium LS7-MT
Zotu19975	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
Zotu5226	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	NA
Zotu16362	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
Zotu16397	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
Zotu19198	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
Zotu19911	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA
Zotu13061	Firmicutes	Bacilli	NA	NA	NA	NA
Zotu20336	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
Zotu17692	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
Zotu20273	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
Zotu18526	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
Zotu13857	Firmicutes	Bacilli	Bacillales	NA	NA	NA
Zotu20408	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	NA
Zotu17938	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	NA
Zotu20362	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA
Zotu14640	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA
Zotu14203	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA
Zotu19976	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA
Zotu19332	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA
Zotu19692	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA
Zotu14297	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	NA
Zotu17755	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	NA
Zotu18807	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	NA
Zotu19161	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	NA
Zotu19298	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA
Zotu19191	Proteobacteria	NA	NA	NA	NA	NA
Zotu20068	Bacteroidetes	Bacteroidia	Sphingobacteriales	NA	NA	NA
Zotu13963	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	uncultured Phyllobacteriaceae bacterium	NA
Zotu6623	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	uncultured Phyllobacteriaceae bacterium	NA
Zotu1466	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	uncultured sludge bacterium H29	NA
Zotu7885	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	uncultured organism	NA
Zotu6087	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	NA	NA
Zotu13711	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	NA	NA
Zotu20773	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
Zotu19711	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculum	bacterium enrichment culture clone SRAO_24
Zotu2950	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu14156	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu7297	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	alpha proteobacterium CN37
Zotu16868	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	alpha proteobacterium CN37
Zotu17508	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	alpha proteobacterium CN37
Zotu11070	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	alpha proteobacterium CN37
Zotu14329	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	alpha proteobacterium CN37
Zotu3405	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	NA
Zotu9027	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	NA
Zotu2972	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	NA
