ID	bs_f_1	bs_f_2	bs_f_3	bs_f_4	bs_f_5	bs_f_6	bs_f_7	bs_f_8
Zotu6780	4	1	3	1	1			
Zotu15797					1			3
Zotu18253							1	
Zotu12857	1		1	1				
Zotu18166								
Zotu4045								
Zotu6789								
Zotu6398	1		1	1	3	4	3	2
Zotu20682		1			3		1	
Zotu13154					1		1	
Zotu20814	1		1		1	1		
Zotu7916			4	2	1	4	1	
Zotu14391				1		2	1	2
Zotu10792		1		1		1		
Zotu16692		1		2				
Zotu14387		1					4	2
Zotu18005			1	2		1		
Zotu19380	3			1				
Zotu10480		1		1				
Zotu7070	1		3	1	1			6
Zotu4815							1	
Zotu7085								
Zotu6416							1	
Zotu6234	7	1	2		1	1	7	2
Zotu11048		2	1				1	
Zotu17601		1				2		
Zotu4744			2		4	2		1
Zotu14257	1	4					1	
Zotu13512	1		1					
Zotu7445				2		2		3
Zotu16813					1	1		
Zotu13092	1				2		1	1
Zotu9657			3			1	2	
Zotu16594	1	2						
Zotu16404	1						1	
Zotu17327				1				1
Zotu13903					1			3
Zotu17923				1			3	
Zotu20084			1			1		
Zotu19964			2	2			1	
Zotu20407	2		4	2		1	1	
Zotu13513	1		1		1			
Zotu4913		1	2	4		2		4
Zotu710	5	3	16	19	8	17	18	22
Zotu5809	3	2	2	4		3		2
Zotu16756				1			1	
Zotu17332		1						
Zotu18025		1				1	1	1
Zotu18152	2		1			1	1	1
Zotu20323								
Zotu3672								
Zotu5883								
Zotu17664								
Zotu18229								
Zotu6588								
Zotu7438								
Zotu15794								
Zotu19892								
Zotu15396								
Zotu16387								
Zotu17161								
Zotu19773								
Zotu20394								
Zotu19408								
Zotu20199								
Zotu20024								
Zotu20756								
Zotu9872		1	1			3		
Zotu10784								
Zotu12386		20						
Zotu14303								
Zotu4942	1	5		2		2	1	6
Zotu10750								
Zotu18217								
Zotu579								
Zotu8889	1		2	8		4	2	2
Zotu3372								
Zotu12629								
Zotu14368								
Zotu1706	2	1		11	1	1	10	9
Zotu2553	7	4	12	3	4	8	19	5
Zotu12784	2	2			2			3
Zotu14513								
Zotu18956								
Zotu5047	2			8	2		3	4
Zotu14149							1	
Zotu7090		2	1	4	3	5		
Zotu412	27	15	16	41	15	21	61	48
Zotu19783								
Zotu20205								
Zotu17630							1	3
Zotu9276					1	2	1	
Zotu5924				4				
Zotu16341								
Zotu8114				1			5	
Zotu3642		1	3	8	3		4	
Zotu9117				1	2			
Zotu12770			5		4	1		
Zotu16867								
Zotu17513			1	1			1	2
Zotu10550			2					2
Zotu11433			1	1				1
Zotu5951						1		
Zotu13618								
Zotu8014		3	3	4	1	2		1
Zotu20543				1			1	
Zotu5859			2			2	2	
Zotu16721	1							
Zotu20684								
Zotu15601								
Zotu15973								1
Zotu6762					3	1	1	
Zotu14403								
Zotu9116								
Zotu12851								
Zotu13734								
Zotu10336								
Zotu20094		2				4		
Zotu1280								
Zotu8807		1			1			
Zotu7677		3		11		1		1
Zotu8882		6		2				
Zotu3035								
Zotu5607								
Zotu3739	2	7	5	1		5		
Zotu20729						1		
Zotu13807								
Zotu18485								
Zotu8137		1						
Zotu16264								
Zotu15980								
Zotu17224								
Zotu3519		5	3	2				1
Zotu5061	1	6	13	9	3	2	8	4
Zotu10740								
Zotu14498		9		1				
Zotu16229		1						
Zotu11816					1			
Zotu20011			1					2
Zotu13427		2						1
Zotu16145								
Zotu15014		1			1			1
Zotu7270		7		1	1			
Zotu17997								
Zotu15446								
Zotu17511		3	1					
Zotu17288								
Zotu15894				4	1	1		1
Zotu12878		3		1	1			
Zotu18340				2		1		
Zotu18657								
Zotu8475	2	6	2	5				4
Zotu7565		3						
Zotu17260			1					
Zotu12807		5		1	1	1	1	
Zotu14635		1	1	1	1	1	1	
Zotu15017	2	2						
Zotu11132	2				1	1		
Zotu10151		3					8	
Zotu20574				1				
Zotu19429								
Zotu16205			2			1		
Zotu14648	1	2	1	1	1			
Zotu6682	2	13	1	1	3		1	1
Zotu15542			2			2	1	1
Zotu6479				1				
Zotu5641			3	2		1	5	2
Zotu10852	1	3	5					1
Zotu18969								1
Zotu7888	1							
Zotu3197	1	7	4	8	3			1
Zotu11707								
Zotu490	12	42	27	94	26	15	21	24
Zotu11900								
Zotu3407			10	8	3	4	2	3
Zotu12476		2	1					
Zotu15054								
Zotu16366								
Zotu7926		1		4			9	
Zotu10595	1	1	3	1				
Zotu10787	1		1					
Zotu7102	1	5					1	3
Zotu10385	1		2				3	
Zotu18414				2				
Zotu8383				1			2	
Zotu11257								
Zotu7021		6	3		1		2	
Zotu12248			1					
Zotu9507	2		2			1		
Zotu13938								
Zotu6213	2	1	1	1				1
Zotu5903	1	2	6	1	3		3	1
Zotu16047		1						
Zotu7114		14	2		1		3	
Zotu10992				2		7		
Zotu4335		7	4	9	1	5	1	3
Zotu13049	1					1		1
Zotu18622								
Zotu19829								
Zotu5503	3	9	2	5				1
Zotu15476		1		1		2		1
Zotu18682								
Zotu13347								1
Zotu15620								
Zotu11481							1	
Zotu14088		1			1	1		
Zotu5074	2	4	3	3	2		1	1
Zotu19927								
Zotu17089								
Zotu3855	1	38		2	3	2	8	1
Zotu11046		3	1		3			
Zotu20087		1		1			1	
Zotu13255		2		1				
Zotu3987		2	1	2	1		1	
Zotu4092	7	1	2		3	2	2	3
Zotu7968	8	1	1	1		1		1
Zotu6572			2	4			1	
Zotu2115	4	8	1	4	2	3	2	11
Zotu12587	3	3				1		
Zotu14372							4	
Zotu10131	1							
Zotu7562	2	3	1		1			
Zotu15202								
Zotu19238								
Zotu7357								
Zotu17738								
Zotu18115				3			1	1
Zotu2486	1	6	1	8	2	1	1	
Zotu12069		2						
Zotu16727		1		1	2			1
Zotu6265		6	1	9	2	2	2	2
Zotu18379			1			1	1	
Zotu5481	1	3	3	9		1	3	4
Zotu2379	4	12	14	18	6	1	7	7
Zotu11927	1	2	2			1		
Zotu14574		2						
Zotu10430	1	3	2			5	1	2
Zotu15195		1		1				
Zotu16102								
Zotu1789	3	8	16	1	2		1	3
Zotu2064		11	3	1	5	2	2	3
Zotu20303								
Zotu16558							1	
Zotu8838		1		1				
Zotu5578		8	2			1		
Zotu17383		2						
Zotu18499	2							
Zotu14217			1					
Zotu20217								
Zotu5623								
Zotu17559								
Zotu7605		1	2	2		7		
Zotu10686	1	2	1					
Zotu20329								
Zotu1767								
Zotu4003								
Zotu11547					1			
Zotu19433								
Zotu15939		3						2
Zotu14520	1							
Zotu20849								
Zotu5330		14	1	8		2	7	8
Zotu13093			1					
Zotu6046	4	12		11	4	3	1	
Zotu8218		1	1	2		2	4	2
Zotu10030		2		7				1
Zotu10829		1	3		1			1
Zotu3777	7	6	7	14	2	1	7	1
Zotu8663	3	1	2		1			
Zotu10615		2	1			1		
Zotu16585		1		1	1			3
Zotu12169		1			2		3	
Zotu15245	2					2	1	3
Zotu5518		6		6	2		12	18
Zotu11152						2		
Zotu2649								
Zotu16386	1							5
Zotu9078	1	4	4		2		1	3
Zotu11385								
Zotu17499								
Zotu16424	14	1						
Zotu14863		2			2			
Zotu12157	1			1		2		1
Zotu13455	1	2	4		2			
Zotu4178					2			
Zotu6610		1	2					
Zotu7612	1	1	3	4			2	
Zotu15328								
Zotu16731					2	1		
Zotu18980								
Zotu16302	2	1			2	2		
Zotu20278	2	1						
Zotu11449								
Zotu5271	2	44	8	2	3			1
Zotu14992		9	1					
Zotu19738								
Zotu14960			3					
Zotu17700		5		10			1	
Zotu18674		1		1				
Zotu2292		6	3	15	7	1		4
Zotu12405			2	5	1			
Zotu15224			1		2			
Zotu13584		1	6			1	3	
Zotu12895				1	1			
Zotu19018	2							
Zotu18625			1					
Zotu17268				1				
Zotu17455		4	1		1			
Zotu18853	1	2	2		2	1		
Zotu16510		5						
Zotu14045	1	1	3		1			
Zotu16199		3	1					
Zotu12176	1	1	2					
Zotu11297								
Zotu10161		1	1	1			1	
Zotu17567		6						
Zotu20485					2	1		
Zotu8091								
Zotu11537	1		2	1	1	1		
Zotu906	22	1	2	2		4	2	1
Zotu2828	4	8	6	4	7		1	
Zotu14666								
Zotu15497		1		1		1	1	1
Zotu18242								
Zotu5462		2			12			
Zotu9363	4							
Zotu4235		1						
Zotu4398								
Zotu14822		2						
Zotu9741	1	1			1			
Zotu10059		2						2
Zotu10571	1			1	1			1
Zotu12578							4	
Zotu12994		7					3	
Zotu17809								
Zotu11878		2				3		
Zotu3283								
Zotu10308								
Zotu15789		1				2		
Zotu5385	2							
Zotu18079		2						
Zotu18887								
Zotu10604			1		3			
Zotu14469		1		1		1	2	
Zotu17965		1						
Zotu18769								
Zotu20468								
Zotu20171		1						
Zotu16718	1			2				
Zotu4462		8	1	2	2	1	4	4
Zotu4787	1	6	2	6		1		3
Zotu19325			1					
Zotu17175					2			
Zotu18779		3		2				
Zotu17392						1		
Zotu7035		3	2	3	1		4	1
Zotu11732			2			3		
Zotu7754		6	2		1		1	1
Zotu9739	4	2	3				1	4
Zotu15454		2	1	1			2	
Zotu7061				1			1	
Zotu1457	2	16	8	21	10	10	11	10
Zotu15324						1	4	
Zotu15712								
Zotu6346	1	3	1	2	1	1	1	2
Zotu15956								
Zotu17426							1	
Zotu3265	4	10	7	25	1	4	1	13
Zotu8454		1		4	1		1	
Zotu14892		1			2	1	1	
Zotu15006		4	3	3		1		1
Zotu13928	1		4	2	1		1	1
Zotu16418	3	3		2				
Zotu10211								
Zotu13256								
Zotu19438	2	1		3	1			1
Zotu4066	1	5		8	1	4	7	1
Zotu4119		4	4		2		5	1
Zotu19635		1						
Zotu13141						2	1	
Zotu13802				3		2	2	1
Zotu8750			2	2	2			3
Zotu11299				1		1	1	
Zotu9749		3		1	3		1	
Zotu12108		1		5	3		1	1
Zotu14966			1	6	1	1		1
Zotu9424			1			1		
Zotu18165		1		1				
Zotu8727		5		2		2	1	
Zotu12510								
Zotu20449			1					
Zotu9486								
Zotu13502	1			1				
Zotu8115					1			
Zotu7253	4		9	3		1		
Zotu12706	2							
Zotu20127		1	1		1			1
Zotu15144							1	
Zotu20439								
Zotu10063			1					2
Zotu17191	1	1		1				
Zotu16027		2	1					
Zotu4252	2	14	4		2		1	
Zotu6927		7	5	2	3			
Zotu20383			2		2			
Zotu18433		1			2			1
Zotu12220	2		2		1			
Zotu14797		2		2				
Zotu10918		2						
Zotu18809								
Zotu7780								
Zotu19265								
Zotu10296								1
Zotu16094		3				1	3	
Zotu10367		23			1			
Zotu10507			1					
Zotu17725								
Zotu9651		12		2				
Zotu20377		2			1			
Zotu16949		1	1		1	2	7	
Zotu2352					2			
Zotu18211								
Zotu13917		2				3		
Zotu13959	2	1						
Zotu17246		2			1			
Zotu9625		3		1	1			
Zotu16593		2			1	1		
Zotu18572	2			2	3		1	
Zotu7634			6		3	2		
Zotu20159		1	3					1
Zotu10259		2	12			1		
Zotu8266			1	2	6			
Zotu5672		1	1	5	2	2	2	2
Zotu12660		3	3			4		
Zotu9830								2
Zotu19848			2					
Zotu8198		3	1	2		1	1	2
Zotu17071				4	2	1		
Zotu18089			1					1
Zotu10242		2	1		2			
Zotu16748				7				
Zotu19076								
Zotu9163	2	6	3			1		3
Zotu13855		2	2					
Zotu7432		3	1		2	3		
Zotu19478				1				
Zotu14552		1				3		
Zotu16165	1							
Zotu17112	2		2					3
Zotu19654								
Zotu9090	2	6	2		4		1	
Zotu15163		1	2	1			1	1
Zotu11946	1			2				
Zotu18342		4	1	1	4			1
Zotu15365	2	3		1				
Zotu13397			3	1	1			
Zotu20218		2		1				
Zotu9215		4	1		1	1		
Zotu6873		1	2					3
Zotu12061								1
Zotu8043		3						
Zotu11962					1			
Zotu4764	1	4	5		4	6		
Zotu5720	1	6	4	1	3	3		
Zotu12657				1			1	
Zotu10048	1	7			3			
Zotu9860				1	5	4		
Zotu17869	1	1		2				
Zotu19905	1	3	2	1			1	
Zotu11857		4	1			1		
Zotu10369	1							
Zotu13434					2			
Zotu5236		6	8	4	4		2	3
Zotu17301								
Zotu15801			3			1		
Zotu9546		2	2				1	1
Zotu14231		1					1	
Zotu17056			1					
Zotu3912	3	3	12	4	2	1	4	6
Zotu11330								
Zotu10330	2	5						2
Zotu11111	1	1			1		1	
Zotu17474								1
Zotu7980	1							
Zotu16627						2		
Zotu12961								
Zotu2054	4	8	8	3	7	9	11	11
Zotu11680		2		3			1	1
Zotu11414		1	3	3	2	1	1	
Zotu13574			2	2				
Zotu13402	3	1		1			1	
Zotu18226								
Zotu18477	1							
Zotu15713								
Zotu15003		7				2		1
Zotu20572		2					1	
Zotu13524		5	3		2			
Zotu9134	1	1	3	1		1	1	1
Zotu17348	1		1					
Zotu2765	4	11	9	4	5	11	6	5
Zotu17405			1			2		
Zotu19287								
Zotu15220		1					1	
Zotu17576			2	1				
Zotu18919	1		2				1	
Zotu11198					1			1
Zotu19196		3		1	1			
Zotu11231		3						
Zotu11563			2	1	1			
Zotu3422	8	15	10	1	6	12	2	7
Zotu16300	1		4					
Zotu15803			1					
Zotu13429				1			1	2
Zotu15684								
Zotu10083		13					1	1
Zotu18789	6			2	1		3	
Zotu18993					3	2		1
Zotu10492		1	3					
Zotu12191	1						5	
Zotu15321			1		3	3		1
Zotu12738			1					
Zotu14881		1	3			1		
Zotu15631	6	2						
Zotu6356	4							
Zotu9949								
Zotu11466						3		
Zotu15652		1						
Zotu13879								
Zotu16401		1						
Zotu14865			1					1
Zotu9859					1	2	1	
Zotu12593	1		1	2		1		
Zotu17556								
Zotu2980								
Zotu18366					1			
Zotu7244	1	5	1	1	2			2
Zotu15931								
Zotu13037								
Zotu8765							1	3
Zotu20861								
Zotu9644					2	1		1
Zotu9954	2							
Zotu14731								
Zotu13480								
Zotu745								
Zotu5943		1						
Zotu15922						1		
Zotu10284					1			2
Zotu5415	1		3		26			
Zotu1002		1	1	1	2		2	1
Zotu8742								
Zotu11906	2		1				1	
Zotu19317		3						1
Zotu11401								1
Zotu17384								
Zotu12177					7		1	1
Zotu5974			1		1			
Zotu17984								
Zotu15805			2					
Zotu884	12	13	18	92	11	13	28	19
Zotu13923								
Zotu2427	7	6	23	40	18	11	3	5
Zotu13567								
Zotu20177								
Zotu10095								
Zotu3517		1	1	2	2	2	8	3
Zotu13715								
Zotu3118	5		1			2		
Zotu3537	1		2					
Zotu9067			1					
Zotu19681						1		1
Zotu14519								
Zotu15579			1					1
Zotu1793	1	4	3	3	4	4	8	2
Zotu594	8	20	9	14	22	10	16	19
Zotu3331	2	1	6	2	3	1	2	2
Zotu4250	3		2	2	4	3	4	5
Zotu14694						3		
Zotu7276	2	11			9	1		1
Zotu5576		2			5		1	
Zotu10116								
Zotu1029	1	28	10		9	5	3	13
Zotu8058	1		1			1		
Zotu16259								
Zotu16803								
Zotu5702		2	2			2	5	
Zotu13278		1						
Zotu18341								
Zotu20130								
Zotu6536		6	2		6	3	2	
Zotu9446						1		
Zotu3540	1	1	1	1	3	3	6	6
Zotu12860			1					1
Zotu16613						1		
Zotu7579		2						
Zotu18531				1		1		
Zotu11105	1	2						
Zotu11916								
Zotu15058								
Zotu10057			2					
Zotu11302								
Zotu18262			1					
Zotu19100								
Zotu6670					27		1	
Zotu19113	1				2			
Zotu6840								
Zotu12882				1	1			
Zotu10798								
Zotu15055								
Zotu12732					8		1	
Zotu11090								
Zotu19480								
Zotu8733								
Zotu15097								
Zotu9150								
Zotu2511								
Zotu10196								
Zotu1023								
Zotu3946								
Zotu2313								
Zotu4576								
Zotu18056								
Zotu2125								
Zotu20821								
Zotu11139								
Zotu7367								
Zotu5281								
Zotu15759								
Zotu6867								
Zotu3583	1							
Zotu4686								
Zotu15306								
Zotu18762								
Zotu20823								
Zotu13240								
Zotu2716								
Zotu2487	1							
Zotu226	24	2		1	3	4	4	
Zotu344								
Zotu19471								
Zotu15795								
Zotu14947								
Zotu19727								
Zotu10020								2
Zotu1044	23			1		3	20	70
Zotu9677								
Zotu6271								
Zotu7660								
Zotu20429								
Zotu2581								
Zotu18200								
Zotu5081					1			
Zotu7386								
Zotu15941					1			
Zotu15552								
Zotu4467								
Zotu5353	5					1	1	
Zotu15489								
Zotu11114								
Zotu10204								
Zotu4581								
Zotu18867								
Zotu20037								
Zotu9191		1			6			
Zotu17983								
Zotu10150								
Zotu1461								
Zotu4087					2			
Zotu13315								
Zotu3992								2
Zotu2927			1	1			2	
Zotu8728								
Zotu8522								
Zotu403			1					
Zotu98					1	2	1	
Zotu230								
Zotu17682								
Zotu10017					3			
Zotu834	4	1	8	4			19	4
Zotu9631								
Zotu10028								
Zotu1134								1
Zotu588							1	
Zotu3221								
Zotu1919			1	1				
Zotu612			3		2		3	
Zotu1110								
Zotu1802								
Zotu313								
Zotu6904					1			
Zotu2954								
Zotu284	1	1	1		1			
Zotu4295		1	3	1		2		
Zotu1163		3	2		11			1
Zotu14490								
Zotu366								
Zotu3494								
Zotu8937								
Zotu3388								
Zotu9174								
Zotu8363								
Zotu14132								
Zotu15448								
Zotu5403								
Zotu3358								
Zotu2752								
Zotu17385								
Zotu1585		1						
Zotu9002								
Zotu1433		2			4	2	3	7
Zotu1944			1		12			
Zotu2134	26	3	2					
Zotu8476								
Zotu7072								
Zotu14896								
Zotu10997								
Zotu4186					1			
Zotu8378			1		9			1
Zotu783								
Zotu2884		1					1	
Zotu4991						2		
Zotu15175	2				4	1		
Zotu14698								
Zotu17765								
Zotu14399								
Zotu6892								
Zotu10302								
Zotu4083					10			
Zotu4845								
Zotu8047								
Zotu13642			1					
Zotu644	19	2		1	48	8	11	17
Zotu14619								
Zotu6966	5	8			4	5		3
Zotu5289								
Zotu5823								
Zotu18038								
Zotu15588				1				
Zotu10870							1	
Zotu15201								
Zotu15949							3	
Zotu8618								
Zotu5719								
Zotu14309								
Zotu659			1	1			1	3
Zotu4008		2			4		2	
Zotu19184								
Zotu6227	1							
Zotu7486								
Zotu14162								
Zotu11884							2	
Zotu12644								
Zotu4396								
Zotu980	50	27			2			
Zotu20315				1	1		1	
Zotu6016	1			1				
Zotu10212								
Zotu7257								
Zotu5690	1	1	1	2	1		1	
Zotu7108				1				5
Zotu11345								
Zotu14745								
Zotu3919								
Zotu18307								
Zotu206	1		13		2		1	
Zotu6037							1	
Zotu78	2		1		2			
Zotu10567						3		
Zotu1783		1		4	1			
Zotu2700	2		3	2				1
Zotu12351						1		
Zotu7203						1	1	
Zotu13357								
Zotu7067		1			1	1	2	15
Zotu8315		1					1	
Zotu7006								1
Zotu19983								
Zotu8395		14		2		1		
Zotu3677		3						
Zotu8104	8				1		4	
Zotu10626		1						
Zotu1649				1				
Zotu16367								
Zotu1897	1	30	5	2	1		2	1
Zotu3623	5		12		5			
Zotu4154				1			1	
Zotu11568								
Zotu2622			2	1				
Zotu4111		1						
Zotu8987								
Zotu1888			2	7	6			9
Zotu784				2			17	1
Zotu5713			1	2				
Zotu1411		3	6	1	1	2	10	
Zotu735	2	1						
Zotu584								
Zotu1695								
Zotu1506								
Zotu3087								
Zotu6844					1	2		
Zotu5478								
Zotu10623								
Zotu217	1			1				
Zotu5553								
Zotu5729								
Zotu8968								
Zotu7503								
Zotu1443								1
Zotu7701				1	3			
Zotu16526								
Zotu6030								
Zotu8848								
Zotu11304								
Zotu17874								
Zotu7568	1	1			1			
Zotu8878		3					1	
Zotu18656							1	
Zotu8935	2	1		1				
Zotu7147		2	1	1	1	4	1	
Zotu6006	3	7		1		2	3	3
Zotu16110							2	
Zotu5705		1				2		
Zotu13901				2			1	
Zotu9058			1	2		3	1	
Zotu19059								
Zotu20031				1				
Zotu19715				2				1
Zotu8053		2		1				
Zotu9988			3	1			1	
Zotu14192								
Zotu14632								1
Zotu18094		2						
Zotu18589				1				
Zotu17992		3						
Zotu7488		2		2		1		
Zotu17859			1					1
Zotu4489	51	3		1	28	1		4
Zotu5593								
Zotu3582	1	51	1	3	7		1	4
Zotu8276								
Zotu1740	10	2			3	2		
Zotu3495								
Zotu20002								
Zotu11704	1		1					
Zotu14765								
Zotu11694								
Zotu19488								
Zotu17077								
Zotu9729								
Zotu19011								
Zotu18136								
Zotu13179								
Zotu1426	2		4	2	1		3	3
Zotu11724								
Zotu10620	2		1	4				
Zotu15273								
Zotu7314	1			3	3			
Zotu7351		2	1					
Zotu10581		5	1		2			
Zotu11773				1		3		1
Zotu14958								
Zotu17902					1			
Zotu14115								
Zotu6060			1	4				
Zotu3306	1	8	2	2	12	1		4
Zotu7476			2	3	2	2		3
Zotu7938						1		
Zotu5027			1	5		4		1
Zotu6587			4		3	1	1	
Zotu14682					2			
Zotu6080	1	2			6	2	1	
Zotu10760								3
Zotu18522								
Zotu1612								
Zotu16060								8
Zotu17091								
Zotu5336		1			2		5	2
Zotu5895				4		1	3	2
Zotu14068					3			
Zotu10056			10			2		
Zotu19538				1				
Zotu2894	4	2	2	7	10	3	3	1
Zotu5737		3	1	4	1	1	1	4
Zotu20326	9							
Zotu8302	2							
Zotu11810			1	2				
Zotu5492								
Zotu16781			1					
Zotu19637				1				1
Zotu19837					1			3
Zotu11623		2		1				1
Zotu11690	1	1		1			2	1
Zotu10547	2							
Zotu5399								
Zotu13126						4		
Zotu13422								
Zotu14081		2						
Zotu13534				5			1	
Zotu9571	1	1	1		6			2
Zotu15751		1				4		
Zotu3501	4	2	7	3	3		6	7
Zotu5017	1		2		2	1	3	5
Zotu3576	3		6	4	3	1	1	5
Zotu18484				2		1	4	
Zotu3443	4	1	3	1	3	1	1	1
Zotu2482	2	2	3	2	4	2	5	3
Zotu7484			1	2		1		1
Zotu18745	2			3				
Zotu20443		2						
Zotu8323								
Zotu3428		1		1	1			
Zotu6123					6			
Zotu9785					1			
Zotu9489								
Zotu11660								
Zotu8857					1			
Zotu19803					1			
Zotu6650		2		1				
Zotu4627								
Zotu14007								
Zotu2790								
Zotu2820								
Zotu6340				1				
Zotu5044		1						
Zotu9343								
Zotu19704								
Zotu7633								
Zotu10888								
Zotu18872								
Zotu3643	2			2				
Zotu5387					1			
Zotu11758		1					1	
Zotu10710								
Zotu8351								
Zotu7248		3		1				
Zotu15576	2							
Zotu14390		3						
Zotu4604			3	2	1	2	4	2
Zotu11815								
Zotu11395								
Zotu15349								
Zotu17111								1
Zotu12106								
Zotu13300		1			1			
Zotu12939								
Zotu15643								
Zotu4390								
Zotu4204					2			
Zotu7798	2	5	1					
Zotu10237					1		1	
Zotu5944								
Zotu9659		6						
Zotu9680								
Zotu11735								
Zotu11688	1							
Zotu14816								
Zotu15963			1					
Zotu16709	9				3		2	
Zotu2353								
Zotu8255								
Zotu9736								
Zotu7974		1						3
Zotu12147								
Zotu9332								
Zotu17828				2				
Zotu13825								
Zotu7835								
Zotu16958								
Zotu6797	5		1					
Zotu4401		1						
Zotu20012		1						
Zotu17019					1			
Zotu6187								
Zotu10904								
Zotu8795								
Zotu12972	1							
Zotu6115			1					
Zotu4192				1				3
Zotu3500					3			
Zotu11942				2	1			1
Zotu1882								
Zotu10897	2							
Zotu4951	5	1	5	3	7	4	3	3
Zotu17661		1		1	2			1
Zotu9409								
Zotu8629								
Zotu2957						1		
Zotu8800								
Zotu8561				1				
Zotu5858								
Zotu10383								
Zotu15508					1			
Zotu17705					3			
Zotu10665								
Zotu13089					1	1		
Zotu12039		1						
Zotu18599								
Zotu18739		1					1	
Zotu1979				1	2			
Zotu3841	1	4	1					
Zotu8440	1	1		7			1	
Zotu19732								
Zotu13507			2					
Zotu10593								
Zotu5380								
Zotu13920					2		1	
Zotu12667								
Zotu9899				2	4		1	3
Zotu15456								
Zotu6879	1		3	1	1			3
Zotu3670			1					
Zotu8642	1				3		1	
Zotu16388								
Zotu7981	1							1
Zotu5799							2	2
Zotu6150						1		
Zotu17835								
Zotu13718				1				
Zotu15935								
Zotu18509								
Zotu12937								
Zotu2282								
Zotu8568					1			
Zotu19882								
Zotu7996					1			
Zotu10149								
Zotu19257							1	
Zotu11828	1				9	1		
Zotu5828								
Zotu8963								
Zotu7514								
Zotu16516						1		
Zotu13173								
Zotu18260								
Zotu8018			2					
Zotu5577		1	1	1	34	1		3
Zotu20160								
Zotu14250					2	1		
Zotu10843								
Zotu10613		2			4			
Zotu17404								
Zotu8119	4				1	1		
Zotu13203								
Zotu10322					1			
Zotu19447								
Zotu19024								
Zotu11605	4				1		3	
Zotu15517		1	1					
Zotu8876	1			1				
Zotu11134								
Zotu12831			1		2			
Zotu1807								
Zotu5571			4					
Zotu6305			1		1		1	
Zotu14636						2		2
Zotu3787								
Zotu2156								
Zotu10836								
Zotu12867	1							
Zotu9264				1	2	2	2	
Zotu13378					3			
Zotu15272				2				
Zotu13234	2	4			1			
Zotu11894					22	2		
Zotu10832						1		
Zotu16974			1					
Zotu20124		1			1			
Zotu11944								1
Zotu19413			1	1				
Zotu20194		1		1				
Zotu17020					1			2
Zotu5151					1			
Zotu8210								
Zotu1113	21	31	18	36	54	57	31	22
Zotu17953		1					1	
Zotu9013								
Zotu14824		1		2				
Zotu10154						2		
Zotu16335								
Zotu13636								
Zotu14630								
Zotu19638								
Zotu16776					3			
Zotu7610								
Zotu11657		1	1					
Zotu4183						66		
Zotu3921	4		1					
Zotu2494					1		1	2
Zotu8215		2	1	1	7			
Zotu17930		2						
Zotu12773				1				1
Zotu18493			3					
Zotu5382		2			1			
Zotu1678	1							
Zotu508			1	1	1			10
Zotu6431								
Zotu3473		1		8		2		
Zotu4986	4	3	3	18	17	11	4	3
Zotu7656	1	2		3	9	4	2	2
Zotu4289								
Zotu14719								
Zotu4906								
Zotu10032								
Zotu3649	38	4			8	4	11	
Zotu18687								2
Zotu13242								
Zotu6615								
Zotu1430					9			
Zotu4774								7
Zotu291	13	1	6	2	3			4
Zotu12205								
Zotu2223	2	5	3	3	4	1	5	
Zotu7783								
Zotu557			1	7			1	
Zotu19259		1		1				
Zotu6537								
Zotu9519								
Zotu1829								
Zotu2757								
Zotu7493								
Zotu9456		2	1		2			
Zotu767		2					1	
Zotu769								
Zotu9523								
Zotu1030	1		1				2	1
Zotu8093							1	
Zotu1261							1	
Zotu15948								
Zotu10062								
Zotu14607								
Zotu11896								
Zotu1624								
Zotu374								
Zotu12020					2			
Zotu7065		48						
Zotu5910								
Zotu10092								
Zotu5805							3	
Zotu671								
Zotu1084								
Zotu17883								
Zotu5970								
Zotu11949					1			
Zotu9588		1					3	
Zotu9217					2			
Zotu19310								
Zotu4037					28	2	1	
Zotu18442								
Zotu14752								
Zotu18196								
Zotu13194	1							
Zotu5747				1	2			
Zotu2541					1			4
Zotu2122	7	1			5		1	
Zotu12979	1	2			2			
Zotu14423	2							
Zotu16322								
Zotu11869								
Zotu16260								
Zotu3054	31	13			9	1	7	3
Zotu7959	2	4		4	2			1
Zotu901			1					
Zotu18013		4			1			
Zotu12425		1	1	3		1		
Zotu16081				2				2
Zotu19179						1		
Zotu15584				3				
Zotu1248					2			
Zotu1058								
Zotu12427								
Zotu16480							1	
Zotu246	1				1			
Zotu2538								
Zotu4559								
Zotu3110								
Zotu4042			3	5	2	1		2
Zotu8638	2							
Zotu14861								
Zotu2628				2				
Zotu4928								
Zotu5347	6	1		15	1			
Zotu1659	2	7	4	8	16	4	15	5
Zotu4828			1	6			7	2
Zotu5056					4	1		1
Zotu15870			1	2			1	
Zotu15263								
Zotu18577			1					
Zotu1579	9	27	1	19	2	6	2	6
Zotu8828				2				
Zotu15222								
Zotu15729								
Zotu18757								
Zotu19760								
Zotu2495		13	13	18	5	8	16	14
Zotu12581						1		
Zotu12785				2	2	1		
Zotu6050			1	4	1		2	1
Zotu13752								
Zotu10968								
Zotu12345								
Zotu19052							1	1
