ID	bs_ck_1	bs_ck_2	bs_ck_3	bs_ck_4	bs_ck_5	bs_ck_6	bs_ck_7	bs_ck_8
Zotu14102	2	1		7	3	1	1	
Zotu7003	10		3	1	4	1	4	1
Zotu18456	2					1		
Zotu19053	4				1	2		
Zotu1803								
Zotu17395	2			2	2	2	2	1
Zotu9056					1			
Zotu20824	1			1				
Zotu15563	1			2				
Zotu20224								
Zotu20378				3				
Zotu3013		4	1	3		1		
Zotu5243	1	5			1	3	1	
Zotu10130	1	1						
Zotu739				4		5	1	5
Zotu5022	1							
Zotu17	2	16	3	9	4	6	6	8
Zotu10610								
Zotu1228	3	6	2	1	2	6	3	
Zotu4361								
Zotu15320				1				
Zotu4573								
Zotu5377								
Zotu8872							1	
Zotu16715								
Zotu17391								
Zotu4644		7	2	1	2	2	1	
Zotu9866	2	2			1	1	2	
Zotu570								
Zotu1272								
Zotu2226								
Zotu499								
Zotu148		1						1
Zotu5914								
Zotu11774		2		1				
Zotu4218		2		1	2	2		1
Zotu17875	1	2						
Zotu18143								
Zotu5792		2		1	3		1	
Zotu8151		1			1			
Zotu16474		2				1		
Zotu17634								1
Zotu7523	1			1	1	1		
Zotu16500				2	1			1
Zotu18178		1					1	
Zotu18619								
Zotu3050								
Zotu14908	2							
Zotu15987					1			1
Zotu12853					1		1	
Zotu5789	1		1			1		1
Zotu4632	25	10	3	9	3	8	3	3
Zotu18918	7	5	2	3	1	4		1
Zotu8057	4	5	1	1	2	1		
Zotu19416	1	3	2		1	2		
Zotu13994		1	1		2	3	1	
Zotu16739	3	2	1					1
Zotu17786			2		1	1	1	
Zotu20056			1	3	1			
Zotu20412					1		1	
Zotu16187							1	1
Zotu15216	1	2		2	1	2	1	
Zotu14109	2	2	2	3	1	3		
Zotu16589	1	1	3	3	2	2	1	1
Zotu8615	13	4		6		6	1	1
Zotu8674	4	4	5	7	5	8	4	1
Zotu16563	1			1		2		1
Zotu6780	2	1	2	1	2	1	2	3
Zotu15797	8		2	1		2		
Zotu18253								
Zotu12857			1		2			
Zotu18166								
Zotu4045			1	2			1	
Zotu6789								
Zotu6398		1	2	2	1	2	2	1
Zotu20682	1		1	3	2			
Zotu13154					2			
Zotu20814	1		1	1		1	2	
Zotu7916	2	2	1					1
Zotu14391							2	1
Zotu10792	5		1	3		1		5
Zotu16692	1							
Zotu14387	1							
Zotu18005				1				
Zotu19380				1			1	
Zotu10480		15	1		1		1	
Zotu7070	2	1	1	2		2	1	4
Zotu4815		2			1			
Zotu7085			1					
Zotu6416				1				
Zotu6234	2	1		3	2		4	3
Zotu11048	1	1					3	3
Zotu17601	1	1						
Zotu4744	7	8	3	1	2		4	1
Zotu14257	1	1	1		2			
Zotu13512			1	4		2		
Zotu7445	2		4	4	1		1	
Zotu16813					1			
Zotu13092	1		2		1		2	
Zotu9657	2						2	
Zotu16594					1			
Zotu16404	1							
Zotu17327			1					
Zotu13903					1			2
Zotu17923	2					1	4	
Zotu20084			1	2				1
Zotu19964		4		4	1			
Zotu20407	1			2				1
Zotu13513			1	3	1		1	
Zotu4913	4	2	2	4	1	3	4	2
Zotu710	11	16	11	18	15	5	18	14
Zotu5809	7	1		3		1	2	
Zotu16756	2				2			
Zotu17332	1					1	2	2
Zotu18025						1		1
Zotu18152		2			2	2		
Zotu20323								
Zotu3672								
Zotu5883								
Zotu17664								
Zotu18229								
Zotu6588								
Zotu7438								
Zotu15794								
Zotu19892		1					1	
Zotu15396		1						
Zotu16387		1					1	
Zotu17161								
Zotu19773								
Zotu20394				1				
Zotu19408								
Zotu20199								
Zotu20024								1
Zotu20756								
Zotu9872	2					1		
Zotu10784								
Zotu12386								
Zotu14303								
Zotu4942	1		2	1	4			
Zotu10750								
Zotu18217								
Zotu579					1			
Zotu8889								
Zotu3372		2						
Zotu12629								
Zotu14368								
Zotu1706	4	2	7	10	4	4	4	13
Zotu2553	9		8	1	5	7	4	17
Zotu12784								
Zotu14513		1						
Zotu18956								
Zotu5047	7		2	1	2		3	5
Zotu14149	1			1				
Zotu7090	1	2	4			1	2	
Zotu412	41	12	74	36	30	50	40	60
Zotu19783								
Zotu20205								
Zotu17630						1		
Zotu9276				3	3	5	2	1
Zotu5924								
Zotu16341						1		
Zotu8114		2	3		1	1	1	2
Zotu3642					2	1	2	2
Zotu9117			1	1	1			
Zotu12770			1					
Zotu16867								
Zotu17513	1		3	1			1	
Zotu10550					1	3		2
Zotu11433			3	1	1	3	2	3
Zotu5951					1			
Zotu13618								
Zotu8014			1					
Zotu20543		4			2			
Zotu5859	2	3		1	1	1		1
Zotu16721								
Zotu20684			1					1
Zotu15601								
Zotu15973								
Zotu6762								
Zotu14403								
Zotu9116								
Zotu12851								
Zotu13734								
Zotu10336								
Zotu20094								
Zotu1280								
Zotu8807		1	4	1		1		
Zotu7677	2		1			1		
Zotu8882					1			1
Zotu3035								
Zotu5607								
Zotu3739	1							
Zotu20729								
Zotu13807								
Zotu18485		2						
Zotu8137	1							
Zotu16264								
Zotu15980								
Zotu17224								
Zotu3519	1		8	3	3	1	3	3
Zotu5061		1	1	4	1	1	1	5
Zotu10740								
Zotu14498	1				1		1	
Zotu16229						1		
Zotu11816								
Zotu20011				1				
Zotu13427								
Zotu16145								
Zotu15014								
Zotu7270	1	1		1	8	3		9
Zotu17997							1	
Zotu15446								
Zotu17511					2			
Zotu17288					1			
Zotu15894								
Zotu12878	1							2
Zotu18340								
Zotu18657								
Zotu8475					2			
Zotu7565	2			1	16			
Zotu17260					1			
Zotu12807	1			1	3		1	
Zotu14635						1		1
Zotu15017					1			
Zotu11132								
Zotu10151		1						
Zotu20574			1					1
Zotu19429								
Zotu16205								2
Zotu14648			1			2		2
Zotu6682	3			1	4	3		
Zotu15542				1	1			1
Zotu6479			1			9		
Zotu5641			4		1	1		
Zotu10852		1				1	1	
Zotu18969		1					1	2
Zotu7888								
Zotu3197					2	1	1	1
Zotu11707								
Zotu490	6	10	14	30	28	33	8	24
Zotu11900								
Zotu3407	5			3		1	3	4
Zotu12476								
Zotu15054								
Zotu16366								
Zotu7926				1				
Zotu10595						11		
Zotu10787			1	2	2			
Zotu7102	11	2	3		2	1		2
Zotu10385						1		1
Zotu18414								
Zotu8383			1			5	1	
Zotu11257	1				2	3		
Zotu7021	3	3	1	2	1			1
Zotu12248	1	6						4
Zotu9507					1			2
Zotu13938								
Zotu6213				1	4	4	2	
Zotu5903		3		5	1	5	1	
Zotu16047								1
Zotu7114	1	1			4	1		
Zotu10992		1						
Zotu4335	4			1	3	2	1	4
Zotu13049			1			1	2	
Zotu18622								
Zotu19829			5					
Zotu5503	1		3			2	1	2
Zotu15476	2				1		1	
Zotu18682								
Zotu13347								
Zotu15620								
Zotu11481					1			
Zotu14088								1
Zotu5074		2		1	1	3		2
Zotu19927								
Zotu17089								
Zotu3855	1	2	6	3		2	2	1
Zotu11046		1			1	1		
Zotu20087								
Zotu13255								
Zotu3987	17	1	1		3	2		2
Zotu4092	1		4			2		
Zotu7968	2				3			
Zotu6572	1		3	4	1	1		1
Zotu2115	3		1	9	6	7	3	4
Zotu12587	2							
Zotu14372								
Zotu10131								
Zotu7562	1			1	1		2	3
Zotu15202								
Zotu19238								
Zotu7357								2
Zotu17738								
Zotu18115			2					
Zotu2486	4		1	3	8	5		
Zotu12069								
Zotu16727								
Zotu6265		1	2		5	2	1	2
Zotu18379								
Zotu5481	7		1	4		5	1	
Zotu2379	5	2	2	4	8	1	3	4
Zotu11927	2			2		4		
Zotu14574	2				1	1		2
Zotu10430		2	2		1	3		1
Zotu15195					1	1		
Zotu16102						4		
Zotu1789	6		1	3	9	8		
Zotu2064	2		2	6	2	4		
Zotu20303								
Zotu16558						1		
Zotu8838						1	1	
Zotu5578								
Zotu17383	1							
Zotu18499				1		3		
Zotu14217								
Zotu20217								
Zotu5623								
Zotu17559								
Zotu7605					1			
Zotu10686					1	1		
Zotu20329								
Zotu1767								
Zotu4003								
Zotu11547					19			
Zotu19433								
Zotu15939								
Zotu14520		1						
Zotu20849	1							
Zotu5330		2		2	1	18	5	
Zotu13093								
Zotu6046	1	10			2	12	1	2
Zotu8218	1		7	1	2	2		1
Zotu10030			1	1				2
Zotu10829					3			1
Zotu3777	3	1	7	12	3	4	3	1
Zotu8663						1	1	4
Zotu10615	2			3	3			
Zotu16585	1			7		1	4	
Zotu12169		1						5
Zotu15245							4	
Zotu5518	2	1	1	9	9	4		1
Zotu11152				1				
Zotu2649								
Zotu16386								
Zotu9078	4	1		1	1		1	
Zotu11385								
Zotu17499								
Zotu16424								
Zotu14863								
Zotu12157					1		2	
Zotu13455								
Zotu4178								
Zotu6610	2	1		1				
Zotu7612						1		2
Zotu15328								
Zotu16731								
Zotu18980								
Zotu16302						3		
Zotu20278								
Zotu11449	1							
Zotu5271								
Zotu14992								
Zotu19738						1		
Zotu14960								
Zotu17700		1			2			
Zotu18674								2
Zotu2292	47	1	1	2	3		2	
Zotu12405			2		1			
Zotu15224			1					
Zotu13584			3	1			1	
Zotu12895								
Zotu19018					1	1		
Zotu18625								
Zotu17268					1	1	1	
Zotu17455								
Zotu18853		1						
Zotu16510					1	1		
Zotu14045			1					1
Zotu16199					2			
Zotu12176	1					1		
Zotu11297								
Zotu10161	2							1
Zotu17567								
Zotu20485				1				
Zotu8091								
Zotu11537	2						1	
Zotu906		7		1		6		328
Zotu2828		2	1	5	8	3		1
Zotu14666								10
Zotu15497								
Zotu18242								
Zotu5462		1						
Zotu9363		1						
Zotu4235		3						
Zotu4398					2			115
Zotu14822								
Zotu9741	2		1	1				
Zotu10059					3	1	4	
Zotu10571			5	1	1			
Zotu12578						4		
Zotu12994	1							
Zotu17809								
Zotu11878							1	1
Zotu3283								
Zotu10308	1							
Zotu15789			1		3			
Zotu5385								
Zotu18079			1	2				
Zotu18887						1		
Zotu10604		1						
Zotu14469	1		1		2		1	
Zotu17965							1	
Zotu18769								
Zotu20468								
Zotu20171						2		
Zotu16718						1		4
Zotu4462	1	2	2	1		3	1	1
Zotu4787		2					1	2
Zotu19325	1							
Zotu17175		8				1		
Zotu18779				1				
Zotu17392				1				
Zotu7035			1		1	3		
Zotu11732	2			2				1
Zotu7754	5	1		2	3	4	4	
Zotu9739		2						
Zotu15454		2	1	1				
Zotu7061					3			
Zotu1457	4	3	10	13	3	13	4	6
Zotu15324			1		2			
Zotu15712	1			2				
Zotu6346						3		
Zotu15956	2							
Zotu17426								
Zotu3265	1	1	4	2	6	6		7
Zotu8454	1					5		4
Zotu14892						3		
Zotu15006		1				4		1
Zotu13928						2		
Zotu16418	1		1					
Zotu10211								
Zotu13256								
Zotu19438								
Zotu4066		2		2	6	3	1	1
Zotu4119		1	4		3	4	1	2
Zotu19635	1							
Zotu13141			1			3		
Zotu13802			1	2				
Zotu8750							2	
Zotu11299					2			
Zotu9749			1	1		1		
Zotu12108			2	1		1		
Zotu14966								
Zotu9424						1		1
Zotu18165		2	1					
Zotu8727					1	1		
Zotu12510								
Zotu20449	2							2
Zotu9486		2						
Zotu13502							5	
Zotu8115								
Zotu7253	1		3	2			2	
Zotu12706					2			2
Zotu20127	1							
Zotu15144			5	4	1			
Zotu20439								
Zotu10063							1	
Zotu17191				1				1
Zotu16027		2	1	1	2			
Zotu4252			1	1	2		7	
Zotu6927			3			3		5
Zotu20383								
Zotu18433								
Zotu12220	3			1		2		
Zotu14797						2		
Zotu10918								
Zotu18809	1					1		
Zotu7780							3	1
Zotu19265		7						
Zotu10296	1							
Zotu16094		2		1				1
Zotu10367								
Zotu10507								
Zotu17725								
Zotu9651				2				
Zotu20377	1							
Zotu16949						1		
Zotu2352								
Zotu18211								
Zotu13917								
Zotu13959					1			
Zotu17246		1	2					
Zotu9625	1	2						
Zotu16593								
Zotu18572				2		1		
Zotu7634				3		1	2	
Zotu20159		1						
Zotu10259						1		
Zotu8266		4			1			3
Zotu5672	1	2	1	2	2		2	1
Zotu12660		2						
Zotu9830				2	2	2		
Zotu19848								
Zotu8198		1	2		2	1		
Zotu17071			1		1		3	
Zotu18089								1
Zotu10242				1	1			
Zotu16748								
Zotu19076								
Zotu9163				2	1			
Zotu13855						1		
Zotu7432		1	1					1
Zotu19478						1		
Zotu14552								
Zotu16165								
Zotu17112								
Zotu19654								1
Zotu9090				1		2		
Zotu15163	1			1				
Zotu11946				2		1		1
Zotu18342					1			
Zotu15365		1	1					
Zotu13397		1						
Zotu20218			1					
Zotu9215	2		1			3		
Zotu6873	3		3			1		3
Zotu12061								3
Zotu8043						1		
Zotu11962								
Zotu4764		4			1	1		
Zotu5720	1	1		1		4	3	1
Zotu12657				3		1		
Zotu10048								
Zotu9860				2	2			2
Zotu17869		3				3		
Zotu19905					4			
Zotu11857							1	
Zotu10369								4
Zotu13434			1					
Zotu5236	2	2		1	2	9		
Zotu17301								
Zotu15801								
Zotu9546				1	1			
Zotu14231		1			2			
Zotu17056						2		
Zotu3912	1	1	2	9	2	1	2	2
Zotu11330								
Zotu10330								
Zotu11111		1		1	3	2		1
Zotu17474							2	
Zotu7980				2				
Zotu16627				2				
Zotu12961								1
Zotu2054	4	2	7	7	20	7	5	7
Zotu11680	3			1	2	1		1
Zotu11414			1				1	3
Zotu13574	1		2		2		2	2
Zotu13402		1			1			
Zotu18226								
Zotu18477								
Zotu15713								
Zotu15003						1		
Zotu20572								
Zotu13524								
Zotu9134		1		1		1		
Zotu17348								
Zotu2765	3	2	3	8	6	3	7	7
Zotu17405					1	3		
Zotu19287							1	
Zotu15220								1
Zotu17576							1	
Zotu18919		1					2	
Zotu11198		1			1			
Zotu19196				1			1	
Zotu11231								
Zotu11563	3		1					
Zotu3422		3	2	7	3	1	1	
Zotu16300			1					
Zotu15803		2						
Zotu13429						2		3
Zotu15684								
Zotu10083					5	2		1
Zotu18789		1			1	4		
Zotu18993						4		
Zotu10492		2				3		
Zotu12191	14					2		
Zotu15321				1			11	
Zotu12738					1	1		3
Zotu14881								
Zotu15631				1				
Zotu6356								
Zotu9949								
Zotu11466								
Zotu15652						1		
Zotu13879				1	1			
Zotu16401								
Zotu14865		1						
Zotu9859	1	2		1	3	1		1
Zotu12593			1	1				
Zotu17556					1			
Zotu2980		2						
Zotu18366								
Zotu7244	3			1		4	1	4
Zotu15931								
Zotu13037		1						
Zotu8765					1	1		1
Zotu20861								1
Zotu9644								
Zotu9954								
Zotu14731						1		
Zotu13480								
Zotu745								
Zotu5943			1	5		1	2	
Zotu15922			3				1	
Zotu10284		1	1			1		
Zotu5415	1							
Zotu1002	3		2	1	1	1	1	1
Zotu8742					2			
Zotu11906					3			
Zotu19317			1	1				
Zotu11401		1						1
Zotu17384								
Zotu12177								
Zotu5974						5		
Zotu17984	1							
Zotu15805								4
Zotu884	18	9	24	18	27	28	12	5
Zotu13923								
Zotu2427	2	4		5	25	2		4
Zotu13567								
Zotu20177								
Zotu10095								
Zotu3517			3	3	3	6		6
Zotu13715								
Zotu3118	11	2	1	1	2	1		
Zotu3537	1	3	1		1	1	2	
Zotu9067			4			1		2
Zotu19681				1				
Zotu14519		1						1
Zotu15579	1							
Zotu1793	1	1	4	5	6	4	6	7
Zotu594	16	10	16	22	11	21	22	22
Zotu3331	4	1	1	4		4	3	3
Zotu4250	1		1	1	1	3	2	1
Zotu14694			1					1
Zotu7276		2						
Zotu5576								1
Zotu10116							1	1
Zotu1029	7	2	3	3		44	5	6
Zotu8058				3	1		1	2
Zotu16259								
Zotu16803								
Zotu5702	5		1	3				
Zotu13278								
Zotu18341								
Zotu20130						2		
Zotu6536	3	1	2		5		2	1
Zotu9446								
Zotu3540			1	3	2	6	2	4
Zotu12860			3					
Zotu16613							1	1
Zotu7579	2	1	1					
Zotu18531			1			2		
Zotu11105								
Zotu11916								
Zotu15058			1					
Zotu10057	1		1	2			1	
Zotu11302					1			
Zotu18262				1				
Zotu19100								
Zotu6670								
Zotu19113	1							
Zotu6840								
Zotu12882								
Zotu10798								
Zotu15055								
Zotu12732								
Zotu11090								
Zotu19480								
Zotu8733								
Zotu15097								
Zotu9150								
Zotu2511		1		1				1
Zotu10196			3					
Zotu1023								
Zotu3946								
Zotu2313								
Zotu4576							1	
Zotu18056								
Zotu2125								
Zotu20821		1						
Zotu11139	1							
Zotu7367								
Zotu5281								
Zotu15759								
Zotu6867								
Zotu3583								
Zotu4686								
Zotu15306								
Zotu18762								
Zotu20823								
Zotu13240								
Zotu2716								
Zotu2487								
Zotu226			1			2		
Zotu344				2				
Zotu19471								
Zotu15795								
Zotu14947								
Zotu19727			2					
Zotu10020		2	1					
Zotu1044		1					1	9
Zotu9677								
Zotu6271								
Zotu7660								
Zotu20429								
Zotu2581	1				1			
Zotu18200								
Zotu5081								
Zotu7386								
Zotu15941								
Zotu15552								1
Zotu4467								
Zotu5353								
Zotu15489								
Zotu11114								
Zotu10204				3	3			
Zotu4581								
Zotu18867								
Zotu20037								
Zotu9191								
Zotu17983			1					
Zotu10150								
Zotu1461				7				
Zotu4087								
Zotu13315								
Zotu3992	1							
Zotu2927		2						
Zotu8728								
Zotu8522				9				
Zotu403								
Zotu98						1		1
Zotu230			3			2		
Zotu17682								
Zotu10017								
Zotu834	9	3		4				1
Zotu9631						2		
Zotu10028								
Zotu1134		7		1				
Zotu588		1						2
Zotu3221			1	3		1		
Zotu1919		1						2
Zotu612	7	6	6		7			2
Zotu1110								
Zotu1802								
Zotu313								
Zotu6904								
Zotu2954								
Zotu284								
Zotu4295					1	1		
Zotu1163		2						
Zotu14490								
Zotu366								
Zotu3494								
Zotu8937								
Zotu3388								
Zotu9174								
Zotu8363								
Zotu14132								
Zotu15448								
Zotu5403								
Zotu3358								
Zotu2752	3							
Zotu17385								
Zotu1585								
Zotu9002								
Zotu1433		21		4				
Zotu1944								
Zotu2134								
Zotu8476								
Zotu7072								
Zotu14896								
Zotu10997								
Zotu4186	1	2				2	1	
Zotu8378	1							
Zotu783								
Zotu2884	1			1				
Zotu4991				3				
Zotu15175								
Zotu14698								
Zotu17765								
Zotu14399								
Zotu6892								
Zotu10302								
Zotu4083			1				1	
Zotu4845								
Zotu8047								
Zotu13642	12							
Zotu644		5		2		3	4	
Zotu14619				1				
Zotu6966								
Zotu5289								
Zotu5823								
Zotu18038								
Zotu15588								
Zotu10870		2				4		
Zotu15201								
Zotu15949			3					
Zotu8618							1	
Zotu5719								
Zotu14309								
Zotu659			2			1		1
Zotu4008		1	1		1			
Zotu19184								
Zotu6227					1			
Zotu7486								
Zotu14162						1		
Zotu11884								
Zotu12644								
Zotu4396					56			
Zotu980	7	11	4	11	4	2	78	6
Zotu20315		1						
Zotu6016	1							11
Zotu10212								
Zotu7257								
Zotu5690			1		1	1		5
Zotu7108			2	2				
Zotu11345					1			1
Zotu14745								
Zotu3919								
Zotu18307								2
Zotu206	2	1			2	1		
Zotu6037						1		
Zotu78		1	2		1			9
Zotu10567								
Zotu1783			1					
Zotu2700	4		7	15	2	1	1	
Zotu12351	1		2					
Zotu7203	28		1	2				4
Zotu13357								
Zotu7067						1	5	5
Zotu8315					1	1		
Zotu7006	3			2				
Zotu19983				1				
Zotu8395						1		
Zotu3677								
Zotu8104							1	
Zotu10626							1	
Zotu1649		1						
Zotu16367								
Zotu1897	13	2	9		2			1
Zotu3623		5						
Zotu4154				1	2			25
Zotu11568								
Zotu2622				2	2		2	
Zotu4111			1					
Zotu8987	11							
Zotu1888	40	1	1	1	2	1	5	
Zotu784	1	1			1			
Zotu5713		18		7	3			
Zotu1411	4	1	8	3		3	7	5
Zotu735		1	1					1
Zotu584								
Zotu1695								
Zotu1506								
Zotu3087								
Zotu6844				1	1		1	1
Zotu5478								
Zotu10623								
Zotu217			1					
Zotu5553								
Zotu5729		14			1			
Zotu8968								
Zotu7503							3	4
Zotu1443								5
Zotu7701			1			2		
Zotu16526								
Zotu6030								
Zotu8848			1					
Zotu11304								
Zotu17874								
Zotu7568								
Zotu8878								
Zotu18656								
Zotu8935			1	1				
Zotu7147		1	1		1	2	1	1
Zotu6006		1		1	8		1	4
Zotu16110			1					
Zotu5705	1				1		2	
Zotu13901		1					2	2
Zotu9058	2					1		3
Zotu19059						1		
Zotu20031							1	1
Zotu19715								
Zotu8053				3	1			4
Zotu9988				1	2	1		
Zotu14192					1		1	1
Zotu14632							1	
Zotu18094		2				1		
Zotu18589							1	2
Zotu17992								
Zotu7488							8	3
Zotu17859								
Zotu4489								1
Zotu5593								
Zotu3582		1		14	1	1	2	1
Zotu8276								
Zotu1740				2				9
Zotu3495								
Zotu20002								
Zotu11704					1			
Zotu14765								
Zotu11694					1			
Zotu19488								
Zotu17077								
Zotu9729								
Zotu19011								
Zotu18136								1
Zotu13179								
Zotu1426	8	16		3	5		1	2
Zotu11724				1				
Zotu10620	2				2	1	1	
Zotu15273				2				
Zotu7314	2	1			1			
Zotu7351		2		1		1	1	
Zotu10581			1					
Zotu11773	4					2		
Zotu14958								
Zotu17902		1						
Zotu14115					1	1		1
Zotu6060	1	1						
Zotu3306					3	2		1
Zotu7476					2	3		
Zotu7938				1				
Zotu5027		2	2		3	2		
Zotu6587			1					
Zotu14682								
Zotu6080	2			1	9	3	1	7
Zotu10760								
Zotu18522								
Zotu1612		8						
Zotu16060					1			1
Zotu17091			1					
Zotu5336		2	3	2				25
Zotu5895	1	1	3		2	7		1
Zotu14068						2		
Zotu10056							1	2
Zotu19538		6					1	
Zotu2894	6		32	3	7	4	10	8
Zotu5737	4	4		4	9	4		3
Zotu20326						1		
Zotu8302				1				
Zotu11810	1	8		1		3	1	
Zotu5492				2				4
Zotu16781								
Zotu19637								
Zotu19837								
Zotu11623	1	1						1
Zotu11690						1		
Zotu10547		1	3					
Zotu5399	1							
Zotu13126								2
Zotu13422					1			
Zotu14081		1	3	1		1	1	
Zotu13534				1		1		1
Zotu9571		1						3
Zotu15751			1			1		2
Zotu3501	7	1	8	4	3		4	2
Zotu5017	1	1	3	2	1	4		3
Zotu3576		3	8	1	3	1	1	1
Zotu18484	1							
Zotu3443	7	2	4	2	1	2		4
Zotu2482	3	3	9	2	5	4	1	3
Zotu7484			7			1		2
Zotu18745								
Zotu20443								
Zotu8323								
Zotu3428			2			1		2
Zotu6123						1		
Zotu9785				1				
Zotu9489				1		1		1
Zotu11660								
Zotu8857								
Zotu19803								
Zotu6650			4					
Zotu4627								
Zotu14007			1					
Zotu2790			2					
Zotu2820								
Zotu6340			1				2	
Zotu5044			2		1			
Zotu9343								
Zotu19704								
Zotu7633					1			
Zotu10888								
Zotu18872					1			
Zotu3643			1					
Zotu5387		1						6
Zotu11758			2		1		1	
Zotu10710								
Zotu8351								
Zotu7248								
Zotu15576								
Zotu14390	1			2		1		
Zotu4604	1			1	1	4	1	1
Zotu11815								
Zotu11395								
Zotu15349								
Zotu17111			1	1				
Zotu12106								
Zotu13300				1				
Zotu12939								
Zotu15643								
Zotu4390								
Zotu4204								
Zotu7798								
Zotu10237								
Zotu5944								
Zotu9659								
Zotu9680								
Zotu11735								
Zotu11688								
Zotu14816		10					1	
Zotu15963			2					
Zotu16709								
Zotu2353								
Zotu8255								
Zotu9736								
Zotu7974			2	3	3	3		2
Zotu12147					1			3
Zotu9332			2	2	2			
Zotu17828		1						
Zotu13825	3							
Zotu7835								
Zotu16958						4		
Zotu6797		1						
Zotu4401								
Zotu20012								
Zotu17019			1					2
Zotu6187						3		
Zotu10904								
Zotu8795								
Zotu12972								
Zotu6115								
Zotu4192		3				1		
Zotu3500								
Zotu11942			1	1	1			
Zotu1882								
Zotu10897								
Zotu4951	2	1	9	2	3	1		5
Zotu17661				4	2		1	
Zotu9409								
Zotu8629								
Zotu2957								
Zotu8800								
Zotu8561								
Zotu5858	1	2						
Zotu10383								
Zotu15508								
Zotu17705		1		1				
Zotu10665								
Zotu13089								
Zotu12039		1		2				
Zotu18599								
Zotu18739						2	1	2
Zotu1979								
Zotu3841								
Zotu8440								
Zotu19732								
Zotu13507			1					
Zotu10593								
Zotu5380								
Zotu13920								
Zotu12667				1		1		
Zotu9899				1	2			
Zotu15456		1					4	
Zotu6879	1		4		2		2	2
Zotu3670				4				
Zotu8642			2	2		1	1	3
Zotu16388				6		1		
Zotu7981				3	1			
Zotu5799	1			3	5			
Zotu6150								
Zotu17835								
Zotu13718			1		1	1		
Zotu15935								
Zotu18509								
Zotu12937								1
Zotu2282				1			1	
Zotu8568					1			
Zotu19882								
Zotu7996								
Zotu10149								
Zotu19257		2			2			
Zotu11828				1			1	
Zotu5828								
Zotu8963								
Zotu7514						1		
Zotu16516			5					
Zotu13173					1			
Zotu18260								1
Zotu8018			2					3
Zotu5577	1		2					3
Zotu20160								
Zotu14250								
Zotu10843					1			
Zotu10613							1	2
Zotu17404								
Zotu8119		1	2					
Zotu13203				1				
Zotu10322				2				
Zotu19447						1		
Zotu19024	1							
Zotu11605	6			1				
Zotu15517		1		1				
Zotu8876						3		2
Zotu11134								
Zotu12831					1			
Zotu1807								
Zotu5571								
Zotu6305			1	2		4	4	
Zotu14636								
Zotu3787								
Zotu2156								
Zotu10836			1	1	1	1		
Zotu12867		1						
Zotu9264				1	2	1		
Zotu13378		1						1
Zotu15272	1			1	4			1
Zotu13234								
Zotu11894								
Zotu10832								
Zotu16974								
Zotu20124								
Zotu11944								
Zotu19413			1					1
Zotu20194		1	1					
Zotu17020								
Zotu5151				2		1		
Zotu8210			2	1	1		1	
Zotu1113	7	6	42	40	36	19	11	22
Zotu17953				2	1			
Zotu9013	1				1			
Zotu14824	1	1		2				
Zotu10154								3
Zotu16335								
Zotu13636								
Zotu14630								
Zotu19638								
Zotu16776			1					
Zotu7610								
Zotu11657								
Zotu4183	2			43		1		
Zotu3921	1						2	
Zotu2494			1		1	1	5	4
Zotu8215			3	2		4		8
Zotu17930								
Zotu12773								
Zotu18493								
Zotu5382								
Zotu1678								2
Zotu508			3	39	1	16	80	
Zotu6431								
Zotu3473		4	1	37	3	15	3	11
Zotu4986	2	1	5	3	7	2	2	5
Zotu7656		1	1	1	2	3		
Zotu4289		1			2			
Zotu14719		7			1			
Zotu4906								
Zotu10032								
Zotu3649	1	4		1		1		
Zotu18687								
Zotu13242								
Zotu6615						4		
Zotu1430								
Zotu4774								
Zotu291		10		8	1	1		9
Zotu12205	3							
Zotu2223	7		3	5			2	4
Zotu7783								
Zotu557		1					1	
Zotu19259	3			2				
Zotu6537								
Zotu9519								
Zotu1829								
Zotu2757			1					
Zotu7493								
Zotu9456			1				2	
Zotu767				1	3			
Zotu769		1		1				
Zotu9523			2					
Zotu1030		6		10		5	5	
Zotu8093								
Zotu1261								
Zotu15948								
Zotu10062								
Zotu14607								
Zotu11896								
Zotu1624								
Zotu374								
Zotu12020			3					
Zotu7065								1
Zotu5910								
Zotu10092								
Zotu5805								
Zotu671				1				
