ID	rs_ck_1	rs_ck_2	rs_ck_3	rs_ck_4	rs_ck_5	rs_ck_6	rs_ck_7	rs_ck_8
Zotu2566	8	4	4	3	5	8	3	3
Zotu1132	26	13	6	7	10	9	13	10
Zotu7979	24	30	35	34	34	28	20	48
Zotu3646	10	7	5	5	6	9	17	4
Zotu16135	3	1		1	2		5	3
Zotu7542		1		2	3			2
Zotu19093	2		3			1		
Zotu17313							1	1
Zotu5446	1		4	3		1	4	
Zotu13313	9					1		
Zotu15919	2				3		2	
Zotu8048	1							
Zotu12983	5				3		1	1
Zotu6260					14			
Zotu13586								
Zotu19435								1
Zotu15205	13		1		1	1		
Zotu5786	2	2	4					1
Zotu5159	3	1		1		1		
Zotu7243			3					
Zotu9283			1					
Zotu6069			1	1	3		3	2
Zotu13466								1
Zotu16465			2	2			1	
Zotu11158								
Zotu568	15	24	16	2	11	21	26	11
Zotu9054		2			1	1	1	
Zotu15611								
Zotu15377								
Zotu17295								
Zotu648	22	24	7	26	35	12	22	13
Zotu18468								1
Zotu3710	2		2		1		1	3
Zotu8925	1		1		1			
Zotu12676		1			1		1	1
Zotu12877						3		1
Zotu1240	13	12	14	8	13	10	17	16
Zotu6618	3	1	5		2	2		1
Zotu14537		2	4	2		2		3
Zotu19476	3	2	6	3	1	3	3	2
Zotu5232	3	2	11	6	11	6	5	8
Zotu7497	7	5	10	9	15	15	10	10
Zotu13476	1							
Zotu3433	1	1		1	7	2	4	
Zotu3721	4	1		4	4	11	1	1
Zotu8140	2	4	6	3	5	2	6	6
Zotu20787		1		1	7		5	2
Zotu1597	2		1	1	1	4	4	1
Zotu1787	1		1	3	4	2	3	1
Zotu19090	2	1	4	4	2	2	3	6
Zotu17418			2			1		
Zotu8491								
Zotu15911	1		2	1		1	4	
Zotu4323	1				1	2		1
Zotu13818						1		
Zotu16328								
Zotu2168	3		2	1				1
Zotu13694								
Zotu16043						2		1
Zotu10356	1		1					
Zotu20249								
Zotu6935								
Zotu8428	1	1						
Zotu1873	3	3	2	1	1	1	2	
Zotu1079	4	2	3	7	5	4	7	7
Zotu1379	3	5	2	11	5	4	6	6
Zotu8281					1			
Zotu4377		1	1					
Zotu2407		2		1		1	1	
Zotu2000	21	10	7	15	7	6	27	5
Zotu1711	1	2	3	2	33	2	5	3
Zotu11272							1	
Zotu1126	10	1	9	6	10	2	4	2
Zotu2291	1	3	4		5	3	6	
Zotu19779	1					1		
Zotu4739	1	3	5		1	5	2	
Zotu15057								
Zotu5701								
Zotu119	23	16	23	12	4	2	4	5
Zotu16690			2					
Zotu240	2	10		1				1
Zotu433		1	4	3			1	
Zotu625	16	21	19	10	12	14	55	46
Zotu7133					2		1	
Zotu18728					1			
Zotu3499	8	4	2	2	3	2	7	7
Zotu19640			1	2	1	2	1	
Zotu8947								
Zotu6119	17	20	32	25	19	18	57	33
Zotu18638	2	4	6	9	6	5	5	8
Zotu17775	18	16	19	18	9	22	23	19
Zotu18001	12	1	14	11	8	4	10	15
Zotu2610	31	12	33	49	51	55	40	28
Zotu1186	22	14	24	21	37	20	18	32
Zotu334	78	48	85	49	110	59	52	79
Zotu268	84	66	88	84	114	100	76	69
Zotu1496	25	32	12	29	25	20	10	15
Zotu128	62	39	63	50	75	50	42	52
Zotu821	27	13	40	35	41	35	32	41
Zotu338	114	95	66	74	85	92	106	74
Zotu224	90	64	98	76	132	74	57	80
Zotu1012	18	29	3	2	20	9	5	26
Zotu11312	2	1	4		1	1	1	
Zotu2895	3	1	3	3	1		1	2
Zotu244	84	72	68	102	94	74	88	55
Zotu1298	21	18	14	15	19	26	18	25
Zotu467	57	45	46	17	30	52	39	36
Zotu951	13	16	5	19	10	5	12	8
Zotu1346	13	11	11	6	37	12	7	16
Zotu16921	23	10	24	13	22	25	17	25
Zotu19099	1		2			2	2	3
Zotu12594		1	10					1
Zotu645	46	57	48	30	38	43	67	45
Zotu7755	1		1					2
Zotu2598	1	7	2	3	2	4	2	6
Zotu4514	6	5	3	4	1	5	6	4
Zotu10262				1	1			
Zotu12964		1	4	2	5	1	1	
Zotu17521	9	3	4	8	15	2	8	6
Zotu14013				3	1			2
Zotu13778	3	2	3	2	1	1	4	1
Zotu20151	13	12	17	19	14	11	23	22
Zotu13	733	654	909	1503	1173	1031	898	1181
Zotu972	30	27	50	56	26	45	26	35
Zotu108	95	98	127	157	161	165	131	150
Zotu60	125	119	151	194	121	180	179	153
Zotu866	32	22	27	28	41	31	18	32
Zotu130	70	48	69	96	91	62	102	72
Zotu551	8	10	23	28	17	13	22	26
Zotu1007	23	15	24	21	18	16	17	15
Zotu174	19	27	29	45	27	35	34	16
Zotu326	23	26	34	57	29	26	32	33
Zotu231	61	67	67	117	61	76	45	48
Zotu261	32	42	54	47	35	46	26	37
Zotu850	26	11	40	38	30	39	32	29
Zotu361	21	15	38	43	52	36	41	38
Zotu15512	1				1			
Zotu2396	3	6	6	11	3	9	6	13
Zotu1718	8	7	7	2	16	8	12	8
Zotu3640	10	5	3	8	2	2		5
Zotu962	37	20	55	38	55	52	45	30
Zotu1395	6	8	6	11	10	6	14	7
Zotu11972	2	5	2	1	1	5	2	
Zotu871	2	8	11	9	11	10	10	12
Zotu3753	1	1	7	2		1	6	
Zotu84	91	66	97	108	82	105	65	81
Zotu1054	7	8	9	18	11	7	9	3
Zotu4929	4				2	1	2	2
Zotu3468	31	24	40	50	32	35	36	45
Zotu91	101	83	169	140	132	88	110	100
Zotu4411	1	1	4	1	2	2	4	3
Zotu6593	1	2	2	6	1	7	1	
Zotu107	45	50	113	114	79	63	87	61
Zotu2390	2	6	4	6	4	2	4	2
Zotu2973	1	3	10	4	2	2	2	2
Zotu7661	5	6	11	17	20	11	17	17
Zotu17889	3	4	11	9	7	15	9	11
Zotu55	300	367	409	380	647	564	386	467
Zotu4060	9	5	3	1		6	8	4
Zotu4293	1	1	5	2	2	7	4	20
Zotu1100	38	33	45	22	33	53	45	39
Zotu10771		1			2			5
Zotu9961								1
Zotu2085	5		3	1	3	1		4
Zotu8601					6			
Zotu8071		2	1		1			
Zotu2345	7	5	2	1	8	4	4	9
Zotu1065	15	24	11	10	17	16	9	28
Zotu2662		24	5	6	3	5	1	2
Zotu6110	3	2		2	2	1	1	1
Zotu202	9	17	8	17				1
Zotu5095	1	2				1	1	
Zotu11573								2
Zotu4334					4			
Zotu16413								
Zotu14602						4		
Zotu7138					1			
Zotu13005								
Zotu8558								
Zotu14164		1						
Zotu16057		1			1		1	
Zotu16677								
Zotu8576							1	
Zotu18297								
Zotu15639								
Zotu6566					2			
Zotu8894		1						
Zotu16944					1			
Zotu3942	2		7	5		1	3	2
Zotu20631								
Zotu1105	1	1	1	2	1	5	1	2
Zotu11103								
Zotu15211								
Zotu18977								
Zotu19173								
Zotu10826					1			
Zotu11548								
Zotu14037				1				
Zotu20019						2		
Zotu14208								
Zotu14913								
Zotu19553								
Zotu7973			3					
Zotu16257								
Zotu14074								
Zotu10881								2
Zotu16449								
Zotu11269								
Zotu18897								
Zotu17199								
Zotu18667								
Zotu19588								
Zotu7723								
Zotu13080								
Zotu13775								
Zotu11161		2	1					
Zotu3972								
Zotu20503								
Zotu3884			1					
Zotu20576								
Zotu15608							1	
Zotu16072								
Zotu18580								1
Zotu11595								1
Zotu19223								
Zotu12553								
Zotu12008			2					
Zotu14504			1					7
Zotu11664								
Zotu15353					2	1		
Zotu20807								
Zotu16298								
Zotu13023				1				2
Zotu17004	1							
Zotu14579					1		1	2
Zotu20620			1					1
Zotu6785	1							
Zotu11951								
Zotu3386	2					1	1	
Zotu12165								
Zotu1343	3	8	5	7	4	6	9	1
Zotu181	24	27	39	36	27	19	42	38
Zotu574	7	9	9	8	2	2	15	5
Zotu3126	3	7	5	3	3	7	10	3
Zotu4900	3	3	1	5	3	5	2	
Zotu2574			1		3	2	1	
Zotu4113	7	2			1	2		1
Zotu14001								
Zotu6724		1			1	6		
Zotu1682	2	3	1	2	8	1	9	4
Zotu6236		1		1				
Zotu3821	2	2	1	1			1	2
Zotu7877		1						
Zotu9146			2					
Zotu2485	1					1	1	2
Zotu18077								
Zotu7722								
Zotu12760								
Zotu10875		2			1			
Zotu6294				1				
Zotu7669				1				
Zotu7648			2			1		
Zotu4823			1			1		
Zotu1439	3	2	3	4	8	1	1	9
Zotu2872		4		3	1	4		
Zotu4190			2	1	4	1		1
Zotu16161								
Zotu1055	3	2	4	8	1		2	7
Zotu7115					1			
Zotu3784	1		1	7		3	4	
Zotu6351	2			1		2	4	
Zotu5291								
Zotu31	75	34	34	80			5	
Zotu3097	11						6	
Zotu12214								
Zotu9380	20				1			
Zotu13867								
Zotu11500								
Zotu13208								
Zotu7918								
Zotu9617		2						
Zotu18458								
Zotu615					1			
Zotu17766								
Zotu13305		1						
Zotu12006								
Zotu19514								
Zotu18985								
Zotu15571								
Zotu18411								
Zotu2346				8				
Zotu8253	1			4			3	
Zotu9756				1				
Zotu13987								
Zotu14905		1			1		1	
Zotu11600								
Zotu17860				1				
Zotu15656								
Zotu9292	1	1						
Zotu969			1	1	5			2
Zotu3834								
Zotu2789				1			6	
Zotu4085						1		
Zotu5361	1	3	2			1		1
Zotu6882	1							
Zotu16752	1							
Zotu16196								
Zotu15287								
Zotu15375						1		
Zotu16042								
Zotu14901								
Zotu9040						1		
Zotu10138				2				1
Zotu19643								
Zotu20801								
Zotu14691								
Zotu17038								
Zotu14196		1						1
Zotu5109		1	2					2
Zotu15091								1
Zotu9082		1						
Zotu10528			1					
Zotu10706		1	1			3		
Zotu2791	2		1	3		2		2
Zotu9418	1							
Zotu1747	5	1	4	3	2	3	2	3
Zotu2722			2	2	2	5		
Zotu2937	2			1	1	1		1
Zotu12347						1		
Zotu5558		1	1			1		
Zotu7620			1					2
Zotu11981			1					
Zotu11504								1
Zotu5921		1						
Zotu16290								
Zotu16980								
Zotu14018	1					1		
Zotu16268	1							5
Zotu2119	2			1		2		1
Zotu4546	2	1	1	3	4	1	1	
Zotu10916				1		1		
Zotu20836								
Zotu11150								
Zotu6862					1	2		1
Zotu9919					1			1
Zotu13144								
Zotu17226			1					
Zotu18534			1			1		
Zotu12219								
Zotu11955			1			2		
Zotu16227								
Zotu18029	1					1		
Zotu18558								
Zotu14199			1					
Zotu15404			1	2				
Zotu7095								
Zotu19933								
Zotu19598								
Zotu9560	1	3					6	
Zotu6299	1	1			2	2		
Zotu8204				5				1
Zotu6276								
Zotu14885			1					
Zotu19742	1							
Zotu7596		1				1	1	1
Zotu14931	1							
Zotu16634								
Zotu20788								
Zotu12359						1		
Zotu12166			1		1			
Zotu8711								
Zotu20451								
Zotu10405	1		2					2
Zotu20241		1						1
Zotu6914		1		5	7			
Zotu17132								3
Zotu987	18			4		21	4	1
Zotu2784	6	1	7	13	1	3	2	2
Zotu1374	4	1	3	16	7	4	36	1
Zotu12798								
Zotu952	23		7		9	1	5	18
Zotu1464	8		3	1	4		6	18
Zotu7082			5					
Zotu13336	4				1			
Zotu16454		1				1		
Zotu6520	2	25			1			
Zotu11908								
Zotu4047		14						1
Zotu7696				3	4			10
Zotu19046	1		2			1		
Zotu15416								
Zotu3317								4
Zotu9825				3				2
Zotu16028								
Zotu19335								
Zotu20119								
Zotu16675								
Zotu6589	1				1		2	
Zotu1568		3	4	2	8	5	3	4
Zotu1559	3	2	7	1	5	5	7	4
Zotu10400								
Zotu17666						1		
Zotu8478			2					
Zotu10267								
Zotu2155	3	1	5	3	2	1	6	10
Zotu3238	1	2	3	1		4		
Zotu12506			1		1			
Zotu1514	3	3	8	1	1	11	2	
Zotu3833	1	7				6		
Zotu19281		1				2		
Zotu471	8	10	16	5	2	16	4	9
Zotu1185	6	5	4	1	3	6		4
Zotu14305								1
Zotu9083								
Zotu9291								
Zotu15686								1
Zotu12876								
Zotu19623		1						
Zotu16927								1
Zotu959	1	2	3	3	3	10		1
Zotu6127		2	1			2		
Zotu5645	1	1	2	2		2		
Zotu6401	3					3		
Zotu8364		2	1					
Zotu15340				1	1			
Zotu20594					1			
Zotu16287								
Zotu8672								
Zotu9687			1					
Zotu8639		1		1	3			
Zotu6168						1	4	
Zotu1943	2	3	2	8	2	1	10	2
Zotu8831				1	2		1	2
Zotu19641								
Zotu17095								
Zotu17599								
Zotu1738		1	1	3	10	1	2	1
Zotu8303								
Zotu14195					1			
Zotu18141								
Zotu14348					1			
Zotu12901			4					3
Zotu15090					2			3
Zotu10292		1					1	
Zotu7269		1		1	2		1	
Zotu4497		1	1	2	1	2		1
Zotu11874				1			1	
Zotu5137			5	2	1			
Zotu12173								
Zotu13517			1					
Zotu17195								
Zotu8040		1	2	5	3		1	
Zotu12691								3
Zotu14868								
Zotu16275	1							
Zotu5130			2	2	2	2		1
Zotu9858		2	1		1	1		
Zotu10783						1		
Zotu9978			1	2	1		1	
Zotu2795	2	3	1	2	1	1	1	1
Zotu4447			1			2	3	
Zotu3791	2	6	3	1	9	5	1	1
Zotu11044		1		1	1			
Zotu2516		2		1	1	3	2	
Zotu19965								
Zotu13840								
Zotu6694								
Zotu11333				1	1			
Zotu19847						1		1
Zotu15946		1	2					
Zotu15681								
Zotu13022								
Zotu5632								
Zotu13543	1				3			1
Zotu11723		1				2		
Zotu13309	3							
Zotu3994			1		2			
Zotu18258								
Zotu8024			2	1				
Zotu2523		1			2	1	1	
Zotu3327								
Zotu15694				1				
Zotu2514	2		6	5		2	1	2
Zotu4892	1	2	1	1			1	
Zotu18658								
Zotu20531								
Zotu15965								
Zotu1259	1	5	1					
Zotu17652							1	
Zotu12646								
Zotu1784	5	6	5	6	6	7	8	1
Zotu3838	1							
Zotu18133					1			
Zotu11448		2						
Zotu15992								1
Zotu1927		3						
Zotu5133		2	1		1	1		2
Zotu10140								
Zotu15726				2				
Zotu1894	1	1	2	3		1	1	3
Zotu5357					2			
Zotu9941								
Zotu12640								
Zotu16325								
Zotu4671	1	5			3	1		
Zotu5784						5		
Zotu2399	2							
Zotu1497		5	3	1	2	2	1	2
Zotu14524								
Zotu523	2	10	9	4	2	10		7
Zotu948	3	6	3	1	6	6	1	4
Zotu1109		1		8	7	1	1	
Zotu3202			3	2				
Zotu4530								
Zotu2409	4	1		3	1	1	6	8
Zotu5439						2		
Zotu757	8	3	5	4	10	6	4	1
Zotu83	42	48	52	41	43	39	24	21
Zotu1801	2			1		3	2	
Zotu3125		1		5	5		1	
Zotu11523				1		1		
Zotu13538								
Zotu12298								
Zotu7600								
Zotu8539								
Zotu2089	1	3	2	1	2	1	1	
Zotu10711								
Zotu12686								
Zotu15988						2		
Zotu10950								
Zotu7805			1			2		
Zotu18695							2	
Zotu11055								
Zotu7955								
Zotu14495		1						1
Zotu2266	1			5		1		
Zotu1301			3	1	1			
Zotu12967	1		1					
Zotu1627	4	1	1	3		6		
Zotu609	2	1	4	4		7	2	2
Zotu705	3		1	4		4		2
Zotu472	4	2	2	7	8	8	1	3
Zotu556	4	1	3		1	2	1	1
Zotu6936	1	1				1		
Zotu10165			2					
Zotu16446								
Zotu13059		1		2				
Zotu19955				3				
Zotu16851	1							
Zotu11402				1				
Zotu7501		1						
Zotu10606								
Zotu18158								
Zotu14994							1	
Zotu7909						2		
Zotu18048								
Zotu10109							1	
Zotu18855		1						
Zotu18984								
Zotu9883				1			2	
Zotu18125								
Zotu9713								
Zotu12734								
Zotu16646								2
Zotu17157								
Zotu5707			1	1				1
Zotu6300				1				1
Zotu2327		2	3		3	1	1	1
Zotu4306	1	1		3	1		1	
Zotu18358								
Zotu11880								1
Zotu9475			1		1			
Zotu5371				1				
Zotu4793		3			1	2		
Zotu10932								
Zotu2020	3	2		2	2	3		
Zotu5030								
Zotu12294								
Zotu6011			1					2
Zotu7421								1
Zotu13556		1			1			
Zotu13793								
Zotu5763								
Zotu13104								
Zotu6706								
Zotu13320								
Zotu5115								
Zotu7978				2	1			3
Zotu11956								
Zotu6864								
Zotu11656		2						
Zotu7467								
Zotu8593								
Zotu19145					1			
Zotu8373						1		
Zotu19167								
Zotu6533		3				1		
Zotu12107	1							
Zotu12010						2		
Zotu15662								
Zotu12068						1		
Zotu13843	1							
Zotu18723								
Zotu8096								
Zotu10239								1
Zotu15642	1					2		
Zotu14735								
Zotu15730								
Zotu18570								
Zotu3944	1	2			1	2		2
Zotu3020	1	1						
Zotu3299				1		1		
Zotu16327								
Zotu8508								
Zotu1022	9	6	4	4	2	8	6	7
Zotu2707	1	2	1		2	1	6	2
Zotu12528	1	1						
Zotu3809								
Zotu4465								
Zotu7177		1						
Zotu11092			1					
Zotu11745								1
Zotu5640		1			2	1		
Zotu1402	7	11	7	4	3	9	2	7
Zotu15587	1							
Zotu5090		1						
Zotu6723	1			1				
Zotu10409				1		1		
Zotu8887							1	
Zotu10037								
Zotu5323								
Zotu14605								
Zotu8510	1				1		1	
Zotu14750								
Zotu20111								
Zotu15115								
Zotu19559								
Zotu20210								
Zotu2322		3	2	1		1	1	
Zotu14110		1		1		2		3
Zotu10982								
Zotu11833								
Zotu16802								
Zotu13132								
Zotu5389	1		1	4				3
Zotu3066	1	2			3		1	4
Zotu5957	1	2	3				3	
Zotu5547		3			1			
Zotu8208							1	
Zotu12953								
Zotu9212								
Zotu409	14	7	7	4	20	8	14	8
Zotu5627		3		1				1
Zotu17509								
Zotu5224	3		2					
Zotu16338								
Zotu11287		1		1		1		1
Zotu16685								
Zotu18876								
Zotu13355				1				
Zotu13738								
Zotu16742								
Zotu16741								
Zotu17417								
Zotu7086		3		1		2	2	1
Zotu13085								1
Zotu3448				1				
Zotu4634								
Zotu16989								
Zotu19336								
Zotu1814	1	4	2	2		2	2	
Zotu12407								
Zotu1759	1		4	1	4	1	1	1
Zotu6023							1	
Zotu7924								
Zotu2505		1	1		7			
Zotu11435				1			1	
Zotu11973								
Zotu16908		1						
Zotu7990			1					
Zotu12409								
Zotu4676				1	1		1	1
Zotu17818								
Zotu2488	2	2		2		1	2	
Zotu4200	2		1			1	2	
Zotu8986								
Zotu1372	4	7	3	5	2	5	4	1
Zotu7527					1	1	2	
Zotu12047								
Zotu8291		1						
Zotu820	2	6	2	4	4	2	1	2
Zotu13284								
Zotu16521								
Zotu13003								
Zotu14890								
Zotu14930				1				
Zotu13560					1			
Zotu13950								
Zotu7407								
Zotu4811				2		3		2
Zotu8939								
Zotu6845								
Zotu10969	2							
Zotu8452								
Zotu3889					3			1
Zotu11109								
Zotu14008								
Zotu6528					2			
Zotu17764								
Zotu12232								
Zotu10000	1			1				
Zotu1479	2	3			1	1	1	
Zotu5603						1		
Zotu2094		1		2	1	1	1	5
Zotu10902								
Zotu18195								
Zotu16466						2		
Zotu7500								
Zotu11461								
Zotu8745				1			1	
Zotu18602								
Zotu14087							1	
Zotu19097								
Zotu7410				1		2		
Zotu8933								
Zotu17520								
Zotu9113					2		2	
Zotu18795			1					
Zotu2955	2	5	1	3	3	1	3	3
Zotu11458					1			
Zotu11509								
Zotu18016								
Zotu10003			2					
Zotu19845								
Zotu19400		1						1
Zotu6728				1				
Zotu1708								
Zotu4076		1		2		1		
Zotu9556						1		
Zotu10066					2			
Zotu5631	3		3	1	3	5	1	
Zotu9989			2					
Zotu11167								
Zotu11427								
Zotu6124	1	1		1	1	1		2
Zotu16647								
Zotu4809	2	3	2	1	1	4	3	1
Zotu3675			3					
Zotu8062						1		
Zotu14591								
Zotu7821			2		2		2	2
Zotu1398				2				
Zotu10258								
Zotu9349								1
Zotu19671	1		1					
Zotu18623								
Zotu800	6	2	6	7	4	3	3	1
Zotu3530				3	1			3
Zotu9465								
Zotu10975								
Zotu7260								
Zotu12336			1					1
Zotu12833						1		
Zotu11080			1	2		1		1
Zotu17142			1		1			1
Zotu7048			1				1	
Zotu17155								
Zotu14842								
Zotu20380								
Zotu16668								
Zotu2763								
Zotu6637								
Zotu15891								
Zotu5015							2	
Zotu10271								
Zotu2779	1	1					2	
Zotu6136							1	
Zotu10907								
Zotu5726		1						
Zotu16193		1				2		1
Zotu13050								1
Zotu15461								
Zotu14753							1	
Zotu18729					1	1		
Zotu9185							3	
Zotu13701								
Zotu19839								
Zotu6982								
Zotu5652								1
Zotu13841								
Zotu9429								
Zotu1179		3		1	1	3	2	3
Zotu3513	1	1	5	2	1	3		2
Zotu9569								
Zotu11552					2			
Zotu5803		1						
Zotu17635								
Zotu18036								
Zotu9417								
Zotu19350								
Zotu10789								
Zotu17482								
Zotu13332								
Zotu12653								
Zotu2131			2	3	4			
Zotu6297		1			1			
Zotu7446	1						2	
Zotu9856								
Zotu16618								
Zotu11327								
Zotu13088		1						
Zotu15884								
Zotu14487								
Zotu18593								
Zotu16876								
Zotu17086				1				
Zotu19800								
Zotu17645								
Zotu2873	2	1			1	1	3	
Zotu11712			5	1			1	
Zotu17555								
Zotu14294								
Zotu13016			1				2	
Zotu10034		2		1				
Zotu19944								
Zotu3760				1				2
Zotu5931								3
Zotu14915								
Zotu6699	1							2
Zotu3862	1	1	2	1	2	1	1	
Zotu13836								1
Zotu4822								
Zotu7459			1	2		1		2
Zotu19570								
Zotu11053					5		1	
Zotu2641			1	2			5	4
Zotu3926	1		1		1	1		
Zotu7750								1
Zotu7148						1	1	
Zotu17829								
Zotu2928			2				1	5
Zotu3190		1						
Zotu19594								
Zotu12718								
Zotu19853								
Zotu20746				1				
Zotu15515								
Zotu19337								
Zotu12105								
Zotu12497						1		
Zotu7883				4			1	
Zotu12329								
Zotu10125			1		1		1	
Zotu16208								
Zotu13936			1					
Zotu15426								
Zotu5146	1		1		1		1	
Zotu7638							1	
Zotu7157	1							
Zotu18714								
Zotu19664							1	
Zotu2645			1	4		2	4	
Zotu11142				1				
Zotu17372								
Zotu17315								
Zotu6064	1	1						
Zotu11791								
Zotu5653			1					
Zotu6471					1			
Zotu14764								
Zotu8432								2
Zotu14538								
Zotu12751								
Zotu2186		5	1		4	5	1	4
Zotu6174		1	1	1			1	
Zotu7469		2	1			1		
Zotu9850								
Zotu17788								
Zotu7917	1							
Zotu14129		1				4		6
Zotu15580	2		2	1		2		
Zotu6565	1	1			1	2		
Zotu14411								
Zotu7811			2					
Zotu13800			3			1	1	2
Zotu12356								
Zotu4775	1	6	3	2	1	5		2
Zotu12794								
Zotu6090	2	2		1	2	1		1
Zotu5280								
Zotu19395	1							
Zotu17081	1							
Zotu6710				1				
Zotu14298			1		2			1
Zotu17012				1				
Zotu3610		2		1				2
Zotu5507			1				1	
Zotu10501								
Zotu12817							1	
Zotu8803			3		1			
Zotu11127								
Zotu3379	1		1					1
Zotu5423				2		1		
Zotu17027		1	1					
Zotu16707					1			
Zotu4980					1			2
Zotu9299			1					
Zotu10660	1		1		1			
Zotu6616	3						3	3
Zotu11513							1	
Zotu15443								
Zotu19745					1			
Zotu16582	2							
Zotu4495			1	6	2	1	2	5
Zotu16584					3			
Zotu10775								
Zotu20701			1	1				
Zotu2023	1	1	2	4	1		3	1
Zotu11789								
Zotu6246		1			2		1	
Zotu312	5	17	2	5	4	9	5	5
Zotu20191					2			1
Zotu6963				1			1	3
Zotu17562								
Zotu17512			1					
Zotu19730	1							
Zotu12297								
Zotu14482								2
Zotu7911				1				1
Zotu16253				2				1
Zotu16515				1		1		
Zotu16170								
Zotu11733		1				1		
Zotu17278								
Zotu19936								
Zotu18351								
Zotu5922	2		1	2	4		1	1
Zotu13691			1			1		
Zotu6611								
Zotu1308				6				
Zotu9633					1		1	
Zotu18540				1				
Zotu13498								
Zotu2681								
Zotu18405								
Zotu3872	1	1			2	1		1
Zotu16380								
Zotu14979		1				4		
Zotu13467				1				
Zotu7491	1	2			3	1	1	1
Zotu9515			1			3		
Zotu10559			1	3				
Zotu19246								
Zotu16609								
Zotu19820								
Zotu19984								
Zotu3796	1		6	6	1	2	3	3
Zotu4279			3	2	5	4	3	1
Zotu9211				1	1	1	1	2
Zotu12897				2	1	3		
Zotu5358		1	1				1	
Zotu9439	2							
Zotu14809					2			
Zotu14938								
Zotu9059					4	1		
Zotu14919	1							
Zotu18660	2							
Zotu19013								
Zotu19415								
Zotu12429								
Zotu3435	8	2	9	6	7	9	8	1
Zotu3700	3	5	4	12	3	14	8	4
Zotu5662						1		
Zotu14618								
Zotu12735			1					
Zotu19580								
Zotu14161						1		
Zotu6937			2					1
Zotu14503								
Zotu11989								
Zotu19065								
Zotu17075								
Zotu2868	1	3	6	3	4	2	2	1
Zotu11007								
Zotu5877		3	1		2	2		1
Zotu7881		3					5	
Zotu19219								
Zotu11156	1		2			1	1	1
Zotu13528		1		1			1	
Zotu17239		1						
Zotu11749					1			
Zotu17182							2	
Zotu10869							2	
Zotu13902		1						2
Zotu17488								
Zotu6078		1			2	2	1	
Zotu12269				3				1
Zotu17876							1	
Zotu13021						1	2	
Zotu15322								1
Zotu5375			1			1		1
Zotu12507								
Zotu18576								
Zotu17611								
Zotu8326			3					1
Zotu7118								
Zotu16181						3		
Zotu6442			1					
Zotu11930	1	1		1				
Zotu13829								1
Zotu4638	6		2	3	1	4		
Zotu6631						2		1
Zotu3480	2	1	1	4				3
Zotu15300				2				2
Zotu12167								
Zotu9344								
Zotu18398					2	1		
Zotu10156		1	1	1	1	2	1	3
Zotu12334	2	2		2				
Zotu17293		1	1					
Zotu241	6	2	3	7	10	2	4	6
Zotu114	20	7	5	16	2	3		4
Zotu32	29	17	20	17	52	26	13	13
Zotu165	11	4	20	8	9	1	2	
Zotu51	11	10	20	15	13	5	2	7
Zotu122		8	4	4	15	4	4	3
Zotu942	2	5	3		1			
Zotu485	1	2	2		4	7	1	4
Zotu7450				1				
Zotu20695								
Zotu17325	1			1				
Zotu3967	1		1	2	1	1	1	1
Zotu11777								
Zotu15725			1					
Zotu2808	1	2			1	1		1
Zotu4869					1			
Zotu3568		2			3	2		1
Zotu6245	3	1					1	
Zotu5717	2	1			3		2	
Zotu10052	1				1			
Zotu14151								
Zotu12322								
Zotu16079			1					
Zotu6999				2			3	
Zotu17795						1		
Zotu14223					1			
Zotu10655	2						1	1
Zotu943	4	5	6	2	9	7	3	6
Zotu19988								
Zotu1118				2	8	3	4	7
Zotu1215	2	6	5	1	6	4	5	6
Zotu995	7	6	7	6	14	9	5	2
Zotu878	10	3	4	4	12	4	2	
Zotu4075	3	1						
Zotu16471		1						
Zotu13786		2	2	1		1	1	
Zotu16015		1						
Zotu17349								
Zotu2170		1		1		1		1
Zotu2650					2			
Zotu13518								
Zotu27	22	19	28	28	42	24	25	47
Zotu4720					4		1	
Zotu2302	1		2		1			2
Zotu11705								
Zotu34	2	2	7	4	16	4	2	4
Zotu110	9	4	9	14	19	12	13	9
Zotu37	24	36	24	41	117	32	71	22
Zotu339	5	6	3	8	4	2	1	2
