ID	hps_cd_1	hps_cd_2	hps_cd_3	hps_cd_4	hps_cd_5	hps_cd_6	hps_cd_7	hps_cd_8
Zotu1719		2	4	14			33	2
Zotu7807		1						
Zotu11501				1				
Zotu20095		1				2		
Zotu6092		1						
Zotu9169		2						
Zotu1970	1	9		8	1	3	4	2
Zotu8404								
Zotu6639	1							
Zotu7618								
Zotu3595							4	1
Zotu18012								
Zotu10544				1				2
Zotu4688	1		1	1		1		1
Zotu4721								
Zotu4952								
Zotu17490								
Zotu16981		2				1		
Zotu18135			1					
Zotu17180								
Zotu15527							3	
Zotu19367								
Zotu14989	1							
Zotu20092								
Zotu3108		1		2		1		
Zotu6516	1	1						
Zotu13432								
Zotu15818	1	1						1
Zotu15898	1							
Zotu15265			2			1		
Zotu16875		1						1
Zotu18829								
Zotu11796								
Zotu5230		1		1				
Zotu19271								
Zotu13686						1		
Zotu3928								
Zotu9403							1	
Zotu14664						1		1
Zotu2144						1		
Zotu2869								
Zotu273	5	8	4	2	3	5	2	3
Zotu19896								
Zotu18685							1	
Zotu19474	2					1		
Zotu20644						1		
Zotu860					52			1
Zotu14855		2						
Zotu12419	1							
Zotu58			1	2				
Zotu873	1	1	3	1	2	1		2
Zotu360			9	1	1		1	4
Zotu4214		1			1			
Zotu2648								
Zotu356		1	1	3	3	4	2	
Zotu67			5	2				2
Zotu5778								
Zotu7700								
Zotu7687								
Zotu9156								
Zotu3070						2		
Zotu881	1	6	1		1	1	2	
Zotu5570								
Zotu104		12	10	7			7	2
Zotu8089								
Zotu12148								
Zotu6922								
Zotu11765								
Zotu3012			1					
Zotu15940								
Zotu19080								
Zotu16975								
Zotu10599								
Zotu19258								
Zotu16612								
Zotu18066								
Zotu19231								
Zotu9613								1
Zotu14584								1
Zotu18308								
Zotu8084							1	
Zotu16255		1				3		
Zotu10502	1	3						
Zotu16213								
Zotu13036				2				
Zotu11854								
Zotu11778								
Zotu10763								
Zotu5216								
Zotu3287		3				3		
Zotu6851		3			1	2		
Zotu20593			1					
Zotu12814								
Zotu6395								
Zotu12413								1
Zotu4885	1				2		3	1
Zotu6701								
Zotu2969							1	3
Zotu8556					1		2	1
Zotu11279								1
Zotu18644								
Zotu8513					1			
Zotu17192								
Zotu10407								
Zotu10893								
Zotu11468								
Zotu2478	1		1		1			2
Zotu12393					1	7		
Zotu7474				1				
Zotu7167								1
Zotu10619								
Zotu14364								
Zotu4430	1							
Zotu2910		1					4	
Zotu2051								
Zotu11168								
Zotu13877					3		1	
Zotu13991								
Zotu17819	1		1					
Zotu8563								1
Zotu20021								
Zotu9533	1							
Zotu16993								
Zotu10988								
Zotu15893								
Zotu13238								
Zotu11021		1		1	1			2
Zotu19708								
Zotu20797								
Zotu4327				57		1	11	1
Zotu9162		9						
Zotu20167								
Zotu16599								
Zotu2300	3	2	2	2	2	1		
Zotu8127								
Zotu7667				2	1			
Zotu11049								
Zotu12605								
Zotu17185								
Zotu6792								
Zotu5694		16		3			3	
Zotu9391		9					2	
Zotu13419								
Zotu6715								
Zotu12077						1		
Zotu7688								
Zotu5258								
Zotu10602							1	
Zotu2848								1
Zotu16996						7		1
Zotu4966	4	1		1				2
Zotu17926								
Zotu6890								
Zotu8090								
Zotu19316								
Zotu12361								1
Zotu16955								
Zotu10365				3				
Zotu13779						5		
Zotu9153								
Zotu12704								
Zotu3959		2						
Zotu17957								
Zotu10913		1		10		1		
Zotu12373								
Zotu9545					1	3		
Zotu9611								
Zotu8356								
Zotu14412							1	
Zotu18090				1				
Zotu8225		2					3	
Zotu14333								
Zotu14939		3		1				
Zotu17885								
Zotu1482		57		6	1	1	8	1
Zotu13705								4
Zotu20486								
Zotu12168		1						1
Zotu9427								
Zotu13889								
Zotu13260			1	1				
Zotu15075								
Zotu7373		2		1		4		3
Zotu20007								
Zotu3566	1	7	1	4	2	5		2
Zotu14683								
Zotu20067						1		
Zotu10898								
Zotu8702								
Zotu4678								
Zotu1191	1	15		23			1	1
Zotu2686		1	4	6			1	6
Zotu11215				1	1			
Zotu19490								1
Zotu4974	4	1			2	1		2
Zotu9835		3		4		2		
Zotu10478		3						
Zotu4759			2	2				
Zotu17728								
Zotu7282								
Zotu10503							3	1
Zotu13646								
Zotu6002								
Zotu13951								
Zotu5213								
Zotu19107								
Zotu8010								
Zotu8467								
Zotu14450							1	
Zotu20420								
Zotu13196								
Zotu3065								
Zotu16710								
Zotu16805								
Zotu17103								
Zotu9793								
Zotu15193	1							
Zotu11267								
Zotu19299								
Zotu7075		5	4	42		1		
Zotu8825								
Zotu2466	2		2					
Zotu6938								
Zotu12152						2	1	
Zotu15503	1	1	5	1		1		
Zotu15887			11					
Zotu4640				1				
Zotu4994				1				
Zotu7518								
Zotu6668								
Zotu3105								
Zotu7721		1	1	1				
Zotu2642				1				1
Zotu1658			3	2	1	2	2	
Zotu5566								
Zotu8707								
Zotu8145								
Zotu19150								
Zotu2081								
Zotu5905				1				
Zotu2867	2							
Zotu8890								
Zotu8833								
Zotu11186								
Zotu519	1		1	1	1		2	
Zotu19305		1	1	2				
Zotu6291								
Zotu5454	6	8	25	28				
Zotu3895		2	1					
Zotu2301								
Zotu14382								
Zotu15061		3		5				
Zotu17026								
Zotu9786								
Zotu3024								
Zotu4268								
Zotu546								
Zotu149								
Zotu392								
Zotu1231								
Zotu6683								
Zotu10756								
Zotu5998								
Zotu16209								
Zotu2677								
Zotu11020								
Zotu2916								
Zotu16712								
Zotu19266							1	
Zotu11397								
Zotu192	1		11	5	1			
Zotu763			1					
Zotu2583		2					1	
Zotu1295	51		3	2	1		1	
Zotu2324			2	1				
Zotu15724								
Zotu12145								
Zotu19041		1						
Zotu15731								
Zotu20041		1						
Zotu3293		2		3				
Zotu18649							1	
Zotu17517	1	1			5			
Zotu12262		1						4
Zotu6534	1	1		1	1	4	1	3
Zotu18498								
Zotu20523		1				3		
Zotu20121			2					
Zotu20506					2			
Zotu12213		1	2	1			1	
Zotu13097								
Zotu13729							1	
Zotu12467	1					1		
Zotu12846								
Zotu13202		1				2	1	
Zotu10428								
Zotu11325						1		2
Zotu20808								
Zotu20036								
Zotu6329		2	1		1	1	3	
Zotu20519						1		
Zotu20571		1						
Zotu12623			1					
Zotu9457								
Zotu6720								
Zotu8693								
Zotu20201		1						
Zotu7472								
Zotu11498								
Zotu8426								
Zotu6182				1				
Zotu6443					3			
Zotu15981								
Zotu41		1	35	50	3		1	45
Zotu4830	1		4		1	2		1
Zotu15934								
Zotu7008				1				
Zotu3999					1			
Zotu6116	2					3	1	
Zotu17952								1
Zotu8953	1	1	1		1			3
Zotu16985								
Zotu16959								
Zotu16724								
Zotu8577								
Zotu5337								
Zotu7444								
Zotu14610			1					
Zotu9814								
Zotu12149								
Zotu12787								
Zotu6185								
Zotu15141								
Zotu20246						1		
Zotu15704					1	2		
Zotu6485	4					2		
Zotu9570			1		1	4		
Zotu8575				1	4		1	
Zotu2198								
Zotu11162								
Zotu16615								
Zotu6854					1			
Zotu15593								
Zotu10387					2	1		
Zotu15754								
Zotu16427								
Zotu13685	1							
Zotu18265								
Zotu14313	1				1			
Zotu19696								
Zotu7654		1		2				4
Zotu20493								
Zotu17873								
Zotu3918								
Zotu18618					1			
Zotu18104	1				1			2
Zotu17617								1
Zotu18813								
Zotu1778	2		2	3	1	2	1	1
Zotu636	3	2	2		1		4	
Zotu7231								
Zotu10540		1						
Zotu11859								
Zotu9267						1		
Zotu20578								
Zotu15190								
Zotu14981		1						
Zotu15266				1				
Zotu17890								
Zotu18410								
Zotu19034								
Zotu6951								
Zotu12330								
Zotu10945								
Zotu16983								
Zotu12341								
Zotu18073								
Zotu14784								
Zotu4719								
Zotu2548	2				1			
Zotu11805								
Zotu10876	1	1		1	1		2	
Zotu8950								
Zotu13161								
Zotu12156								
Zotu9197								
Zotu16743								
Zotu16775								
Zotu3143		1						
Zotu6289								
Zotu18655								
Zotu6943								
Zotu11099								
Zotu15598								
Zotu7458								
Zotu3904					3			
Zotu12022								
Zotu20604					1			
Zotu4128		1		1	1			1
Zotu10738								2
Zotu12711							1	
Zotu7330								
Zotu9934				1				
Zotu3031				1				
Zotu14668								
Zotu11964								
Zotu15418		1						
Zotu18778								
Zotu4014			1					
Zotu12854		2						
Zotu13681						1		
Zotu5502	3		1			2		1
Zotu8659	1				1	1		
Zotu9955				1				2
Zotu11470			1					
Zotu13862		1		2			2	
Zotu2288								
Zotu10649								
Zotu14814	2							
Zotu7492			1					
Zotu8217	1	1				1		
Zotu4631		1			2		2	
Zotu20337								
Zotu6855					1	1		
Zotu1915	4	5	12	2	4	1	2	3
Zotu7517	3							
Zotu8888	2				1	1		
Zotu10172				1		1		
Zotu10315								
Zotu4368		2			1			
Zotu12197			1					
Zotu1412		1	2	2	4	1	6	
Zotu6765					1			
Zotu909	11	2	7	5	7	3	7	1
Zotu5390	3		2	1	2	6	2	1
Zotu6169		1		1				
Zotu20848								
Zotu17569	1							
Zotu712	4	3	3	4		3		
Zotu2383	3			2	1			
Zotu12963								
Zotu2116		2		1	3			1
Zotu2297								
Zotu5442		1						
Zotu3624	1	1	1		3			
Zotu3104	1		2		1		1	
Zotu9066	2							
Zotu11514	1			1		2		
Zotu1209	2					1		
Zotu677	2	4	1	11	2	1	5	
Zotu746	7	2	1	6	4	1	3	1
Zotu19547								
Zotu5675								
Zotu17603								
Zotu3241		1	1			2		
Zotu2099	4		1	1	2	2	4	1
Zotu2135	4				1	2	2	
Zotu4677						1		
Zotu11628			1		2			
Zotu15092				2		1		
Zotu16121	1							
Zotu1373		1		1	3	1	1	1
Zotu8493			1					
Zotu4492		2	1		1			
Zotu12749								
Zotu13130		1						
Zotu1216	7	5	1	5	2	3	6	4
Zotu4780			1	1		1		
Zotu17329					1			
Zotu1338	2				2	1		
Zotu3779	2			1				
Zotu12363			1					
Zotu5947		3					1	
Zotu6926	1		1			2		
Zotu20674								1
Zotu15989								
Zotu19499						1		
Zotu11317		1	1					
Zotu12930	1			1				
Zotu1836	5	3	6	5	2	5		2
Zotu3261				2				
Zotu13363								
Zotu3304	1	5		1	1	1		1
Zotu5021	1		1	1				
Zotu8227	1		1		2	1		
Zotu5091	1					1		
Zotu3477	1	1	1	1			2	
Zotu13205								3
Zotu4078				1		1		
Zotu320	6	1	6	1	5	3	6	6
Zotu2167	2				1		2	
Zotu20856								
Zotu8382		1	1					1
Zotu5490	1	1						
Zotu7418			1					
Zotu1674	1			1		1		1
Zotu1436	1	1		2	1			
Zotu3690		3						
Zotu8633				2	2		1	
Zotu13353								
Zotu3416	5	2		1		1	4	
Zotu1786		1	1		4		1	
Zotu3003							1	
Zotu6830	1						1	
Zotu11334	1			1	1			
Zotu6679	1	1			1	2		
Zotu18208	3	1						
Zotu12447	1							
Zotu9377			2					
Zotu11870								
Zotu17118								
Zotu8203		1	2	1		1	1	
Zotu16925								
Zotu9159								
Zotu9190			1		1			
Zotu6734							1	1
Zotu15844			1	1				
Zotu13185					1		1	
Zotu11066								
Zotu2679	4	1	1	1		2		1
Zotu513	6	7	7	2	5	6	3	1
Zotu3905		2			1	1		1
Zotu8500			1	1		1		1
Zotu6828		4				1	3	
Zotu9204	1					1		
Zotu10463	1	3	1			1		
Zotu3277	1		2					
Zotu20820								2
Zotu4976							1	1
Zotu10159	1							
Zotu9974								
Zotu5606				1	7	1	2	
Zotu4320								
Zotu7236		1						
Zotu12364	2	1						
Zotu7197	2		1	1	2			2
Zotu13548								
Zotu1467								
Zotu8813								
Zotu15755						1		1
Zotu18108								
Zotu3630				3				
Zotu12997								
Zotu5468			1					
Zotu5187								
Zotu19920								
Zotu14496								
Zotu20502								
Zotu16371								
Zotu16642								
Zotu9790	1					1	1	
Zotu20764								
Zotu17748								
Zotu20595								
Zotu18228								
Zotu12304								
Zotu13722								
Zotu19575								
Zotu19678		1						
Zotu18185								
Zotu3112								
Zotu5637								
Zotu5663								
Zotu12641								
Zotu13268								
Zotu16532								
Zotu4029								
Zotu6888								
Zotu3071								
Zotu3952								
Zotu15798	1							
Zotu13118	1				1			
Zotu10639								
Zotu14409								
Zotu11262								
Zotu16493	1							
Zotu9071								
Zotu18288	1							
Zotu20223			1					
Zotu11037	1		1					
Zotu404			3	3		1		5
Zotu1357			1	3				1
Zotu20382								
Zotu203			5	5				12
Zotu4621								
Zotu11230								
Zotu18759	2							
Zotu18686								
Zotu17494								
Zotu16617								
Zotu16990	1	7						
Zotu18874								
Zotu19141		1						
Zotu14555		1						
Zotu16968	1	2						
Zotu8037	1		1					
Zotu147			15	11				12
Zotu215			11	6				7
Zotu11711	2	14		1				
Zotu8832	1	8						
Zotu19405								
Zotu596	1		1	2				
Zotu3272								
Zotu15471	1				2			
Zotu3632								
Zotu577			5	3				1
Zotu2747								
Zotu6791					2	2		
Zotu16896	1		1		1	2		
Zotu14684		1						
Zotu10494								
Zotu18837								
Zotu11323								
Zotu1028								
Zotu10285								
Zotu20608		1						
Zotu19028								
Zotu20639						1		1
Zotu14677								
Zotu7210				2		1		
Zotu11524								
Zotu8282								
Zotu4673			3					
Zotu19710						1		
Zotu6994		1						1
Zotu16282								
Zotu9802	1							
Zotu4316	2	2	1					
Zotu1387			1		1		2	
Zotu3995								
Zotu13462								1
Zotu10313								
Zotu14871								
Zotu16871								
Zotu6375								
Zotu15369								
Zotu10061						1		
Zotu14716								
Zotu12729								
Zotu12414								
Zotu13015	1			1		1		
Zotu816				1				3
Zotu380			14	4				8
Zotu3951			3	1				
Zotu2414								1
Zotu3948		1						
Zotu6946								
Zotu7581								
Zotu17628		2						
Zotu10394		1						
Zotu7419			1					
Zotu11091								
Zotu10483								1
Zotu13983						1		1
Zotu12648								
Zotu18124								
Zotu14314								
Zotu10363								
Zotu16414								
Zotu9967								
Zotu20247								
Zotu15578								1
Zotu17862								
Zotu4776		1	2	2	1	2	1	1
Zotu7343	1			1	3		1	
Zotu17134								
Zotu19365								
Zotu18147		2						
Zotu15978								
Zotu14935								
Zotu17491		1	2					
Zotu20265		1						
Zotu8699		4						
Zotu19550								
Zotu13416	2							
Zotu15677				1				
Zotu18506								
Zotu20409			1					
Zotu6214								
Zotu10058								
Zotu10482				1			2	
Zotu17382								
Zotu11538		1						
Zotu20015								
Zotu12610								
Zotu17181								
Zotu18272								
Zotu12822								
Zotu14353								
Zotu8600								
Zotu6327								
Zotu20811								
Zotu4550		2				1		1
Zotu10047	1							
Zotu7000								
Zotu6450		2						
Zotu12196								
Zotu7761		1					1	1
Zotu15330			1					
Zotu13704								
Zotu12925								
Zotu18490								
Zotu6424					1			
Zotu16777								
Zotu20197								
Zotu10513								
Zotu14942								
Zotu13404		1						
Zotu15125								
Zotu8146								
Zotu20333			2		2			
Zotu18823								
Zotu14301						1	2	
Zotu20795					2	2		
Zotu11220								
Zotu12133		1						
Zotu18145	2					1		
Zotu12308								
Zotu14362								
Zotu15068								
Zotu6705				1		2	1	
Zotu7113								
Zotu6884								
Zotu16831								
Zotu11494								
Zotu17933								
Zotu9413								
Zotu18045			1			1		
Zotu19197		1						
Zotu17267								
Zotu20513		1						
Zotu14870								
Zotu3038		1				1		
Zotu17366								
Zotu16787								
Zotu18225								
Zotu15857								
Zotu11564								
Zotu15722								
Zotu18765								
Zotu11566								
Zotu7056								
Zotu20148						2		
Zotu14874								
Zotu10371								
Zotu2992			1				1	1
Zotu1804				1				
Zotu5222								
Zotu3404			3					
Zotu1323			3					6
Zotu158	1		10	15	1			9
Zotu8485								
Zotu4630	2							
Zotu12731								
Zotu4876								
Zotu13106								
Zotu1856				5				3
Zotu20501								
Zotu17604								
Zotu875			2	1				1
Zotu996			1	1				
Zotu19836								
Zotu15361								
Zotu5682								
Zotu9454								
Zotu19217								
Zotu10527								
Zotu11079								
Zotu6718								
Zotu9867								
Zotu11191								
Zotu13985								
Zotu7216								
Zotu14505								
Zotu13561								
Zotu6333				2				1
Zotu10942								
Zotu11934								
Zotu17822	1							
Zotu14932								
Zotu6417								
Zotu18612								
Zotu16738								
Zotu11467								
Zotu17590								
Zotu15157	1	1						
Zotu18586								
Zotu15298								
Zotu19840								
Zotu20212								
Zotu18349								
Zotu13832								
Zotu7532								
Zotu12381								
Zotu12771								
Zotu11298	1							
Zotu16976								
Zotu12516							5	
Zotu13335								
Zotu18255								
Zotu20298								
Zotu19477								
Zotu14852	1							
Zotu10481								
Zotu19146								
Zotu12935								
Zotu20843	1							
Zotu19505								
Zotu16917								
Zotu13731								
Zotu16814								
Zotu12357								
Zotu12387								
Zotu7632								
Zotu16214								
Zotu15289								
Zotu16372								
Zotu20564								
Zotu18344								
Zotu18734								
Zotu9048								
Zotu19119								
Zotu18409								
Zotu13974		1						
Zotu13643								
Zotu18461								
Zotu12368								
Zotu20515								
Zotu8406						1		
Zotu20512								
Zotu7930								
Zotu19117								
Zotu20774								
Zotu14337								
Zotu14828								
Zotu16212								
Zotu17135							2	
Zotu8996		1						2
Zotu13430		2			1			
Zotu7013	1	3		1			1	1
Zotu7513			1		1	1	2	
Zotu13314								
Zotu9721								
Zotu19652								
Zotu5186		1					1	
Zotu12036								
Zotu8430								
Zotu7196	1			1	3			2
Zotu11561	1			1		1	1	
Zotu7310		4		1	4			1
Zotu3351	3							
Zotu8613		2						
Zotu9094								
Zotu9130	1	2				2		1
Zotu7711							1	
Zotu15561								
Zotu14543			1					1
Zotu20775		2					1	
Zotu2034			2					
Zotu20216								
Zotu16063								
Zotu14002								
Zotu4937				4				
Zotu7864	1							
Zotu2073								
Zotu1335								
Zotu16924								
Zotu9840								
Zotu13692								
Zotu2254								
Zotu18051								
Zotu13520								
Zotu11654						2		
Zotu16331								2
Zotu14613								
Zotu19486								
Zotu5269								
Zotu14219								
Zotu20190								
Zotu19634								
Zotu12382								
Zotu16901								
Zotu6337	2	2		1	3			3
Zotu18988	2							
Zotu12163								
Zotu4217	2	3		3	1	1		5
Zotu12590				2			2	2
Zotu9672	1	3						
Zotu19953								
Zotu16531		1						
Zotu13398					1	2		
Zotu18445							1	
Zotu16641								
Zotu17016								
Zotu17158		1						
Zotu18179	1							
Zotu8051	1							2
Zotu11885	1			2				
Zotu1947	5	3	2	2	2	3	4	6
Zotu2629	3	2	2		2	5		12
Zotu7322								2
Zotu8459	2	1					1	
Zotu9179		1		3	1			1
Zotu10936								
Zotu10536	2			1	2	1	1	
Zotu3922	3			1	3	4	2	1
Zotu4184							2	
Zotu3456		4			1	4		1
Zotu10129						1		1
Zotu3614	4		3	3	3	2		3
Zotu10682	2				1			1
Zotu3581	2	5	2	4	2	4	4	1
Zotu5599	1	2	2	1	2			
Zotu10523				2	1			
Zotu12339					3		3	
Zotu8046				3			1	
Zotu13614		3	1					
Zotu19341	6							
Zotu12480							1	1
Zotu3605	3	4	5		3	2	3	3
Zotu13443			1					1
Zotu16026								
Zotu12389								1
Zotu9089					1	4		
Zotu19630	2							
Zotu9453		1						1
Zotu18604							1	
Zotu5268	6	2			1	2	1	3
Zotu17973								
Zotu11939	2	1						1
Zotu10676		3				1		
Zotu16122	1							
Zotu7546								
Zotu10225								
Zotu15953				1				
Zotu11507	1			1	3	1	2	
Zotu1222	3	9	12	7	18	8	9	7
Zotu529	22	35	27	26	26	24	17	35
Zotu1170	7	11	13	7	21	8	3	7
Zotu3393	8	1	8	1	1		1	
Zotu9309					2			
Zotu2510	4	2	1	2	2	1	4	2
Zotu7062	1					3		
Zotu12428			1	1		1	1	
Zotu9924		1				2	2	2
Zotu9542			1				1	
Zotu13007					1			
Zotu18267								
Zotu19747								
Zotu9732		1					1	
Zotu16649								
Zotu2758	6	4	3	2	1	3	6	2
Zotu10001		1	2	1				
Zotu4458	2	1						
Zotu4814		2			1		2	1
Zotu18979							1	
Zotu9506	1	1					1	
Zotu16909			1	2				
Zotu5598	2		2	2		1	7	
Zotu12708					2			
Zotu3801	3	1	2	5		3	7	3
Zotu2255	1	3	6	1	5	4	2	5
Zotu6207		2	1			1	1	
Zotu20310								
Zotu5147		2	3	1	1		2	
Zotu20338		2						
Zotu8632	1	2			3		1	
Zotu11535					1	1		
Zotu14603		1					1	
Zotu913	15	20	13	17	23	20	17	5
Zotu4544	2	4	3	1	2		1	3
Zotu20006	1	1				1		
Zotu20397			1				1	
Zotu6383	2				7		2	
Zotu13550		2						
Zotu6073	1	1				1	1	
Zotu9971				1			1	
Zotu16093								
Zotu3284	3	4	1	8	3	3	1	2
Zotu20301								
Zotu12602					1			
Zotu7107							1	
Zotu12282		1			2			
Zotu8160	1	1						1
Zotu10959	1	1						3
Zotu12750								
Zotu20488							2	
Zotu10909	1	1		2	3			
Zotu17614								
Zotu11155	1		1					
Zotu14111					1			
Zotu9623		2						
Zotu14260	1							
Zotu9539			1					
Zotu6216	1		2					
Zotu17241	1						1	
Zotu1639	12	8	7	5	10	9	2	7
