ID	bs_f_cd_1	bs_f_cd_2	bs_f_cd_3	bs_f_cd_4	bs_f_cd_5	bs_f_cd_6	bs_f_cd_7	bs_f_cd_8
Zotu16293	1	4	3	1	2	1	1	
Zotu15702		1		3	1			
Zotu18214	2	1	1		3	3	2	1
Zotu11203	7	1	2		2			3
Zotu15878	1	5			1	1	3	1
Zotu12782	1	2	1		1			1
Zotu15293	2	1	5	1	1		1	
Zotu9630	2			1		1	4	
Zotu16719		1						2
Zotu9892	1	2			2	1		1
Zotu18983			2		1			
Zotu20371	2		3	2	1			
Zotu20690								
Zotu15705				1	1		1	
Zotu15210								
Zotu18708	2							
Zotu15535		1		1	2	1		
Zotu18494				1				
Zotu11227	1			2	1			
Zotu17344					1		1	
Zotu19368					1	1		
Zotu20739				1				
Zotu15299			1	1	1		1	1
Zotu17070	1	2			1	1		1
Zotu18451	1				2		1	
Zotu17767			3	1		4		1
Zotu20616			4	4	1	9		3
Zotu17715	5	8	16	12	11	8	10	11
Zotu17733	9	21	20	23	24	12	22	16
Zotu19986	5	14	7	5	3	8	6	7
Zotu9668				1			3	
Zotu2695	2	2	42	1	4	7	26	2
Zotu4705	5	2		2	2	1	4	1
Zotu7038	5				1			
Zotu10248								
Zotu9602								
Zotu1184			3		1	9		
Zotu7624	1							
Zotu11649								
Zotu4758				2				
Zotu14122		1	1					
Zotu12688								
Zotu16431								
Zotu4653								
Zotu5551	1		1				6	6
Zotu4914				1			3	
Zotu13890								
Zotu5041	2	1	2	9			3	
Zotu7149				3	1		1	1
Zotu4717		1					3	
Zotu16053							7	
Zotu1637								
Zotu15800			1					
Zotu2888	1	3	1	4		2	22	2
Zotu1744							1	
Zotu6244				2	1			
Zotu10541								
Zotu18008								
Zotu17678								
Zotu14948		1					1	
Zotu16969							3	
Zotu14398								
Zotu13259				1	2		1	1
Zotu1296	4	6	10	14	10	8	5	11
Zotu4858		2		4		2		3
Zotu7897	1	1			3		2	1
Zotu11572								1
Zotu8754	1				1		1	
Zotu6482		1					2	
Zotu15441								
Zotu2173	1	2	1		5		1	
Zotu7051			1	1	2			
Zotu7068								
Zotu3621								
Zotu6162								
Zotu11065								1
Zotu15984					1			
Zotu17742			1					
Zotu20305				3				
Zotu5898			1				4	
Zotu15833							4	
Zotu7487	3	5	4		2		3	
Zotu8971	1	1	3		2	3	1	1
Zotu8781	4	5	3	3	1			1
Zotu8249		1			1			
Zotu11848								
Zotu12585						1		
Zotu19461								
Zotu16242								
Zotu8021			3		1			
Zotu15312								
Zotu19695								
Zotu7799								
Zotu845	4		3	5	7	3	3	1
Zotu2490		2	1	2	1		1	
Zotu8437	4							
Zotu4287								
Zotu16733								
Zotu5003					1			
Zotu9881								
Zotu13591								
Zotu1101				8	2	23	4	5
Zotu7123					1			
Zotu2805								
Zotu10868								
Zotu2759		6		7	16	7		
Zotu6664								
Zotu20738								
Zotu16629								
Zotu15378								
Zotu3465		2		1	1	1		
Zotu19060								
Zotu11901							2	
Zotu7530								
Zotu6077			1					
Zotu6171								
Zotu2637							7	
Zotu1636								
Zotu12048								
Zotu2549								
Zotu1822	1							
Zotu10994								
Zotu6885								3
Zotu20549								
Zotu4153								
Zotu413								
Zotu1692								
Zotu9444		1		2		2		
Zotu3107							3	
Zotu11522								
Zotu16353								
Zotu9103							4	
Zotu14522								
Zotu6200							2	
Zotu10441								
Zotu10696								
Zotu5933								
Zotu18037								
Zotu20076								
Zotu9366				1	3			
Zotu12422		1	1	1				1
Zotu16864								
Zotu8296								
Zotu19468								
Zotu15435								
Zotu17769		2						1
Zotu12380								
Zotu8247			2	1				
Zotu7964		1	2		5			
Zotu9922					1		3	
Zotu6858								
Zotu8376								
Zotu10963			4					
Zotu15622								
Zotu12379					3	1		
Zotu5296								
Zotu9076				1	6			1
Zotu20361			2					
Zotu12993								
Zotu15483			1					
Zotu20750								2
Zotu2573								
Zotu8919		1						
Zotu20110								
Zotu5234		2						
Zotu20357								
Zotu13587								
Zotu16605								
Zotu15373								
Zotu6944								
Zotu8631								
Zotu5431								
Zotu16937								
Zotu676	2	6	2		6		14	7
Zotu3136	1	2	5		1			
Zotu478	7	13	1		8	3	12	1
Zotu1075	1	1					2	1
Zotu9024								
Zotu2705					1			
Zotu2022		1		1			1	2
Zotu12456								
Zotu1499		2			1		1	
Zotu14320								
Zotu4995					1			
Zotu1344	3	5	15	2	3	9	12	22
Zotu10380								
Zotu15468								
Zotu13831								
Zotu1447								
Zotu3094								
Zotu16934				2			6	
Zotu4000								
Zotu5892								
Zotu15683								
Zotu20611								
Zotu17801								
Zotu20584								
Zotu18287		2			1			
Zotu20193								
Zotu4345	1	1						
Zotu8923								
Zotu5391								
Zotu19193								
Zotu19946								
Zotu14392			1					
Zotu10102								
Zotu13697								
Zotu14066								
Zotu11617								
Zotu5493								
Zotu4818								
Zotu14806								
Zotu7480								
Zotu8214								
Zotu14959								
Zotu5510								
Zotu6487								
Zotu16932								
Zotu2833								
Zotu2986								
Zotu7225								
Zotu11164								
Zotu11977								
Zotu16398								
Zotu6865								
Zotu16659								
Zotu6790								
Zotu19590								
Zotu7914								
Zotu5211								
Zotu5822								
Zotu5800								
Zotu14466								
Zotu9192								
Zotu2821								
Zotu5278		3						
Zotu5513								8
Zotu5614	4	2	4	4	4	2		4
Zotu17317								
Zotu8718								
Zotu5068								
Zotu17487								
Zotu12482								
Zotu1648								
Zotu2200								
Zotu13293								
Zotu3342								
Zotu10863								
Zotu12001	1							
Zotu14278								
Zotu3176								
Zotu5526					1			
Zotu8731								
Zotu7876								
Zotu13481								
Zotu7861								
Zotu2129								
Zotu18747								
Zotu13073								
Zotu9535								
Zotu86					1	1		
Zotu16564		3		1				
Zotu18922				1				
Zotu9658							4	
Zotu11766								
Zotu14998					1			
Zotu8626								
Zotu10806					2			
Zotu19170	1							
Zotu1469	3	14	6	2	9	8	6	17
Zotu10399						7	3	
Zotu9766								
Zotu15553								
Zotu11430								1
Zotu11650				1				
Zotu6258								1
Zotu16576								
Zotu7868					1			
Zotu16734								
Zotu7728								
Zotu6148		1	1	2	1		1	
Zotu13900								
Zotu5256				8	2	2	2	
Zotu14883								
Zotu10044					2		1	1
Zotu10811		1		2		1	1	
Zotu7391	3	4	3		5			3
Zotu9908						1		
Zotu15813						2		
Zotu7572	1	1	7	1	1			1
Zotu15041						1	1	2
Zotu18550								
Zotu7929								
Zotu19805		1				2		
Zotu8147								
Zotu5754		2			1	2		1
Zotu13391						2		1
Zotu5857	2	8	1			1	8	
Zotu9727						1	2	
Zotu2500		2	3	1	3	1		
Zotu7787							1	
Zotu2836		1	2					
Zotu8812								
Zotu7358	5		2	1	4			1
Zotu7720	2	2	6		3			2
Zotu4668	3	2	2	1	4		3	9
Zotu9042			3		1			5
Zotu19085							1	
Zotu13206	1	2				2	1	1
Zotu441	55	35	46	28	63	31	26	77
Zotu304	76	60	95	56	55	38	55	123
Zotu5340	1	2	2	3	1	3		4
Zotu11883		1						
Zotu1547	13	14	8	11	11	10	9	16
Zotu15785								
Zotu4579	2	1	1	2	4	1	2	3
Zotu8410		2						3
Zotu7304	1	1	2					1
Zotu448	29	41	35	44	36	22	28	59
Zotu930	17	13	7	24	25	21	7	26
Zotu6423		2	1					
Zotu4920	3	1	8	7	1	1	4	2
Zotu4118	2	5	3	8	5	7		
Zotu8063			5	3	2	1		
Zotu13905			2			1	2	1
Zotu19763	1	1			1			
Zotu7328	6	2	1	3	7	4		
Zotu828	30	35	48	30	34	12	38	54
Zotu6419	6	3	3	1	2	5	2	4
Zotu4193	6	3	6	5	2			3
Zotu16376		1	3					
Zotu13346	1	1	4	1		1		4
Zotu4131	6	8	5	1	3	3	6	3
Zotu16350								
Zotu4104	2	3	3		2		1	3
Zotu4038								
Zotu18797	1							
Zotu5775		1						
Zotu5053								
Zotu766	8	7	11	10	10	5	4	4
Zotu14984								
Zotu11064		1						
Zotu19778								
Zotu9320								
Zotu10589								
Zotu19040								
Zotu11054					1			
Zotu13001		1	3	5	1			
Zotu7629	1							
Zotu1815								
Zotu3000							3	
Zotu13833								
Zotu7259								
Zotu1913								
Zotu16657								
Zotu6794								
Zotu10195								
Zotu15384								
Zotu632								
Zotu1901								
Zotu5225								
Zotu18306								
Zotu10864								
Zotu6190								
Zotu656								
Zotu9257								
Zotu3415								
Zotu18710								
Zotu8334								
Zotu17772								
Zotu11659								
Zotu9609								
Zotu12820							1	
Zotu20776								
Zotu1345								
Zotu13101								
Zotu14670								
Zotu12123								
Zotu5549								
Zotu16283								
Zotu1942								
Zotu5992								
Zotu9903			1			3	4	
Zotu10301								
Zotu6269	1	2	3	2	9	1	1	6
Zotu5865	1		1					
Zotu7271								
Zotu6561			1		2			
Zotu14704						2		
Zotu3535	1			3	3	1	2	2
Zotu4265	1		2		3	1	5	1
Zotu3631	1				2			
Zotu12891			1					
Zotu6832		1			9			1
Zotu10174		3						
Zotu20379								
Zotu11782		2	2				1	1
Zotu14216								
Zotu9461			1					
Zotu9709								
Zotu11806								
Zotu4191								
Zotu9494					1			
Zotu2154								
Zotu16643		1			1			
Zotu3891	1	2		4	4	1	6	
Zotu12504								1
Zotu18934					1			2
Zotu17550								
Zotu12987	1	2					1	
Zotu2778			1					
Zotu11147								
Zotu11247								
Zotu6425								
Zotu12231								
Zotu7933								
Zotu10709	2			1	1	1	1	
Zotu11264	5			1				2
Zotu2811	1	4	1	3	3	4	3	6
Zotu16040								
Zotu4325	4		5	1	3	4	2	3
Zotu5001	1							
Zotu9983					1			
Zotu8446								
Zotu6476		1	1	4	4	2	1	1
Zotu12286								
Zotu13557	1	1			1		1	
Zotu18053								
Zotu18557								
Zotu14616				1				
Zotu12757			1	1				
Zotu16894								
Zotu1929								
Zotu18516								
Zotu8246			2	1				
Zotu6055	1			2	3	2		2
Zotu10487				4	5			2
Zotu12908								
Zotu16663								
Zotu9324								
Zotu11817				1				
Zotu16468			2	1	3	1	1	1
Zotu3482								
Zotu14876						1		
Zotu7454			1				1	1
Zotu2164	6	8	5	10	1	2	3	4
Zotu10499		1						
Zotu5560							11	
Zotu16167				1				
Zotu18415								
Zotu1200	3	4	3	4	12	3		2
Zotu13027				2	2			
Zotu15925		1	1					
Zotu13095								
Zotu20427								
Zotu17914								
Zotu1621	2		1	4	1		1	2
Zotu3142	1		1			1		1
Zotu6053			1	1				
Zotu17324								
Zotu13817								
Zotu13362								
Zotu1337	8	4	13	10	12	2	5	16
Zotu872	15	17	20	15	17	4	7	14
Zotu1779	4	6	9	1	9	1	5	8
Zotu13516								
Zotu1764								
Zotu19016								
Zotu10243								
Zotu16554								
Zotu4611								
Zotu4225								
Zotu11637					1			
Zotu4285								
Zotu7775								
Zotu8975								
Zotu2824								
Zotu8588	1							
Zotu8415	1		1					
Zotu2040								
Zotu16031								
Zotu14107							14	
Zotu3168	1						6	
Zotu15026								
Zotu12838				1				
Zotu4535			15	13	18	1	15	1
Zotu17131								
Zotu20364								
Zotu10813			3			1		1
Zotu15742	4							
Zotu5345							18	
Zotu4533		1				3	11	
Zotu13060		1						
Zotu18511								
Zotu8549								
Zotu17492								
Zotu14451	2	1			1			3
Zotu18907			1					1
Zotu16922								2
Zotu3067			1					
Zotu4138								
Zotu7649								
Zotu10321								
Zotu5557							2	2
Zotu5588								
Zotu4904								
Zotu435	1				12			
Zotu3385	1						3	
Zotu2938								
Zotu10627								
Zotu631		1	6		4	67	17	
Zotu3216		4						
Zotu10857								4
Zotu4112								
Zotu1673								
Zotu4490								
Zotu4400								
Zotu2656								
Zotu14542								
Zotu9255								
Zotu6740								
Zotu4311								
Zotu4669								
Zotu5807								
Zotu13693								
Zotu5253								
Zotu16972								
Zotu4664								
Zotu2261								
Zotu8250								
Zotu8248								
Zotu9491								
Zotu5410								
Zotu4301								
Zotu14527								
Zotu18063								
Zotu13417						3		
Zotu11056		1						1
Zotu2983								
Zotu16472								
Zotu17911		4			1	3		
Zotu18549					1			
Zotu5491								
Zotu7073		1					2	
Zotu2185		1						3
Zotu18555								1
Zotu13976			1					
Zotu5466			1			4		3
Zotu11428	1							
Zotu7737	1	1	2	1	1	3	1	
Zotu15131	1		3		2			
Zotu17721		1	2	1		1		2
Zotu4658	3						1	4
Zotu665	20	21	16	15	8	17	22	18
Zotu8139					1			
Zotu5315	2		4	1	1	2	2	
Zotu17229		1	1				1	1
Zotu918	4	9	11	2	4	12	7	2
Zotu14795					2			
Zotu7554	1					1		
Zotu1716	5	13	7	2		2	5	2
Zotu2543	3	5	4	2		1	3	4
Zotu20651				1				
Zotu1840	7	3	4	6	4	6	2	2
Zotu13907					1	1		1
Zotu7735		1	1					
Zotu9581		1			2			
Zotu8655	5		1		1	2		2
Zotu17516						1		
Zotu6856	1	2			3		1	3
Zotu15376							1	
Zotu9779							2	
Zotu3814	3		2	2	4		4	5
Zotu16204		1						
Zotu8844								
Zotu862		3		1	1	3		
Zotu5900								
Zotu20457							1	
Zotu13024		1						
Zotu13168								
Zotu1358			1	1	3	4	1	
Zotu5166		2						
Zotu2411				1				
Zotu1641	1	3	1	1	1	2	3	2
Zotu4264	1		1	1		3		
Zotu3686							16	
Zotu6725							7	
Zotu8670			4	1		5		
Zotu2586	2	2		1	2	3		
Zotu5365								
Zotu5058	5					1		
Zotu11941	1			1		1		
Zotu16163								
Zotu87			2	1		1		
Zotu194	1	1		1		1		
Zotu655								
Zotu16834								
Zotu1493								
Zotu484								
Zotu855								
Zotu10362	1							
Zotu14594							4	
Zotu18706				2			4	
Zotu10317		1		1				
Zotu13218	2			1				
Zotu2762	1		1		3		3	
Zotu11031		1						
Zotu16382								
Zotu8301	1	1			1		1	1
Zotu10563								
Zotu7188		1			1	1		
Zotu18151								
Zotu4202	1			1	3	2	9	7
Zotu10737		1	2		1		2	
Zotu17008	1						2	
Zotu9323	2				1			
Zotu15238								1
Zotu12588								
Zotu10115								
Zotu11194								
Zotu13628							2	1
Zotu6114	1	2	3	2	2		1	3
Zotu294				5			13	
Zotu4613								
Zotu379								
Zotu253	2							
Zotu1125								
Zotu8790								
Zotu14858								
Zotu74						3		
Zotu161		2				1	1	
Zotu643								
Zotu7022								
Zotu4110								
Zotu782								
Zotu2316								
Zotu2305								
Zotu7141								
Zotu264								
Zotu11219								
Zotu14759								
Zotu1003		3		2				
Zotu1095					4	7	10	
Zotu4054				3		2		
Zotu153				15			2	
Zotu279			2	3	3	5	22	
Zotu150		4	3	5	11	95	76	2
Zotu9804								
Zotu11947								
Zotu20619								
Zotu12568								
Zotu12560								
Zotu9455								
Zotu14634								
Zotu20414								
Zotu10925								
Zotu6355								
Zotu13288								
Zotu16903								
Zotu795	12	5	7	13	17	8	8	11
Zotu8696								
Zotu1020	11	6	11	13	11	7	12	7
Zotu1907	6		4	5	6	2	8	2
Zotu15734								
Zotu13311								
Zotu7860								
Zotu9398								
Zotu8528								
Zotu3783							4	1
Zotu4712					1			
Zotu6709						2		
Zotu10462								
Zotu15109		1			1			
Zotu16348								
Zotu16200			1		1		1	
Zotu18709	5	9	3	5	13	3	8	4
Zotu1729	1	1		1	1	2	1	2
Zotu1445	3				2		5	1
Zotu4299						1		
Zotu2570		1	2	5	2	1		
Zotu10862								
Zotu15859								
Zotu447	15	9	12	10	21	19	11	17
Zotu8309		1	4		2	1		2
Zotu2661	2	8	1	4	6	3	2	
Zotu1385	5	5	5	10	7	1	7	3
Zotu3639				3	3		2	
Zotu1903	1	5	1	3	5	4	7	4
Zotu2083	1	4	3		3	1	4	3
Zotu1539	6	4	7	5	12	6	5	9
Zotu17389								
Zotu7422		1	1	4	1	1		
Zotu1071		1	1	1	4	4		
Zotu1584		15		1	2	5	1	1
Zotu806	3	9	3	9	22	7	6	4
Zotu8877	1				1	1		
Zotu4865	2	1	3	1	10		2	1
Zotu5445							1	
Zotu7428		1	1	3	4	3		3
Zotu1408	6	5	10	10	12	9	6	4
Zotu6303		1	1	1	10		3	1
Zotu5508	2	5			9		2	8
Zotu13737					1			
Zotu3929			1	2	2		3	
Zotu957	5	12	5	4	28	9	6	1
Zotu7028								
Zotu1169								
Zotu1196		5					44	
Zotu1049	11	11	9	6	26	11	20	10
Zotu2712	1	2	1	1	3	4		3
Zotu418		4	5	4	12		27	5
Zotu5484							3	
Zotu5261					1		3	
Zotu13772								
Zotu1328	4	4	1		2		2	8
Zotu7313								
Zotu3502		1	2			3		
Zotu3123	2	1	7	2	1	1	4	
Zotu8817								
Zotu18727								
Zotu14166		1	1	2	1			2
Zotu1174								
Zotu6429					1	18		
Zotu3945	1			1	1	1		2
Zotu1086	10	12	9	14	16	9	2	8
Zotu275	39	16	6	18	16	92	7	1
Zotu11189			1		1			1
Zotu19424					4		4	
Zotu3752								
Zotu10882								
Zotu11322								
Zotu13533								
Zotu7327						16	4	
Zotu9641				1	1	3	3	
Zotu10082								
Zotu11240			1	1		2		1
Zotu2579		9	15	1	18	2	2	7
Zotu8777								
Zotu1263			1					
Zotu552	1	5	1	6	1	7	2	
Zotu454	7	1	4	6	2	4	6	8
Zotu2915		2		1	1	1	3	3
Zotu949	3	2			4	3	7	
Zotu2981	1							1
Zotu1183	5	1	5		1	2	3	5
Zotu4114								
Zotu1593			1			1	2	
Zotu19949								
Zotu1865				1	1	1	2	
Zotu6360								
Zotu5766								
Zotu17041						1		
Zotu6354	1							1
Zotu20599								
Zotu11254								
Zotu19244								
Zotu2501								
Zotu3745								
Zotu4545								
Zotu7950								
Zotu10375								
Zotu15842		2	1					1
Zotu15867	1					7		
Zotu11390								
Zotu17307		1						3
Zotu19974				1				1
Zotu8908								
Zotu2195		1	21		1	1	1	11
Zotu20354		1	1			1		
Zotu12078		1					1	3
Zotu13868								1
Zotu14573					1			
Zotu13871			1					
Zotu9052		1						
Zotu6678	1					1	2	
Zotu17653								
Zotu3153		3	6	1		4		2
Zotu4981	4		7		1			
Zotu5065	3		10		1	1		1
Zotu15185		1						1
Zotu2587	2			1	9	4	1	34
Zotu8994								
Zotu7161								
Zotu11998								
Zotu16950				1				
Zotu12263								
Zotu12293								
Zotu10489								
Zotu5398						2		2
Zotu15044								
Zotu4959								
Zotu12945								
Zotu3141	1	3	6	2	6	2	2	16
Zotu16988								
Zotu17212								
Zotu18999								
Zotu17356						1		1
Zotu16662					3			1
Zotu17591					4			
Zotu15909								
Zotu6038								
Zotu4723							1	
Zotu3974						1		
Zotu8322								
Zotu12919								
Zotu19712								
Zotu11018								
Zotu13785								
Zotu20112								
Zotu7344				1				
Zotu17830								
Zotu2683	6		2	26	5		4	35
Zotu9640					4			
Zotu1225						4		
Zotu1031			1					1
Zotu2651	3					10		
Zotu661	63	20	30	54	19	27	1	13
Zotu10854								1
Zotu19357								
Zotu14167								
Zotu12274								
Zotu13744						1	1	
Zotu6361		4					8	
Zotu20295								
Zotu17240	1							
Zotu6154	1							
Zotu16392		1						
Zotu16315			1					
Zotu17637								
Zotu19797								
Zotu11159					1			
Zotu15008								
Zotu3991								
Zotu10454	1	2		2		1		2
Zotu2911	7		9		3			10
Zotu2059						2		
Zotu14785			1					
Zotu8470				1				1
Zotu12412								
Zotu9430							1	
Zotu12250		2						
Zotu13607					1			
Zotu12415								
Zotu17729								
Zotu3797								
Zotu16207					1	2		
Zotu14517								
Zotu20747			2					
Zotu6978								
Zotu15529			1			1		
Zotu15850					1			
Zotu17577								1
Zotu16920						1		
Zotu10551								
Zotu6152					2	1		
Zotu18174								
Zotu12834	2			1				
Zotu3096	2		1	2			5	1
Zotu17198			1					
Zotu14678								
Zotu16077								
Zotu8569					20		8	
Zotu20288								
Zotu14633							2	
Zotu17948								
Zotu11997								
Zotu19593								
Zotu8753								
Zotu17232								
Zotu3350		13	11			1	4	1
Zotu14565								
Zotu6868								1
Zotu14024								
Zotu1875				2	2			1
Zotu18833								1
Zotu8574								
Zotu9081			2					
Zotu4586			3			1		
Zotu3774								
Zotu12325								
Zotu8619			1			1	3	
Zotu17054					1			
Zotu19985								
Zotu7408						1		2
Zotu19410								
Zotu11708			2	2	1			
Zotu16092								
Zotu18275								1
Zotu16159	1							
Zotu18203						2		
Zotu16522								
Zotu17561								
Zotu16703								
Zotu5881								
Zotu18631								
Zotu14598			1				1	
Zotu18068						1		
Zotu12128						1		
Zotu3103	1							
Zotu9582								
Zotu13063								
Zotu18142								
Zotu20761								
Zotu1061	2		2	2		1	1	2
Zotu3015					2		1	
Zotu18617								
Zotu14089			2					
Zotu19010								
Zotu8170								
Zotu1623		1					2	1
Zotu12253	1							1
Zotu10008			3	1				
Zotu16456					2			
Zotu18564		1						
Zotu20061								
Zotu19646								
Zotu20421								
Zotu14907								
Zotu12079				2				
Zotu12377								
Zotu9957	1	2	1					2
Zotu20719								
Zotu15403								
Zotu20589		1						2
Zotu15204								
Zotu14807								
Zotu19500								
Zotu3203	3	3		1		2		
Zotu14831								
Zotu16103								
Zotu16089			1	2				1
Zotu19279								
Zotu19717								
Zotu14175								
Zotu10427				1				
Zotu5010				1				
Zotu16203	1							
Zotu9514								
Zotu14950								1
Zotu12014								
Zotu3429								
Zotu14281		2		1				1
Zotu16225								
Zotu16495								
Zotu15484				1				
Zotu19098								
Zotu13563								
Zotu14345								1
Zotu10520								
Zotu14671								
Zotu15626								
Zotu14343								
Zotu17201								
Zotu12161								
Zotu20717		1				1		
Zotu14708								
Zotu17906								
Zotu18830	1			1				
Zotu2876			1					
Zotu15147				1				1
Zotu19062	1				1			
Zotu19245								
Zotu5685								
Zotu14433								
Zotu15031						2		
Zotu20257								
Zotu2350	5	1						3
Zotu9297								1
Zotu19280								
Zotu17447								
Zotu18785						1		
Zotu11104							3	
Zotu15664								1
Zotu17422								
Zotu19082								
Zotu10659	2							
Zotu6418	1				2		1	
Zotu17218								
Zotu20202								
Zotu15402								
Zotu19650								
Zotu18084								
Zotu12041			3		3			1
Zotu12493								
Zotu19857		1						
Zotu17858								
Zotu19991								
Zotu20066		1						
Zotu9787	1	1			3	2	1	1
Zotu14964				1				1
Zotu12023								
Zotu15223								
Zotu18194					1			
Zotu11301						1	1	2
Zotu17017								
Zotu2979	7	5	5		1		1	2
Zotu8904		1						
Zotu16929			1				1	
Zotu18204	1							
Zotu20643	1							
Zotu9788								
Zotu19263				1			1	
Zotu9106	2				2		2	1
Zotu13254								
Zotu14341							1	
Zotu20248								
Zotu2153								
Zotu5435			1				6	
Zotu13445								
Zotu17813				1				
Zotu6451		1	1		2	2		1
Zotu11133	2	2	3		1	1	1	
Zotu16556								3
Zotu4727		2		1				
Zotu19886								
Zotu12045							1	
Zotu19159								
Zotu19762								
Zotu7686	2	1	2	2				
Zotu10679			2			1		4
Zotu6432			2	1	6	1	3	1
Zotu20083					2	1		
Zotu12501	3			1				1
Zotu13275	2							
Zotu16033								
Zotu13621								
Zotu17083								
Zotu19327	1	1			1			
Zotu10133								
Zotu10447								
Zotu17643	1							
Zotu20535								
Zotu10119			1		1			
Zotu13555							1	
Zotu6233	3	8		1	2	4	10	
Zotu12004					1			
Zotu8930	1		2		1			1
Zotu13791							3	
Zotu19626								
Zotu20097								
Zotu19525							1	
Zotu16171								
Zotu18325								
Zotu11726								
Zotu17927								
Zotu15025								1
Zotu19289			1					
Zotu11499								
Zotu19061								
Zotu14179					1		1	1
Zotu18652								
Zotu4859								
Zotu13941		2	1					
Zotu18320								
Zotu13942							2	
Zotu9587					2			1
Zotu20602								
Zotu16183							1	
Zotu6155								
Zotu3026								
Zotu9862						1	1	
Zotu20734								1
Zotu12071								
Zotu14536					3			
Zotu1527	1	2	2	3	2	2		2
Zotu10339			1			2		1
Zotu11862								
Zotu11891	2	1		1			7	
Zotu20844							2	
Zotu20136								
Zotu20461	1							
Zotu15809	1	1						
Zotu19636					1		5	
Zotu3744			1					
Zotu17946								
Zotu9028	2		2	2		2		
Zotu14365								
Zotu5011								
Zotu14264								
Zotu8725				4		2		
Zotu14830								
Zotu11753								
Zotu12469			1					
Zotu19582						1		
Zotu10289								
Zotu2802								
Zotu13043								2
Zotu15442								
Zotu797		1	2	6				
Zotu1954								
Zotu5363								
Zotu6784								2
Zotu8942								
Zotu11801								
Zotu9996	1					1		
Zotu4783		3	1	1	2	3		8
Zotu11255	1	1	1					
Zotu9293				2			1	
Zotu19693	2			1	1			
Zotu4610	1	1	3	2	1	1	2	1
Zotu12573	2		1		2		2	2
Zotu3222					1		1	
Zotu2307		2		1		2		2
Zotu2342	1			1			1	
Zotu8981								
Zotu6103	1	1						
Zotu11457								
Zotu16804					2			
Zotu5005				1				
Zotu8161	4		1		2	2		
Zotu18547								
Zotu18749								2
Zotu16266				3				
Zotu6708		1					2	1
Zotu9450		2						
Zotu11138	1	3			3			
Zotu18846						1		
Zotu7856	1					2	1	1
Zotu9207	3							
Zotu9783	1			1	1			
Zotu12200								
Zotu15832	1			4	1			2
Zotu6824	1	2	5	2	3		2	1
Zotu5835	2	2			1			
Zotu7718								
Zotu20455								
Zotu19677								
Zotu5984				1		2		
Zotu146	47	57	48	78	65	39	48	41
Zotu561	8	4	6	15	11	11	7	7
Zotu249	17	10	20	26	22	14	16	12
Zotu480	3	5	8	13	5	5		17
Zotu1341	8	8	1	7	7	12	2	5
Zotu1062	3	2	4	9	2	2	2	2
Zotu5189	5	4	2	2	3	1	2	
Zotu3678	2	2	3	7	2	2	5	2
Zotu10664	2	1						
Zotu17894	3	4	1	3	4	4	3	2
Zotu17847	1		1	3				
Zotu4683								
Zotu18693			1		1			
Zotu6145		1						
Zotu11802								
Zotu18042								
Zotu10472								
Zotu5562								
Zotu2738			1		1			
Zotu2358		1		1	3	1		1
Zotu7389	1	4		1			1	
Zotu1103		2	4	6	2	1	5	2
Zotu2067	1	4	5	2	7	4	2	2
Zotu3368	3		3	1		1	1	
Zotu13733							1	
Zotu3626	1	2	1	4			2	
Zotu12141	5	1	1	1		1		
Zotu5290	1				2			1
Zotu1151	1	1	2	1		1	1	2
Zotu3685								
Zotu2462		1	1		1	1	1	
Zotu10177								
Zotu3394	1	6	2	2		5	6	
Zotu6747	2	2		1		3		1
Zotu20450				1				
Zotu3573		1			1	1	1	2
Zotu14755		1	2			1	1	
Zotu17714								
Zotu1135				1				1
Zotu8060		1	1	1	3	4		1
Zotu5873			2		1			
Zotu4742				2				
Zotu11592								
Zotu16940								
Zotu12792								
Zotu3693					1		3	
Zotu6406		1		1		4		
Zotu15621								
Zotu2169			3			1		1
Zotu2720		1	1		1	3		1
Zotu6007					1	1		1
Zotu20658	1				1			
Zotu17977								
Zotu19363	1	1	1					
Zotu13453				8		1	1	
Zotu6793								
Zotu10471						1		
Zotu3478								
Zotu5773								
Zotu20368	1					1		
Zotu16090								
Zotu12866			1					3
Zotu9780	2	2	1	1			2	1
Zotu19786	3		1					1
Zotu6102	2	2	3		2	5	1	5
Zotu8141	2	1	1	1	1		2	
Zotu19323	1	1						
Zotu9032	2	3	2	3	2	2	3	5
Zotu16567	1						2	1
Zotu6749			1		3		1	4
Zotu17654				1				1
Zotu9119	3	2		2		1	1	
Zotu562	4	1	7	4	2	3	3	17
Zotu9272								
Zotu888	15	26	19	25	12	28	53	20
Zotu12470			2	3		2		
Zotu4566	1					1		
Zotu8524								
Zotu5207			2		1			1
Zotu11473								
Zotu15027								
Zotu449								
Zotu1531			1				1	
Zotu672			3			4		2
Zotu12848			1					
Zotu1587	2	1	3		6	1		8
Zotu12533								
Zotu2397								
Zotu4365					1			
Zotu7992								
Zotu17411								
Zotu5829								
Zotu5602								
Zotu145								
Zotu4993								
Zotu6557								
Zotu14128	1							
Zotu7475								
Zotu17106								
Zotu13617								
Zotu18393								
Zotu14793					1			
Zotu19162								
Zotu8755								
Zotu16289								
Zotu16129								
Zotu16565								
Zotu12678								
Zotu11611	1				1	1	1	
Zotu5414		1			2	1		
Zotu2027	1	7	3	4	3	1		1
Zotu20499								
Zotu1748	4	1	12	3	4		4	
