ID	rs_f_1	rs_f_2	rs_f_3	rs_f_4	rs_f_5	rs_f_6	rs_f_7	rs_f_8
Zotu12366	1	1	3		3		1	1
Zotu2653	5	2			1	3		2
Zotu3778	5	2	4	3	7	1	4	1
Zotu3348	2	2	8	4	3	9	6	4
Zotu2535	11	5	12	9	23	15	7	11
Zotu3811	2	4	5	1	1	1	1	
Zotu15688								
Zotu14444	4	2		4		1		
Zotu2566	9	3	18	2	5	12	1	5
Zotu1132	35	15	29	11	16	19	12	12
Zotu7979	64	20	52	31	54	37	38	30
Zotu3646	9	6	5	1	6	8	2	3
Zotu16135	6	3			1			
Zotu7542	6			1	1			
Zotu19093								
Zotu17313	1	1				1	1	
Zotu5446		1		1				
Zotu13313	2							
Zotu15919	1							
Zotu8048	2	1	2					
Zotu12983								
Zotu6260		2			2	1		
Zotu13586							1	
Zotu19435	1							
Zotu15205								
Zotu5786	4		2				4	
Zotu5159	3		1					3
Zotu7243								
Zotu9283		1			1			1
Zotu6069				1	1	1	2	3
Zotu13466			1		3	1		
Zotu16465				3	1	1		2
Zotu11158								
Zotu568		19	22	3	7	45	12	29
Zotu9054		1				1		1
Zotu15611								
Zotu15377								
Zotu17295				1				
Zotu648	6	8	4	11	3	18	1	8
Zotu18468								
Zotu3710		2		1		2		
Zotu8925				2			1	1
Zotu12676				1		5		
Zotu12877	1		3					
Zotu1240	15	3	13	9	6	11	10	9
Zotu6618	2	1	1		2			3
Zotu14537			1	2			6	1
Zotu19476	7		2		4		2	
Zotu5232	9	1	4	3	7	6	6	4
Zotu7497	16	7	9	7	16	14	13	11
Zotu13476	2					1	2	
Zotu3433		1	1	5	6	2	5	4
Zotu3721	1	1	3	3	2	4	5	7
Zotu8140	3	4	4	2	4	5	2	3
Zotu20787	3					2		3
Zotu1597			4		3	2		2
Zotu1787	3	4	4	4	1	2	1	1
Zotu19090	1	2	2	2	4	4	1	1
Zotu17418			2	1	1			
Zotu8491								
Zotu15911		1			3	1		
Zotu4323			1	1		1	2	1
Zotu13818				1				
Zotu16328								
Zotu2168	3	1	7	2	2		2	
Zotu13694								
Zotu16043								1
Zotu10356								
Zotu20249								
Zotu6935								
Zotu8428		2						1
Zotu1873	1	1	1		2		1	1
Zotu1079	1	6	8	2	5	7	4	7
Zotu1379	4	1	6	6	7	4	7	3
Zotu8281				1				
Zotu4377		2			2		1	
Zotu2407		1	2	2	1	1	1	
Zotu2000	10	18	13	2	12	9	7	11
Zotu1711	4	1	1	3	10	6	5	28
Zotu11272								
Zotu1126	5	2		1	3	1		7
Zotu2291	2	3	2	7	7		1	1
Zotu19779			1					
Zotu4739	6	1		26	2	6	1	8
Zotu15057								
Zotu5701								
Zotu119	6	4	2	5	4	6	4	5
Zotu16690	1			1			1	
Zotu240						1		
Zotu433								
Zotu625	14	18	17	16	7	23	18	8
Zotu7133					1	1		
Zotu18728								
Zotu3499	1	5	5	4	3	2	2	15
Zotu19640				3		1		4
Zotu8947								
Zotu6119	32	15	36	23	29	42	21	13
Zotu18638	4	3	14	4	7	6	8	8
Zotu17775	19	9	23	14	14	17	6	14
Zotu18001	6	5	10	7	8	8	5	3
Zotu2610	17	13	27	31	30	49	4	43
Zotu1186	56	38	41	22	40	34	27	17
Zotu334	118	61	48	67	89	74	65	35
Zotu268	129	94	132	225	150	113	100	77
Zotu1496	20	23	16	19	32	12	9	13
Zotu128	53	58	64	49	65	78	42	35
Zotu821	57	42	44	35	69	58	59	17
Zotu338	100	85	120	97	87	66	112	60
Zotu224	170	83	124	129	152	111	109	53
Zotu1012	4	5	12	7	4	62	19	5
Zotu11312	7	1	2		1	4	2	
Zotu2895	4	1	4	4	6	2	1	1
Zotu244	116	74	120	214	140	110	56	107
Zotu1298	19	28	30	23	28	28	13	18
Zotu467	40	54	53	51	52	32	34	10
Zotu951	16	8	27	42	32	18	7	21
Zotu1346	22	11	17	18	51	13	22	12
Zotu16921	52	18	27	27	34	29	12	17
Zotu19099	2	1	2	2		2	2	1
Zotu12594	1							
Zotu645	71	66	75	42	57	62	36	22
Zotu7755	3		1		1	1	2	
Zotu2598	11	3	9	7	2	9	7	3
Zotu4514	2	4	7	8	2	1	2	4
Zotu10262	1					1		1
Zotu12964	3	1	5	3	3	11	2	3
Zotu17521	15	10	12	8	9	11	6	5
Zotu14013					1		2	
Zotu13778	11	5	15	3	9	6	1	4
Zotu20151	16	8	26	15	17	16	6	7
Zotu13	983	941	1016	831	1120	1009	621	556
Zotu972	39	40	44	27	72	48	46	16
Zotu108	147	163	139	106	179	128	113	43
Zotu60	133	160	193	119	174	157	108	80
Zotu866	50	21	66	35	49	32	23	20
Zotu130	60	72	81	72	98	61	40	35
Zotu551	17	13	27	18	33	19	12	10
Zotu1007	21	20	21	9	33	16	26	5
Zotu174	34	36	41	17	37	38	21	13
Zotu326	24	30	28	39	34	34	26	17
Zotu231	84	100	62	49	77	55	32	36
Zotu261	61	54	50	44	77	29	24	14
Zotu850	34	32	28	12	42	33	18	22
Zotu361	35	25	39	30	49	24	20	31
Zotu15512	1		3		2	4	1	1
Zotu2396	6	11	9	5	5	9	5	7
Zotu1718	8	11	17	7	18	12	8	7
Zotu3640	2		4	5	4	5		5
Zotu962	32	31	43	31	34	31	28	42
Zotu1395	11	6	11	18	7	5	2	7
Zotu11972	2	1	5	3	1	4	2	3
Zotu871	6	13	7	8	10	6	4	6
Zotu3753	5	6	5	3	4	1	2	2
Zotu84	86	94	121	58	99	82	81	55
Zotu1054	5	2	10	8	15	6	11	4
Zotu4929	1	1			1	2	1	
Zotu3468	30	28	37	27	46	31	18	17
Zotu91	179	131	189	148	206	149	126	83
Zotu4411		3	1		6		2	1
Zotu6593	5		7	4	8	8	3	2
Zotu107	58	78	72	55	110	74	52	30
Zotu2390	6	12	3	4	15	11	4	5
Zotu2973	4	3	7	2	3	3	4	1
Zotu7661	24	20	20	12	22	8	22	13
Zotu17889	8	9	17	11	16	12	4	12
Zotu55	636	489	494	444	431	518	313	277
Zotu4060	2	3	6	3	6	4	8	8
Zotu4293	3	2	1	1	2	2	2	5
Zotu1100	23	41	42	47	36	39	25	26
Zotu10771			1	1	2	1	2	1
Zotu9961								
Zotu2085				4		7		4
Zotu8601			1					
Zotu8071	9	8	1	3		4		1
Zotu2345	14	11	10	4	17	4	20	4
Zotu1065	22	23	24	15	19	12	17	13
Zotu2662	5	4	1	1	6	1	2	3
Zotu6110		2		1	1	2	1	3
Zotu202		1				1		5
Zotu5095				2		6		1
Zotu11573								
Zotu4334	2							
Zotu16413				1				
Zotu14602				2				
Zotu7138		1			1			
Zotu13005								
Zotu8558								
Zotu14164				2		1		
Zotu16057								
Zotu16677				1				
Zotu8576								
Zotu18297								
Zotu15639							1	
Zotu6566	2							
Zotu8894								
Zotu16944								
Zotu3942		1	3	3		2		
Zotu20631								
Zotu1105	1	3		4	2		1	3
Zotu11103	1	1						
Zotu15211								
Zotu18977								
Zotu19173								
Zotu10826		2						
Zotu11548								
Zotu14037								
Zotu20019			1				2	
Zotu14208								
Zotu14913								
Zotu19553						1		
Zotu7973								
Zotu16257								
Zotu14074								
Zotu10881								
Zotu16449								
Zotu11269			1					
Zotu18897								
Zotu17199	1						1	
Zotu18667						2		
Zotu19588			1				1	
Zotu7723								
Zotu13080		1						
Zotu13775	2		1					
Zotu11161								
Zotu3972								
Zotu20503								
Zotu3884		1				1		
Zotu20576								
Zotu15608	2	1					5	
Zotu16072								
Zotu18580								
Zotu11595	1							
Zotu19223								
Zotu12553								
Zotu12008	2	2						3
Zotu14504	1	1		1	1	1	1	
Zotu11664								
Zotu15353				1				
Zotu20807								
Zotu16298	1							
Zotu13023						2		
Zotu17004				2		1		1
Zotu14579	2		1	1	2	1		
Zotu20620								
Zotu6785							1	
Zotu11951					1			
Zotu3386	1				1	1		
Zotu12165								
Zotu1343	4	2	2	7	3	2		4
Zotu181	26	33	51	34	24	65	12	35
Zotu574	2	4	11	3	2	3	2	8
Zotu3126	2	1	1	2	2	3	1	4
Zotu4900	2		1			1		1
Zotu2574	2	2	1	1	5	1	3	2
Zotu4113	2	2	3	3	2	2	1	4
Zotu14001								
Zotu6724	2	6		3		1	4	
Zotu1682	2	5	3	3	1	3	3	7
Zotu6236				1		1		
Zotu3821		1		1		2		1
Zotu7877				3				
Zotu9146								2
Zotu2485						2	1	2
Zotu18077	1							
Zotu7722				1				
Zotu12760								
Zotu10875			1					
Zotu6294					2			
Zotu7669								
Zotu7648	2	1			2		3	1
Zotu4823			1	1	1			
Zotu1439	2	2	4	5	7	6		4
Zotu2872	1		1	1	2		3	
Zotu4190	1			1	1	1	1	
Zotu16161								
Zotu1055	3	2	1	1	7	3	4	1
Zotu7115	1			2				
Zotu3784		2		2	5	1	1	
Zotu6351				3				1
Zotu5291								
Zotu31		2	2	8	2	4		1
Zotu3097		1		3	1	7	2	
Zotu12214								1
Zotu9380						6		
Zotu13867								
Zotu11500		1	1			1		
Zotu13208								
Zotu7918								
Zotu9617				1		1		
Zotu18458								
Zotu615	1					2		
Zotu17766								
Zotu13305								
Zotu12006				2		1		
Zotu19514					4			
Zotu18985						1		
Zotu15571								
Zotu18411	1							
Zotu2346								
Zotu8253		1		1		2	1	
Zotu9756		2						1
Zotu13987			2		1	1		
Zotu14905			2		4			
Zotu11600								1
Zotu17860	1							
Zotu15656								
Zotu9292				2				
Zotu969				1	7	3		1
Zotu3834						1		
Zotu2789		1	2	4	1			
Zotu4085			1	4	1	1		
Zotu5361	5		3			3		
Zotu6882						2		
Zotu16752	3							
Zotu16196								
Zotu15287								
Zotu15375								
Zotu16042								
Zotu14901								
Zotu9040		1	1					
Zotu10138			1					
Zotu19643								
Zotu20801								
Zotu14691							2	
Zotu17038								
Zotu14196								
Zotu5109	1		1	1		1		1
Zotu15091	1							4
Zotu9082			1					
Zotu10528								
Zotu10706								2
Zotu2791	2	3			4		1	6
Zotu9418					2			1
Zotu1747	8	3	1	1	5			5
Zotu2722		1	1		2	1		8
Zotu2937	5	2						2
Zotu12347								
Zotu5558								2
Zotu7620				1	2			4
Zotu11981			1					
Zotu11504		3	2				1	3
Zotu5921	3	2	2	2				2
Zotu16290								
Zotu16980								
Zotu14018			1					
Zotu16268	7							
Zotu2119	6	4		1		2		
Zotu4546	2	1			1	5	3	
Zotu10916		1						
Zotu20836								
Zotu11150		2					3	
Zotu6862		1	3		1	2		1
Zotu9919		3		1		1		
Zotu13144					1			
Zotu17226								
Zotu18534								
Zotu12219								
Zotu11955				1	2			
Zotu16227								
Zotu18029							2	
Zotu18558				1			1	
Zotu14199							1	
Zotu15404								
Zotu7095					1			
Zotu19933								
Zotu19598								
Zotu9560			1					
Zotu6299				1		3		
Zotu8204							1	
Zotu6276					2			
Zotu14885								
Zotu19742								
Zotu7596			1		1		1	
Zotu14931								1
Zotu16634						1		
Zotu20788								
Zotu12359								1
Zotu12166			1			2	1	
Zotu8711								
Zotu20451				1				
Zotu10405		1			3		2	
Zotu20241	1				1		1	
Zotu6914	15	3			3		28	
Zotu17132								
Zotu987	4	24	2		1	3	6	3
Zotu2784	3	2	1		1	4	3	17
Zotu1374	6	8	2	3	10	3	1	7
Zotu12798								
Zotu952	23		46	15	5	10	20	46
Zotu1464	13	2		12	1	7	1	30
Zotu7082	1		2					
Zotu13336			3					
Zotu16454								1
Zotu6520						14	3	1
Zotu11908								
Zotu4047	4							6
Zotu7696							3	
Zotu19046					1			
Zotu15416								
Zotu3317	2	3			4			3
Zotu9825								
Zotu16028								
Zotu19335								
Zotu20119								
Zotu16675								
Zotu6589								
Zotu1568	4	4	4	4	4	4	3	6
Zotu1559	4	4	3	5	1	3	2	7
Zotu10400			1			1		1
Zotu17666								
Zotu8478	1	3	2					
Zotu10267					1	1		
Zotu2155	4		4	2	4			6
Zotu3238	2		5				1	2
Zotu12506								
Zotu1514	1	1	3		4	2	4	13
Zotu3833		1	1		2		1	4
Zotu19281								
Zotu471	1	10	18	2	2	5	12	17
Zotu1185	2	8	10	2	7		5	4
Zotu14305								
Zotu9083					1			
Zotu9291								
Zotu15686								
Zotu12876						1		
Zotu19623								
Zotu16927								1
Zotu959		7	2	4			1	3
Zotu6127		1						
Zotu5645	2	1		1				2
Zotu6401		1	1			1	2	
Zotu8364							1	4
Zotu15340								1
Zotu20594				1				
Zotu16287								
Zotu8672								
Zotu9687	2				1	3		
Zotu8639				1		1		6
Zotu6168	4							2
Zotu1943		2	1	1	3			17
Zotu8831					1			1
Zotu19641							1	
Zotu17095		1						
Zotu17599	1			1				
Zotu1738	4	2	3		2	2	3	2
Zotu8303	3	4		2	1		1	6
Zotu14195								
Zotu18141								
Zotu14348								2
Zotu12901			1					
Zotu15090		1			2			
Zotu10292				1	1			1
Zotu7269	2	1		1		2		5
Zotu4497	5	2	1	1	2			7
Zotu11874				2	1	1	1	
Zotu5137		1		1		4		4
Zotu12173		4						
Zotu13517			1					1
Zotu17195	3		1			2		1
Zotu8040		1						1
Zotu12691	1							
Zotu14868	14							
Zotu16275								
Zotu5130	2			1		2		6
Zotu9858		1				1	1	1
Zotu10783			2		3			2
Zotu9978		1	1		2	1		1
Zotu2795	3	1	1	1	2	1		4
Zotu4447	3					2		2
Zotu3791	1	2		2	1		4	11
Zotu11044								
Zotu2516	1							5
Zotu19965								
Zotu13840		1		1				
Zotu6694						1		
Zotu11333		1			1	1		
Zotu19847								
Zotu15946	1				1			
Zotu15681			1	2		4		
Zotu13022								
Zotu5632		1			1			
Zotu13543				2				
Zotu11723		2						
Zotu13309						3		
Zotu3994		2				1		2
Zotu18258					1			
Zotu8024		1	1		1			1
Zotu2523	2	2		1	4	5		1
Zotu3327	5	13	1					
Zotu15694	1							1
Zotu2514	1	1	3	3	1	6	4	1
Zotu4892	3		1	2	4		3	1
Zotu18658		1						
Zotu20531								
Zotu15965						2		
Zotu1259						3		
Zotu17652								
Zotu12646		1						
Zotu1784	3	7	2	8	6		2	20
Zotu3838	2	3		1			3	3
Zotu18133	1	3					1	
Zotu11448				1				1
Zotu15992			2		2			
Zotu1927								
Zotu5133	1	3	7		8		2	1
Zotu10140							1	
Zotu15726								
Zotu1894		3	3	3	4	1	2	6
Zotu5357	1	1			3			
Zotu9941								
Zotu12640		2						
Zotu16325		1				1		
Zotu4671			1				10	4
Zotu5784	1						3	
Zotu2399				1		1		3
Zotu1497		5	3	2	6	2	6	
Zotu14524								
Zotu523	7	6	19	6	9	12	16	10
Zotu948	8	5	11	5	9	3	18	8
Zotu1109	1	6	12	2	2		4	8
Zotu3202	1				3			
Zotu4530								2
Zotu2409	3	6	2	1	2	1		10
Zotu5439	2	1			2		6	
Zotu757	15	20	30	9	27	7	26	31
Zotu83	73	88	52	55	117	24	103	101
Zotu1801	4	7	4	2	1	2		1
Zotu3125		3	3	4	3		1	
Zotu11523			1					
Zotu13538								1
Zotu12298								
Zotu7600	1	1					2	2
Zotu8539								
Zotu2089	1	5			5		6	2
Zotu10711			1					
Zotu12686								
Zotu15988								
Zotu10950								
Zotu7805		1	3		1			
Zotu18695							3	
Zotu11055	4		1	1			2	
Zotu7955		1		1				
Zotu14495			1					1
Zotu2266		2	3		1		3	1
Zotu1301		1	1		3			2
Zotu12967				1			1	
Zotu1627	4	8	3	5	6	2	9	3
Zotu609	3	3	2	2	5	3	9	8
Zotu705	2	3	2		3	2	5	5
Zotu472	5	11	14	4	14	2	25	9
Zotu556	2	2	8	1	5	1	4	4
Zotu6936				2		1		
Zotu10165						1	1	
Zotu16446					1			
Zotu13059		1			2		1	
Zotu19955								
Zotu16851								
Zotu11402			1	1				
Zotu7501								
Zotu10606		2			2			
Zotu18158								
Zotu14994				1				1
Zotu7909			1					
Zotu18048								
Zotu10109					2			
Zotu18855								
Zotu18984		1			2			
Zotu9883								2
Zotu18125								
Zotu9713		1						
Zotu12734					3			
Zotu16646			1					
Zotu17157					1			1
Zotu5707					2			1
Zotu6300								
Zotu2327	1	1	1		1		3	5
Zotu4306		3	1	1			1	
Zotu18358								
Zotu11880		4						
Zotu9475				1				
Zotu5371								
Zotu4793		1	1					2
Zotu10932						1		
Zotu2020	6	4	1	1		2	2	2
Zotu5030			1			2	2	
Zotu12294								1
Zotu6011					3	4		1
Zotu7421							1	
Zotu13556								
Zotu13793								
Zotu5763								
Zotu13104								
Zotu6706			1					
Zotu13320								
Zotu5115								1
Zotu7978					1			2
Zotu11956						1		
Zotu6864				2				
Zotu11656						1	3	
Zotu7467	2				2			
Zotu8593					3			
Zotu19145								
Zotu8373								
Zotu19167								
Zotu6533			1					
Zotu12107								
Zotu12010						1		
Zotu15662								
Zotu12068								
Zotu13843								1
Zotu18723		1						
Zotu8096								
Zotu10239								
Zotu15642								
Zotu14735								
Zotu15730							1	
Zotu18570								
Zotu3944			1					2
Zotu3020	1	9	1		2	1	2	
Zotu3299	1		1	1	1		1	
Zotu16327						1		1
Zotu8508	1	3				1		2
Zotu1022	7	10	8	8	12	6	10	9
Zotu2707	3	2	5	3	3	7	2	2
Zotu12528			2	1		1		
Zotu3809								
Zotu4465	1		1			1		
Zotu7177	1			2				
Zotu11092	2	3		1			1	
Zotu11745	1				1			
Zotu5640		3	1		1	1	2	1
Zotu1402	9	6	18	7	30	10	42	6
Zotu15587				2				
Zotu5090								
Zotu6723	1							1
Zotu10409	1							
Zotu8887								
Zotu10037								
Zotu5323			1	1	1			
Zotu14605		1						
Zotu8510								
Zotu14750								
Zotu20111								
Zotu15115							2	
Zotu19559			1					
Zotu20210								
Zotu2322	7	2	4	2	4		2	2
Zotu14110	1	1		1	4	1		
Zotu10982								
Zotu11833		1						
Zotu16802	1							
Zotu13132						1		
Zotu5389		1	1	1	1	1	5	
Zotu3066	4			7	1			4
Zotu5957		2	1		2			
Zotu5547	2	1					4	
Zotu8208						1		
Zotu12953		1						
Zotu9212	1						1	
Zotu409	3	13	6	27	7	5	9	9
Zotu5627			1	1	1			
Zotu17509								
Zotu5224	3		1		1	1	1	1
Zotu16338	3							
Zotu11287							1	
Zotu16685								
Zotu18876								
Zotu13355								
Zotu13738	1							
Zotu16742		3						
Zotu16741								
Zotu17417								
Zotu7086	1		2					2
Zotu13085								
Zotu3448								1
Zotu4634							2	
Zotu16989						1		
Zotu19336								
Zotu1814			6	1	2	1	2	2
Zotu12407								
Zotu1759				3	2		2	2
Zotu6023	1			1	1			1
Zotu7924			1		1			1
Zotu2505		4	1			1		
Zotu11435								
Zotu11973		1	1					
Zotu16908						1		
Zotu7990				1				
Zotu12409								
Zotu4676		1	3	3		1		
Zotu17818								2
Zotu2488	1	3	1				3	
Zotu4200		2						
Zotu8986					1			1
Zotu1372	4	5	10	6	5	8	11	7
Zotu7527			1			1	1	
Zotu12047								
Zotu8291						3		
Zotu820	2	1	2	1	5	4		2
Zotu13284								
Zotu16521								
Zotu13003	3							1
Zotu14890	1							
Zotu14930								
Zotu13560								
Zotu13950								2
Zotu7407	1							
Zotu4811		3	1	2	1			
Zotu8939								
Zotu6845					1			1
Zotu10969	1							
Zotu8452								
Zotu3889		1			1		3	3
Zotu11109						1		
Zotu14008								
Zotu6528			1					1
Zotu17764								
Zotu12232			1		2			
Zotu10000	1		1			2		
Zotu1479	4		2	1	5	6	9	6
Zotu5603					1			
Zotu2094	2	2	1	2	1	2	4	1
Zotu10902								
Zotu18195								
Zotu16466		1						
Zotu7500		1						
Zotu11461								
Zotu8745	1	1				5	1	
Zotu18602								
Zotu14087								
Zotu19097								
Zotu7410	1	1			1			
Zotu8933			1					
Zotu17520								
Zotu9113					1			
Zotu18795								
Zotu2955	2	4	1		2	1		1
Zotu11458		1			1			
Zotu11509		1				2		
Zotu18016								
Zotu10003		1			2			1
Zotu19845								
Zotu19400			2	3				
Zotu6728								2
Zotu1708								
Zotu4076		1	2	1	3			
Zotu9556								
Zotu10066								
Zotu5631		1						
Zotu9989					1			
Zotu11167	1							
Zotu11427			1					
Zotu6124	1	1	1		1	1	1	1
Zotu16647		1			1			1
Zotu4809		4	2	1	11	1		
Zotu3675	1		3		1			1
Zotu8062								
Zotu14591								
Zotu7821							1	1
Zotu1398	1							
Zotu10258								
Zotu9349			1			1		
Zotu19671						1		
Zotu18623								
Zotu800	3	11	4	4	4	5	9	6
Zotu3530		1	2	2	6		2	
Zotu9465				1				
Zotu10975								
Zotu7260								
Zotu12336					2			
Zotu12833					1			
Zotu11080					2			
Zotu17142					2			
Zotu7048				1				
Zotu17155								
Zotu14842								
Zotu20380								
Zotu16668								
Zotu2763								
Zotu6637								
Zotu15891								
Zotu5015				1				
Zotu10271	1							
Zotu2779								3
Zotu6136					2			
Zotu10907								3
Zotu5726	1				3			
Zotu16193								
Zotu13050								
Zotu15461				1				
Zotu14753					1	1		
Zotu18729					1		1	
Zotu9185	1			1	1	1		
Zotu13701		1				1		
Zotu19839		1						
Zotu6982		3	1					
Zotu5652		1	3				3	1
Zotu13841					1			
Zotu9429								
Zotu1179	11	2	1	2	5	3	2	5
Zotu3513	1		3	1	6			1
Zotu9569								
Zotu11552					1			1
Zotu5803							4	
Zotu17635								
Zotu18036						1		
Zotu9417								
Zotu19350								
Zotu10789								
Zotu17482						2		
Zotu13332								
Zotu12653		1						
Zotu2131	1	1	1	4	3	2	2	1
Zotu6297					1			2
Zotu7446		1						
Zotu9856		1						
Zotu16618				1				
Zotu11327		1						
Zotu13088								
Zotu15884								
Zotu14487								
Zotu18593								
Zotu16876	1							
Zotu17086							3	
Zotu19800			1					
Zotu17645								
Zotu2873	1		1	1				4
Zotu11712					2			
Zotu17555								
Zotu14294								
Zotu13016			2		3			1
Zotu10034								
Zotu19944								
Zotu3760		2				1		
Zotu5931								1
Zotu14915								
Zotu6699								
Zotu3862		2		1				1
Zotu13836	2	4				1		
Zotu4822						3		1
Zotu7459	1	1		3			2	3
Zotu19570								
Zotu11053	1					1		3
Zotu2641	1	1			1			3
Zotu3926	3	1		4	3			4
Zotu7750			1	1				
Zotu7148				2				2
Zotu17829								
Zotu2928		4		3				
Zotu3190								
Zotu19594								
Zotu12718								
Zotu19853								
Zotu20746								
Zotu15515								
Zotu19337								
Zotu12105								
Zotu12497			1					
Zotu7883			1	1				
Zotu12329								
Zotu10125								4
Zotu16208								1
Zotu13936							1	1
Zotu15426								
Zotu5146	1		1	1			1	
Zotu7638			1	1			2	
Zotu7157	1			4	1			1
Zotu18714								
Zotu19664							1	
Zotu2645	5	3	5		2	2		
Zotu11142			1					
Zotu17372								
Zotu17315								
Zotu6064		1	3	1		1		
Zotu11791					2			
Zotu5653					1			
Zotu6471				1				
Zotu14764								
Zotu8432								
Zotu14538								
Zotu12751								
Zotu2186		1		4	2		1	13
Zotu6174	2							
Zotu7469							4	
Zotu9850					1			1
Zotu17788								
Zotu7917	4			2				1
Zotu14129	2			1		1		
Zotu15580								
Zotu6565	1	4		3				2
Zotu14411								
Zotu7811	1			2	1			1
Zotu13800			1					1
Zotu12356							2	
Zotu4775		3	3	2	1			1
Zotu12794								
Zotu6090	1		1	3	2			3
Zotu5280								
Zotu19395			1					
Zotu17081								1
Zotu6710				2	2			6
Zotu14298								
Zotu17012								
Zotu3610			2		1	3		1
Zotu5507	2			1			1	
Zotu10501					3			
Zotu12817								
Zotu8803					1	1		
Zotu11127								1
Zotu3379		1		1	1		3	3
Zotu5423	2	2		2				2
Zotu17027				1	2			
Zotu16707							1	1
Zotu4980			1		2			
Zotu9299								
Zotu10660	2	1		1	1			
Zotu6616			1			1		4
Zotu11513						1		
Zotu15443								
Zotu19745								
Zotu16582								
Zotu4495			2	1	1		1	
Zotu16584								1
Zotu10775					1	1		
Zotu20701					2			1
Zotu2023	1	1		2	3			1
Zotu11789		1						
Zotu6246				1				
Zotu312	19	27	19	4	14	10	5	21
Zotu20191		1						1
Zotu6963								
Zotu17562								
Zotu17512								
Zotu19730								
Zotu12297								
Zotu14482								
Zotu7911		2			1	1		
Zotu16253								
Zotu16515			1	2				
Zotu16170		1						
Zotu11733					1	1		
Zotu17278								
Zotu19936								
Zotu18351								
Zotu5922	2			1	3		1	
Zotu13691				1	1	1		
Zotu6611								
Zotu1308								
Zotu9633				1				
Zotu18540								
Zotu13498						1		
Zotu2681								
Zotu18405								
Zotu3872			1					
Zotu16380								
Zotu14979	1			3				9
Zotu13467								
Zotu7491				1	1		1	
Zotu9515					3			
Zotu10559	2							
Zotu19246								
Zotu16609								
Zotu19820								
Zotu19984								
Zotu3796			2	2	2	2		
Zotu4279		3	6	4	3		1	1
Zotu9211	1		1					1
Zotu12897			1		4		1	1
Zotu5358		2					1	
Zotu9439								
Zotu14809								1
Zotu14938								
Zotu9059								
Zotu14919								
Zotu18660					1			
Zotu19013								
Zotu19415							1	
Zotu12429								
Zotu3435	1	1		4	3	6	2	
Zotu3700		1	4	3	9	3	4	3
Zotu5662					3	1		2
Zotu14618								1
Zotu12735								
Zotu19580								
Zotu14161								
Zotu6937		1			2			
Zotu14503			1	1				
Zotu11989								
Zotu19065								
Zotu17075								
Zotu2868			3	4	1	1	2	2
Zotu11007						2	1	
Zotu5877		2	1	1				3
Zotu7881		1		1	1	3		
Zotu19219								
Zotu11156			1	1				
Zotu13528		1				1		
Zotu17239								
Zotu11749								
Zotu17182								
Zotu10869								
Zotu13902								
Zotu17488								
Zotu6078					1			1
Zotu12269								
Zotu17876			3					
Zotu13021								1
Zotu15322							1	
Zotu5375		1						
Zotu12507								1
Zotu18576								
Zotu17611								
Zotu8326					1			
Zotu7118	1							
Zotu16181				1				
Zotu6442					1			
Zotu11930	1							1
Zotu13829								
Zotu4638	1		1	6	2	1	2	4
Zotu6631			2					
Zotu3480			1		5		4	1
Zotu15300					1	1		
Zotu12167								
Zotu9344								
Zotu18398								
Zotu10156	2		1					2
Zotu12334						1		
Zotu17293								
Zotu241	3	3	1	3	1	1		5
Zotu114	1	3		1				7
Zotu32	6	7	8	15	9	8	4	53
Zotu165	1	4		2		2	1	2
Zotu51	9	4	1	2	1	2	1	8
Zotu122	4	2	1		4	2		8
Zotu942	1							
Zotu485				3	2		2	4
Zotu7450					2			
Zotu20695								
Zotu17325								
Zotu3967			1		1			
Zotu11777	2							
Zotu15725								
Zotu2808	3	8	1			2		
Zotu4869								
Zotu3568				2				
Zotu6245		1						
Zotu5717						2		
Zotu10052								
Zotu14151					1			
Zotu12322		1						1
Zotu16079			1	1				
Zotu6999		1					2	
Zotu17795					1			
Zotu14223				2				
Zotu10655		1		2	2	1		
Zotu943	1	5	2	5	1	4	2	7
Zotu19988				1				
Zotu1118	2	1	1	1	3			1
Zotu1215			3	3	2		2	2
Zotu995			2	6	4			3
Zotu878	1			7	2	4	2	1
Zotu4075								
Zotu16471								3
Zotu13786								6
Zotu16015				1				2
Zotu17349								
Zotu2170	2							1
Zotu2650								
Zotu13518								
Zotu27	11	8	11	26	24	8	7	69
Zotu4720		1	1					1
Zotu2302				1		1		
Zotu11705								
Zotu34		2	5	12			1	44
Zotu110	6	6	7	15	13	8		15
Zotu37	15	5	11	40	14	12	6	38
Zotu339	2		2	1				2
Zotu278	5	3	4	22	11	1	2	4
