ID	bs_cd_1	bs_cd_2	bs_cd_3	bs_cd_4	bs_cd_5	bs_cd_6	bs_cd_7	bs_cd_8
Zotu1250	5	4		5	3	2	2	7
Zotu675	9	10	3	15	4	5	7	3
Zotu3210	1	4		3	3	1	1	4
Zotu7988			1		2			1
Zotu11292		1			2			
Zotu540	27	34	8	16	26	13	17	14
Zotu790	10	9	32	9	17	6	18	7
Zotu2755		1		3	1	1	4	
Zotu4216			1	1	2		2	1
Zotu400	6	14	4	8	5	6	6	13
Zotu24	37	71	88	89	86	36	60	86
Zotu1892			2					
Zotu18820								
Zotu7145								
Zotu19813								
Zotu10688		1						
Zotu2693		2	1					
Zotu3824								
Zotu4718								
Zotu17677								
Zotu8654							1	
Zotu16245								
Zotu12366	1				1	1	2	2
Zotu2653	5		1	2		1	1	6
Zotu3778	1	1		7	2	2	1	
Zotu3348		1	1					
Zotu2535	1	8	2	2	3			
Zotu3811		4			1		1	
Zotu15688					1			
Zotu14444								
Zotu2566			3	1	24			
Zotu1132	1	4	8		1	1	1	3
Zotu7979			1	2	22			6
Zotu3646		2	1			2	3	
Zotu16135					2		2	
Zotu7542								
Zotu19093								
Zotu17313								
Zotu5446								
Zotu13313								
Zotu15919								
Zotu8048								
Zotu12983								
Zotu6260								
Zotu13586								
Zotu19435								
Zotu15205								
Zotu5786							1	4
Zotu5159	2		1	14	1	2	1	
Zotu7243								
Zotu9283								
Zotu6069					4	1	2	
Zotu13466	2							2
Zotu16465								
Zotu11158	2				1	2	1	
Zotu568								
Zotu9054								
Zotu15611								
Zotu15377								
Zotu17295								
Zotu648								
Zotu18468								
Zotu3710								
Zotu8925								
Zotu12676								
Zotu12877								
Zotu1240	1	3			4		2	3
Zotu6618			1					
Zotu14537								
Zotu19476								
Zotu5232	1		2		1			
Zotu7497			4		2	2	1	2
Zotu13476	1			2				
Zotu3433	3	4	1	10			4	1
Zotu3721	2	6	1	10	7		4	4
Zotu8140	2	2		3	1	1	3	4
Zotu20787		1	1		2		4	
Zotu1597	5	1	9	6	9	8	2	6
Zotu1787	1	5	4	3	9	10	4	8
Zotu19090	1			4	4	1	5	1
Zotu17418			1			2	1	
Zotu8491	1		1	4	1	1		2
Zotu15911			2	1				
Zotu4323	1	3		1	2		2	
Zotu13818								1
Zotu16328								
Zotu2168	7	3	3	5	6	1	3	6
Zotu13694							1	
Zotu16043								
Zotu10356						2		2
Zotu20249								
Zotu6935						3		
Zotu8428					2			
Zotu1873		3	4	4	1	1	4	4
Zotu1079	2	1	2	1	10	2	3	3
Zotu1379	3	2		5	6		1	1
Zotu8281		2	1				3	1
Zotu4377		1	6		3	3	1	
Zotu2407	6	6	5	9	4	5	3	7
Zotu2000	1			2	3			
Zotu1711								
Zotu11272								
Zotu1126		1				2		
Zotu2291		2	2	4	6			
Zotu19779								
Zotu4739	1							
Zotu15057								
Zotu5701								
Zotu119		3	2	10	1	2		4
Zotu16690								
Zotu240	1							
Zotu433								
Zotu625	2	2		3	1			1
Zotu7133	1			3	1		4	1
Zotu18728								
Zotu3499						1		
Zotu19640				1				
Zotu8947								
Zotu6119	3	9	5	9	12	9	9	12
Zotu18638	9	3	2	6	4	2	9	3
Zotu17775	1		2	4	2	1	2	6
Zotu18001	1	1	4	10	2	1	1	2
Zotu2610								
Zotu1186	8	10	6	5	6	8	7	2
Zotu334	7	18	38	9	12	8	7	24
Zotu268	6	15	38	11	8	7	14	22
Zotu1496		1	1		1		1	
Zotu128	34	50	54	48	56	46	52	50
Zotu821	4	9	16	18	19	5	19	13
Zotu338	5	9	15	8	12	8	15	10
Zotu224	23	23	8	11	16	7	18	21
Zotu1012		1	12	3	3		2	3
Zotu11312	1		9				4	2
Zotu2895			2					
Zotu244	3	3	38	4	12	4	2	10
Zotu1298		3	3	1	3	1	2	5
Zotu467	12	7	17	6	13	5	10	8
Zotu951		3	65	2	12		6	9
Zotu1346	2		1		2		3	4
Zotu16921							1	
Zotu19099								
Zotu12594								
Zotu645	1	7	3	3	6	1	4	4
Zotu7755			1					
Zotu2598		3	6	1			3	13
Zotu4514			10	1				
Zotu10262				1				2
Zotu12964				2				4
Zotu17521		1					1	
Zotu14013	1		2	2				1
Zotu13778			2		1			
Zotu20151	2	1	2	3				1
Zotu13	247	340	314	322	350	277	353	329
Zotu972	5	13	21	22	15	8	15	26
Zotu108	32	68	45	49	38	30	36	42
Zotu60	96	123	118	109	162	89	117	112
Zotu866	9	12	10	13	13	4	10	17
Zotu130	73	88	55	84	65	63	53	66
Zotu551	10	24	14	18	10	6	16	16
Zotu1007	11	6	17	9	19	8	14	11
Zotu174	46	38	61	38	73	50	48	49
Zotu326	34	51	26	42	39	32	58	27
Zotu231	14	14	26	35	19	11	17	21
Zotu261	15	28	27	19	22	13	17	21
Zotu850	6	8	14	7	7	16	9	5
Zotu361	23	25	21	38	19	30	29	30
Zotu15512					1			
Zotu2396	1	2	3	1	3	2	1	1
Zotu1718			1	3	5	3	2	1
Zotu3640								
Zotu962	6	14	18	25	11	17	31	16
Zotu1395	3	2	2	2	2	1		2
Zotu11972		1	3	2	1		1	1
Zotu871	8	10	12	6	10	22	12	10
Zotu3753	2		8	3	6	2	4	6
Zotu84	59	83	109	98	125	106	98	70
Zotu1054	9	5	9	7	11	4	12	8
Zotu4929				1	7	8		
Zotu3468	6	9	15	16	9	4	12	22
Zotu91	45	63	79	52	83	58	62	68
Zotu4411	4	2		9	6	2	1	3
Zotu6593		2	1	2		4		
Zotu107	74	54	103	80	114	105	73	90
Zotu2390		7		8	5	2	3	1
Zotu2973	1	1	1	4	9	2		3
Zotu7661	2	5	12	4	3	5	7	8
Zotu17889				1				
Zotu55	18	17	25	13	35	22	24	22
Zotu4060							1	
Zotu4293								
Zotu1100							2	
Zotu10771								
Zotu9961								
Zotu2085								
Zotu8601								
Zotu8071								
Zotu2345						1	1	
Zotu1065				1	1		4	
Zotu2662			1				2	
Zotu6110								
Zotu202								
Zotu5095			1					
Zotu11573								
Zotu4334								
Zotu16413								
Zotu14602								
Zotu7138								
Zotu13005								
Zotu8558								
Zotu14164								
Zotu16057								
Zotu16677								
Zotu8576								
Zotu18297								
Zotu15639								
Zotu6566				1	1			1
Zotu8894					1		1	
Zotu16944				1				
Zotu3942	2	1	1		3	1	2	3
Zotu20631		1						
Zotu1105	10	5	11	5	11	27	4	4
Zotu11103		2		1	2	1	2	
Zotu15211		2	2				1	
Zotu18977								
Zotu19173								
Zotu10826								
Zotu11548		1						
Zotu14037								
Zotu20019		1			1			
Zotu14208								
Zotu14913								
Zotu19553								
Zotu7973				1				2
Zotu16257								
Zotu14074								
Zotu10881			2				1	
Zotu16449								
Zotu11269						1		1
Zotu18897					1	1		2
Zotu17199								
Zotu18667	1				1		1	1
Zotu19588								
Zotu7723								3
Zotu13080								
Zotu13775								
Zotu11161	1			1		1	1	1
Zotu3972			2	3	2			2
Zotu20503				3				
Zotu3884			1	1				
Zotu20576	1							
Zotu15608								
Zotu16072			1					
Zotu18580						1	1	
Zotu11595						2		4
Zotu19223								4
Zotu12553								
Zotu12008								
Zotu14504			1					
Zotu11664								
Zotu15353								
Zotu20807								
Zotu16298						1	1	
Zotu13023								
Zotu17004								
Zotu14579	1					1		
Zotu20620								
Zotu6785		5		1		3	1	1
Zotu11951								
Zotu3386	4		5		2	3	5	
Zotu12165				1		1		
Zotu1343	2	9	5	5	11	1	3	5
Zotu181	10	12	10	14	21	11	15	10
Zotu574	14	9	14	13	27	22	14	10
Zotu3126		1		3	1		1	
Zotu4900		1						
Zotu2574	2	2	4		1	3	3	4
Zotu4113								
Zotu14001								1
Zotu6724								
Zotu1682			1					
Zotu6236	1	1			1	3		
Zotu3821		1						
Zotu7877					1			1
Zotu9146		1			1			1
Zotu2485	3	4	6	5	11	3	3	1
Zotu18077							1	
Zotu7722								
Zotu12760	1				1			
Zotu10875	1					1		1
Zotu6294	1	6		1				2
Zotu7669		1		1				1
Zotu7648					2			
Zotu4823	1				3			
Zotu1439		1			2	2		
Zotu2872			2		1	1		3
Zotu4190		5	1		2		4	2
Zotu16161	1		1					1
Zotu1055	19	11	14	14	11	11	9	5
Zotu7115								
Zotu3784								
Zotu6351					1			
Zotu5291								
Zotu31			1					
Zotu3097		1	27	2		2		6
Zotu12214								
Zotu9380				1				
Zotu13867				2				8
Zotu11500								
Zotu13208						1		
Zotu7918								
Zotu9617	10	4						
Zotu18458				1				
Zotu615								
Zotu17766							1	
Zotu13305								
Zotu12006								
Zotu19514								
Zotu18985						1		
Zotu15571								
Zotu18411								
Zotu2346								
Zotu8253								
Zotu9756								
Zotu13987								
Zotu14905								
Zotu11600				2				
Zotu17860								
Zotu15656					1			
Zotu9292								
Zotu969								
Zotu3834								
Zotu2789								
Zotu4085								
Zotu5361		1						
Zotu6882								
Zotu16752								
Zotu16196			2	1				
Zotu15287					1			
Zotu15375							1	
Zotu16042								
Zotu14901								
Zotu9040			2			1		
Zotu10138				1				
Zotu19643								
Zotu20801								
Zotu14691								
Zotu17038								
Zotu14196								
Zotu5109			1	1			1	1
Zotu15091								
Zotu9082								1
Zotu10528								
Zotu10706					1			
Zotu2791	11	6	1	4	5	2	6	2
Zotu9418		1			2			1
Zotu1747	1	7	2	11	19		7	10
Zotu2722	9	10	4	4	5	2	4	4
Zotu2937	2	5	2		7	5	3	3
Zotu12347	2					1		1
Zotu5558		4	3	3	1	1		1
Zotu7620		1						1
Zotu11981								
Zotu11504					1			
Zotu5921	1							
Zotu16290								
Zotu16980					1			
Zotu14018								
Zotu16268								
Zotu2119			1					
Zotu4546			1					
Zotu10916			1					
Zotu20836								
Zotu11150								
Zotu6862								
Zotu9919								
Zotu13144								
Zotu17226					1			
Zotu18534								
Zotu12219								
Zotu11955								
Zotu16227								
Zotu18029								1
Zotu18558								
Zotu14199								
Zotu15404				1				
Zotu7095	1	1						
Zotu19933						2		
Zotu19598								
Zotu9560								
Zotu6299								
Zotu8204								
Zotu6276		2	1	1		1		1
Zotu14885	2							
Zotu19742								
Zotu7596								
Zotu14931								
Zotu16634							1	
Zotu20788								
Zotu12359				1				2
Zotu12166								
Zotu8711					1			
Zotu20451								
Zotu10405								
Zotu20241								
Zotu6914								
Zotu17132								
Zotu987								
Zotu2784						1		
Zotu1374					2			
Zotu12798								
Zotu952								
Zotu1464								
Zotu7082								
Zotu13336								
Zotu16454								
Zotu6520								
Zotu11908								
Zotu4047								
Zotu7696								
Zotu19046								
Zotu15416		2	1					
Zotu3317								
Zotu9825								
Zotu16028		2						
Zotu19335							1	
Zotu20119						1		
Zotu16675		1			2			1
Zotu6589	1		1		2		2	1
Zotu1568	6	6	5	4	2	2	1	2
Zotu1559	4	4	1	3	3		5	
Zotu10400		3		2				2
Zotu17666								
Zotu8478					2			
Zotu10267	1							1
Zotu2155	5	3		2			2	4
Zotu3238		1						
Zotu12506								
Zotu1514	4	3	1	2	3			1
Zotu3833			2				1	
Zotu19281								
Zotu471	8	21	17	11	13		6	11
Zotu1185	5	4	5	1	5	2	7	5
Zotu14305								1
Zotu9083	3	1		3			3	1
Zotu9291		1	3	3				
Zotu15686								
Zotu12876	4							
Zotu19623								
Zotu16927							2	
Zotu959	16	8	5	3	2	1	10	4
Zotu6127		1	1	1			3	2
Zotu5645					1			
Zotu6401								1
Zotu8364								
Zotu15340	2	1						
Zotu20594							2	
Zotu16287			1					
Zotu8672								
Zotu9687	1							
Zotu8639								
Zotu6168								
Zotu1943								
Zotu8831								
Zotu19641								
Zotu17095			1				1	
Zotu17599								1
Zotu1738		1			4			
Zotu8303								
Zotu14195								
Zotu18141								
Zotu14348								
Zotu12901								
Zotu15090								
Zotu10292	1							
Zotu7269		1			1		1	
Zotu4497				1	1			2
Zotu11874				1				
Zotu5137		2		3				1
Zotu12173				1				1
Zotu13517								
Zotu17195								
Zotu8040								
Zotu12691								
Zotu14868								
Zotu16275				1				
Zotu5130								
Zotu9858		1		1				
Zotu10783		1		1				
Zotu9978								
Zotu2795	2	1	2		5	2	3	3
Zotu4447		1	1	1				
Zotu3791	2	2						
Zotu11044	1							
Zotu2516	2	8	3	1	2	1		4
Zotu19965								
Zotu13840		2	3		1			
Zotu6694		1	1	1	4		2	
Zotu11333					1			
Zotu19847			1					1
Zotu15946								
Zotu15681								
Zotu13022								
Zotu5632								
Zotu13543								
Zotu11723								
Zotu13309								
Zotu3994								
Zotu18258								
Zotu8024								
Zotu2523								
Zotu3327								
Zotu15694			2	1				
Zotu2514		4						5
Zotu4892								1
Zotu18658								
Zotu20531								
Zotu15965				3				
Zotu1259	1	1	2	1	6			1
Zotu17652					1			
Zotu12646							2	
Zotu1784								
Zotu3838					3			1
Zotu18133								
Zotu11448								
Zotu15992							1	
Zotu1927								
Zotu5133								1
Zotu10140	2							
Zotu15726	2							
Zotu1894					1		2	5
Zotu5357	2			1	3	1		1
Zotu9941					2	1		
Zotu12640								
Zotu16325								
Zotu4671				5				
Zotu5784								2
Zotu2399		1			6			
Zotu1497	3		3	1	4	1		
Zotu14524	1							
Zotu523	6	2	9		6	1		3
Zotu948				1	2	1		4
Zotu1109	2	1	1		4	1		
Zotu3202		1						1
Zotu4530		1						
Zotu2409				3			3	
Zotu5439								
Zotu757	5	1		15	1		7	2
Zotu83	28	28	20	26	39	8	29	25
Zotu1801	3			1		1		
Zotu3125	2			3			1	
Zotu11523								
Zotu13538	2					1		
Zotu12298						1	1	
Zotu7600	1	1				1	1	
Zotu8539	1	4			1		1	
Zotu2089		4		1	4	2	1	3
Zotu10711	2							
Zotu12686								
Zotu15988								
Zotu10950				1				
Zotu7805		1						
Zotu18695		1						
Zotu11055								
Zotu7955				1	2	1		
Zotu14495		1						
Zotu2266	5		1	2	4	1	2	2
Zotu1301	6	1		5	14	6	4	4
Zotu12967						1		
Zotu1627	1	1		1	2		6	2
Zotu609	20	7	4	3	24	4	11	15
Zotu705	11	5	1	3	20	4	5	3
Zotu472	7	6	4	9	20	2	19	15
Zotu556	16	15	10	11	16	15	11	13
Zotu6936		3			1			
Zotu10165								
Zotu16446								
Zotu13059								
Zotu19955								
Zotu16851								
Zotu11402					1			
Zotu7501		2						
Zotu10606								1
Zotu18158								1
Zotu14994			1					
Zotu7909								
Zotu18048								
Zotu10109		1	2					
Zotu18855								
Zotu18984								
Zotu9883								1
Zotu18125								
Zotu9713	1							
Zotu12734								
Zotu16646								
Zotu17157								
Zotu5707	2	2	1	2		1	1	1
Zotu6300		2			2		1	1
Zotu2327	3	1	1	6	3	1	1	1
Zotu4306	2	2		3			2	3
Zotu18358								
Zotu11880								
Zotu9475	1				1			
Zotu5371								
Zotu4793	1		1	3	4	3	3	
Zotu10932						1	1	2
Zotu2020	10	5	4	3	5	4	4	4
Zotu5030	2	1	1	1	3	1	3	
Zotu12294		1						
Zotu6011	3	2	1	2		2		1
Zotu7421						1	2	1
Zotu13556	1			1	1	1		
Zotu13793								
Zotu5763								
Zotu13104			1	4	1			
Zotu6706			1	2	1	1		4
Zotu13320	1			1				2
Zotu5115		1				2		1
Zotu7978	1	1					1	
Zotu11956				1			2	
Zotu6864			1	1				
Zotu11656	1		1	1	3		1	3
Zotu7467	3	1		1		2	1	
Zotu8593			1	1	1	1		3
Zotu19145								1
Zotu8373	1	1	1			2	1	
Zotu19167	1			2				
Zotu6533				1		8		1
Zotu12107		1				1		1
Zotu12010						3	1	
Zotu15662	1							1
Zotu12068								
Zotu13843								
Zotu18723								
Zotu8096								
Zotu10239						1		
Zotu15642	1					1		
Zotu14735	1	1						
Zotu15730								
Zotu18570								
Zotu3944		1	1	1	2	2		
Zotu3020			2		7	3		
Zotu3299	1	2	3	2	2	1	3	4
Zotu16327	1	3	1					
Zotu8508								
Zotu1022	5	4		5	2	7	3	7
Zotu2707	3		4	3		1	2	2
Zotu12528		1			1			
Zotu3809								
Zotu4465								
Zotu7177								
Zotu11092								
Zotu11745				1	4		2	
Zotu5640		1		2				
Zotu1402	3	1	5	2	2	4	3	1
Zotu15587								
Zotu5090			7	1		2		2
Zotu6723								
Zotu10409					1			1
Zotu8887		5					1	1
Zotu10037	1			1				
Zotu5323		1	2	5	2		4	2
Zotu14605								
Zotu8510				2				
Zotu14750						1	1	
Zotu20111	1		1					1
Zotu15115				1		3	1	3
Zotu19559			2		1			
Zotu20210		1						
Zotu2322								1
Zotu14110								
Zotu10982		1						1
Zotu11833								
Zotu16802								
Zotu13132								
Zotu5389								
Zotu3066								
Zotu5957								
Zotu5547								
Zotu8208			2			2		1
Zotu12953	1					1		
Zotu9212	4	4		1		1	1	
Zotu409	2					1		1
Zotu5627		1			2	1	1	1
Zotu17509		1				1		
Zotu5224		1						
Zotu16338								
Zotu11287	2		1			1		
Zotu16685								
Zotu18876								
Zotu13355	1	1						
Zotu13738								
Zotu16742			1					
Zotu16741	1					2		
Zotu17417	1				1			
Zotu7086			2	1		3		
Zotu13085								2
Zotu3448		3	1				1	
Zotu4634	4	1	3	2		2		3
Zotu16989			2			1		
Zotu19336								
Zotu1814	7	7	12	6	14	3	3	9
Zotu12407	2					1		
Zotu1759	12	11	8	12	9	8	7	7
Zotu6023				2	1	2		1
Zotu7924	1		2			1		4
Zotu2505	1	5	3	6	1	4	2	2
Zotu11435	1			1				
Zotu11973								
Zotu16908		2						
Zotu7990	1	1	1	1	1			1
Zotu12409						2		
Zotu4676	3	2	1	1	5	1	1	3
Zotu17818		1						
Zotu2488	10	4	2	5	9	4	1	3
Zotu4200	3		1		2	1		2
Zotu8986						1		2
Zotu1372	6	6	3	6	4	8	3	9
Zotu7527		1						
Zotu12047		1				1		
Zotu8291								1
Zotu820	18	11	7	7	1	18	11	15
Zotu13284								
Zotu16521								
Zotu13003	1					1		
Zotu14890								
Zotu14930								
Zotu13560	1							
Zotu13950	1	1						
Zotu7407	3					1		
Zotu4811	2				1			1
Zotu8939								
Zotu6845					1			
Zotu10969			1		1			
Zotu8452		1		1				
Zotu3889	4			1				
Zotu11109								
Zotu14008								
Zotu6528	2					1		
Zotu17764								3
Zotu12232								
Zotu10000	1	2		1			1	2
Zotu1479	5	3	3	9	7	1	10	7
Zotu5603				1				1
Zotu2094	9	1	4	1	2	3	3	2
Zotu10902		4						
Zotu18195						1		
Zotu16466						1		2
Zotu7500	1	1	2			1	3	1
Zotu11461		1						
Zotu8745			1					
Zotu18602		3						
Zotu14087						1		
Zotu19097				1			1	
Zotu7410	2			2	3	3	1	
Zotu8933				1	1		1	1
Zotu17520					1			
Zotu9113								1
Zotu18795								
Zotu2955	7	5		1	3	2	1	4
Zotu11458								
Zotu11509		1				2		3
Zotu18016	1							
Zotu10003								
Zotu19845								
Zotu19400			1					
Zotu6728				2		1	2	4
Zotu1708								
Zotu4076	1		1		3	3	1	
Zotu9556			1					
Zotu10066	1			2				1
Zotu5631	3	2	1	1		2		
Zotu9989								
Zotu11167					2			
Zotu11427					1	2	2	1
Zotu6124								1
Zotu16647			1				1	
Zotu4809				1			2	
Zotu3675	2			2	6	3		5
Zotu8062	1	1				1		1
Zotu14591	1							
Zotu7821		1		1		1		
Zotu1398	14	14	15	17	8	8	12	33
Zotu10258	2	1	3		1			2
Zotu9349		1		1	1	2		
Zotu19671	2							2
Zotu18623								
Zotu800	5	14	9	6	2	16	15	14
Zotu3530	1	1		2			1	1
Zotu9465	1					1		
Zotu10975			1		2			
Zotu7260	1		7				1	2
Zotu12336						1		
Zotu12833				2			2	
Zotu11080							1	
Zotu17142		1						
Zotu7048		4	1	2	3	3		3
Zotu17155			1					
Zotu14842			1			2		
Zotu20380						2		
Zotu16668		1					1	
Zotu2763	3	3	2	1	2	9	2	9
Zotu6637	1	1	2	1	1		3	3
Zotu15891				1	1			
Zotu5015	1	2		1			1	4
Zotu10271				1			1	1
Zotu2779	2	4	3	4	5	12	2	2
Zotu6136	2	1	2	2		4	3	4
Zotu10907				1				
Zotu5726				2				1
Zotu16193								
Zotu13050								
Zotu15461								
Zotu14753								
Zotu18729								
Zotu9185	1		1			1		
Zotu13701			1					
Zotu19839								
Zotu6982								
Zotu5652								
Zotu13841								
Zotu9429								
Zotu1179	3	4	1	2	9	4		1
Zotu3513		2	1				3	1
Zotu9569				1	1			
Zotu11552	1	1						
Zotu5803	1		1	1				
Zotu17635				1				
Zotu18036								
Zotu9417								
Zotu19350								
Zotu10789						2		
Zotu17482						2		
Zotu13332								
Zotu12653								
Zotu2131	3	13	2	3	3	12	2	6
Zotu6297								1
Zotu7446		1	2			2	1	2
Zotu9856		1						2
Zotu16618						1	1	
Zotu11327	1							1
Zotu13088					1	2	3	
Zotu15884								
Zotu14487		1			2			
Zotu18593								
Zotu16876		2		1				
Zotu17086					1			
Zotu19800								
Zotu17645								
Zotu2873	4	6	2	2		5	1	1
Zotu11712		1		1				
Zotu17555								
Zotu14294					2			1
Zotu13016								2
Zotu10034			1					1
Zotu19944	1				1	2		
Zotu3760	2	4	2			6		1
Zotu5931								
Zotu14915								1
Zotu6699	1	2				1		
Zotu3862		1		2			2	2
Zotu13836								
Zotu4822	2	1		3		4	2	1
Zotu7459				2				
Zotu19570		1			1			
Zotu11053		1						1
Zotu2641	1		1		1	1	1	1
Zotu3926	1		2	1	1		2	2
Zotu7750						1		
Zotu7148								
Zotu17829					1	1		
Zotu2928	3	1	1		1		1	2
Zotu3190								
Zotu19594								
Zotu12718						1		
Zotu19853						1		
Zotu20746				2		1		
Zotu15515								
Zotu19337								
Zotu12105								
Zotu12497								
Zotu7883						1		
Zotu12329								
Zotu10125						1		
Zotu16208								
Zotu13936								1
Zotu15426	2							
Zotu5146	1			2				1
Zotu7638								1
Zotu7157								
Zotu18714							1	
Zotu19664		1			2			
Zotu2645	2	3		3	2	3	4	1
Zotu11142								
Zotu17372								
Zotu17315								
Zotu6064	1		1	3		3	2	
Zotu11791	1							
Zotu5653	1			1		1		1
Zotu6471					4			1
Zotu14764		2	1			1	1	
Zotu8432		2						
Zotu14538								1
Zotu12751								
Zotu2186						1		
Zotu6174				1		6		
Zotu7469								
Zotu9850								
Zotu17788								
Zotu7917								
Zotu14129								
Zotu15580								1
Zotu6565		6						
Zotu14411								
Zotu7811								
Zotu13800								4
Zotu12356								
Zotu4775						1		
Zotu12794	2							
Zotu6090								
Zotu5280	1							
Zotu19395								
Zotu17081								
Zotu6710	1					2		
Zotu14298								
Zotu17012								
Zotu3610	1	1	2	2		2		1
Zotu5507		1	3	3		1		
Zotu10501								
Zotu12817		1						1
Zotu8803			2	1	3		1	
Zotu11127								
Zotu3379		2			1		5	
Zotu5423	2		1					4
Zotu17027								
Zotu16707								
Zotu4980	1	1	2	1		3	1	1
Zotu9299						1		
Zotu10660								
Zotu6616								
Zotu11513					1	1		
Zotu15443								
Zotu19745								
Zotu16582								3
Zotu4495	5	1			2		1	
Zotu16584								
Zotu10775								
Zotu20701					1			
Zotu2023								
Zotu11789								
Zotu6246								
Zotu312								
Zotu20191								
Zotu6963				4	7		2	
Zotu17562								
Zotu17512								
Zotu19730								
Zotu12297			2					3
Zotu14482		2		4	3			
Zotu7911	3		1		1	1	2	
Zotu16253								2
Zotu16515			2		1			
Zotu16170			1			1		
Zotu11733		1		1		1		2
Zotu17278	3						1	
Zotu19936								
Zotu18351	2						1	
Zotu5922	2	3		1	1		1	1
Zotu13691	1							
Zotu6611								
Zotu1308						1		
Zotu9633		1	2			1	1	
Zotu18540								
Zotu13498					1			
Zotu2681		1	2	1				
Zotu18405		2						1
Zotu3872								
Zotu16380								
Zotu14979								
Zotu13467	1							
Zotu7491		1	1		1	3		2
Zotu9515		1	1	1			1	1
Zotu10559						1	4	1
Zotu19246					1		1	1
Zotu16609	1		1	1		2		2
Zotu19820				1			1	1
Zotu19984				1			1	1
Zotu3796		4	2	3	2	3	2	1
Zotu4279		4	3	3		2	5	
Zotu9211		4		5	1	2	2	
Zotu12897	1			1			2	2
Zotu5358	1		2	2	1	1	3	1
Zotu9439	2	1	5		1			3
Zotu14809			1					1
Zotu14938					1			
Zotu9059		2	1		2		2	
Zotu14919								
Zotu18660								
Zotu19013								
Zotu19415			1	1				
Zotu12429	1							
Zotu3435		2	1	3	1		2	2
Zotu3700			1	3			2	2
Zotu5662	1	3		1				1
Zotu14618		2		1		1		
Zotu12735	1	1						
Zotu19580		1						
Zotu14161								
Zotu6937								1
Zotu14503			1					1
Zotu11989								
Zotu19065								
Zotu17075							1	
Zotu2868	5	1	2	3	1	7	1	3
Zotu11007	1					4		
Zotu5877								
Zotu7881						1		1
Zotu19219								
Zotu11156					1			
Zotu13528		1	2	1	1	2	1	1
Zotu17239						2		
Zotu11749	1	1						1
Zotu17182								1
Zotu10869		1	1			1	1	
Zotu13902		1		1	1	1	1	2
Zotu17488								
Zotu6078			1					
Zotu12269	1					1		1
Zotu17876								
Zotu13021								1
Zotu15322						1	1	
Zotu5375	2		4	1	1	1	1	
Zotu12507								
Zotu18576		2					1	1
Zotu17611								
Zotu8326								
Zotu7118								
Zotu16181				2		1		
Zotu6442		1	2	5		4	2	1
Zotu11930		1	1			1		
Zotu13829								
Zotu4638								
Zotu6631		3	2		1			1
Zotu3480		3						
Zotu15300								
Zotu12167								
Zotu9344								
Zotu18398								
Zotu10156	2			2	1			
Zotu12334	1							
Zotu17293				2	3		1	
Zotu241	7	12	12	13	7	9	10	16
Zotu114	1	6	4	10	3	15	5	2
Zotu32	24	43	74	31	22	35	25	43
Zotu165	1	5	21	4	1	4	3	5
Zotu51	21	9	15	16	21	16	19	22
Zotu122	13	21	18	28	16	30	40	34
Zotu942	1	3	4	1	3	2	4	2
Zotu485	3	6	9	13	7	6	4	6
Zotu7450	2	3	1	2			3	
Zotu20695							1	1
Zotu17325								1
Zotu3967	3	3		4		1	4	2
Zotu11777								1
Zotu15725						1	1	
Zotu2808	5	7	5	9	1	2	7	11
Zotu4869	1	1	6	4	4	1	5	2
Zotu3568	2	2	4	3	3	2	10	4
Zotu6245	1	1	1					
Zotu5717		2	4	2		1		
Zotu10052	1	3		1		1		
Zotu14151		3			2			
Zotu12322	7		1		1		3	
Zotu16079					1		2	
Zotu6999	2	1	1		1	1	11	
Zotu17795								
Zotu14223	3	3	3	2	5			1
Zotu10655					1		2	2
Zotu943	12	25	20	45	23	12	43	15
Zotu19988							1	
Zotu1118	4	3	8	4	4	3	10	7
Zotu1215		14	1	1	1	7		2
Zotu995	11	18	9	9	18	1	4	10
Zotu878	11	14	14	41	17	30	23	13
Zotu4075								
Zotu16471	1							2
Zotu13786		2	4	5	5	2	3	2
Zotu16015	2	2	1	3	3	2	3	2
Zotu17349	1			4			2	
Zotu2170	1			3		2	2	1
Zotu2650				1				1
Zotu13518								
Zotu27	98	75	74	100	123	86	98	54
Zotu4720			1					
Zotu2302	2	3	5	8	3	7	2	8
Zotu11705						1	1	
Zotu34	13	31	56	5	7	8	9	4
Zotu110	1	5	5	8	7	18	8	6
Zotu37	59	87	102	47	64	112	94	36
Zotu339	1	2	2	2	1		6	2
Zotu278	32	63	53	79	57	37	49	74
Zotu15259	1	2	1	2	2	2	3	
Zotu19	25	40	37	61	19	69	72	24
Zotu359	2	10	5	8	4	4	6	10
Zotu20518		1						1
Zotu1791	4	1	3	4	6	2	3	2
Zotu18475		1	2			2		
Zotu16765		2						
Zotu736	3	8	8	12	5	11	10	10
Zotu437	20	43	35	48	39	24	46	35
